shipment_id,tracking_number,origin_location_id,destination_location_id,route_id,shipment_type,priority,weight_kg,distance_km,number_of_stops,number_of_handoffs,planned_duration_minutes,actual_duration_minutes,planned_delivery_time,actual_delivery_time,weather_exposure,traffic_exposure,congestion_exposure,transport_delay_minutes,external_event_exposure,historical_route_delay_rate,historical_route_avg_delay,expected_delay_minutes,delay_minutes,sla_limit_minutes,sla_breached,final_risk_score,planned_date
HIST015292,1ZCJXF62P0Q2QLJYUZ,LOC022,LOC003,RT-LOC022-LOC021-LOC004,Fragile,Normal,26.61,646.08,3,4,258.5,376.5,2025-12-30T20:05:47,2025-12-30T22:03:47,0.385,0.745,0.747,30,0.265,0.303,87.2,118,118,7200,True,4.86,2025-12-30T15:47:17
HIST015293,1ZSWP94G99T1NQB2YS,LOC036,LOC028,RT-LOC036-LOC015-LOC069,Standard,Low,15.64,2270.22,6,7,820.9,889.9,2025-08-15T15:22:27,2025-08-15T16:31:27,0.364,0.64,0.004,0,0.052,0.214,45.8,69,69,10080,False,2.77,2025-08-15T01:41:33
HIST015294,1Z4LL27SKVIQ2K5DFP,LOC011,LOC024,RT-LOC011-LOC056-LOC054,International,Normal,164.0,2231.74,9,11,883.5,1019.5,2024-09-19T23:38:11,2024-09-20T01:54:11,0.353,0.371,0.601,0,0.2,0.239,58.0,136,136,7200,True,3.51,2024-09-19T08:54:41
HIST015295,1Z600DJC9QGFOF72Q2,LOC051,LOC057,RT-LOC051-LOC029-LOC007,Express,Normal,11.46,1674.67,6,8,462.9,744.9,2024-08-25T12:55:51,2024-08-25T17:37:51,0.678,0.342,0.057,240,0.108,0.178,35.2,282,282,7200,False,3.47,2024-08-25T05:12:57
HIST015296,1Z6XTLJIRHBE6MPCG3,LOC054,LOC074,RT-LOC054-LOC009-LOC010,Standard,High,31.68,5595.55,19,20,2178.4,2257.4,2024-06-10T18:30:57,2024-06-10T19:49:57,0.276,0.482,0.354,0,0.303,0.225,55.0,79,79,4320,False,3.1,2024-06-09T06:12:33
HIST015297,1ZKHX54DUTTWIGGV61,LOC053,LOC058,RT-LOC053-LOC052-LOC009,International,High,9.24,1028.29,4,5,159.5,242.5,2025-05-20T09:01:11,2025-05-20T10:24:11,0.249,0.582,0.547,0,0.034,0.236,55.9,83,83,4320,False,3.41,2025-05-20T06:21:41
HIST015298,1ZX4ZV2CJTETY4RFR3,LOC063,LOC052,RT-LOC063-LOC061-LOC060,Standard,High,3.65,1655.39,7,9,718.7,823.7,2025-07-02T00:59:59,2025-07-02T02:44:59,0.36,0.701,0.739,0,0.107,0.194,37.1,105,105,4320,False,4.09,2025-07-01T13:01:17
HIST015299,1ZC8HLTW75DPZ1PJRK,LOC049,LOC046,RT-LOC049-LOC070-LOC069,Express,Normal,132.41,3012.52,7,8,1571.0,1665.0,2026-05-30T07:25:45,2026-05-30T08:59:45,0.396,0.393,0.024,0,0.343,0.224,62.0,94,94,7200,False,2.73,2026-05-29T05:14:45
HIST015300,1Z3Q1SP96BQOY1UDY4,LOC024,LOC055,RT-LOC024-LOC013-LOC019,Priority,Low,1.96,2351.45,7,9,834.3,898.3,2025-09-14T15:25:38,2025-09-14T16:29:38,0.182,0.379,0.683,0,0.187,0.225,52.2,64,64,10080,False,3.3,2025-09-14T01:31:20
HIST015301,1Z9RXYQIDZ5SUAKX7I,LOC059,LOC012,RT-LOC059-LOC005-LOC018,Express,Normal,174.99,677.61,3,4,354.7,506.7,2025-01-11T04:49:36,2025-01-11T07:21:36,0.519,0.594,0.679,0,0.231,0.193,77.4,152,152,7200,True,4.25,2025-01-10T22:54:54
HIST015302,1Z8NOVAX7J242SR1FJ,LOC059,LOC012,RT-LOC059-LOC005-LOC018,Express,Critical,112.54,677.61,3,4,354.7,546.7,2025-11-17T12:08:58,2025-11-17T15:20:58,0.515,0.606,0.752,0,0.474,0.193,77.4,192,192,2880,False,4.65,2025-11-17T06:14:16
HIST015303,1ZY41GVLKMIPDV7W1Y,LOC033,LOC002,RT-LOC033-LOC014-LOC031,Standard,Normal,14.43,1990.99,6,6,969.1,1001.1,2025-04-03T20:55:22,2025-04-03T21:27:22,0.139,0.445,0.447,0,0.178,0.23,62.0,32,32,7200,False,2.84,2025-04-03T04:46:16
HIST015304,1ZHOUWGHNZ4DEESBW8,LOC072,LOC055,RT-LOC072-LOC028-LOC051,Temperature Sensitive,High,7.53,2224.49,7,9,987.9,1352.9,2024-11-16T12:54:26,2024-11-16T18:59:26,0.399,0.627,0.631,240,0.215,0.203,52.3,365,365,4320,False,4.77,2024-11-15T20:26:32
HIST015305,1Z80G31E4YXQS0KJNN,LOC040,LOC043,RT-LOC040-LOC039-LOC047,Express,Normal,148.25,1540.49,4,4,1009.4,1198.4,2026-06-09T10:54:00,2026-06-09T14:03:00,0.185,0.663,0.765,120,0.183,0.242,60.9,189,189,7200,False,4.16,2026-06-08T18:04:36
HIST015306,1ZXVKYCME8Z0EFJUH0,LOC001,LOC013,RT-LOC001-LOC051-LOC028,Standard,Low,2.5,2672.42,9,10,500.5,656.5,2025-10-06T10:56:55,2025-10-06T13:32:55,0.365,0.32,0.757,0,0.164,0.217,70.2,156,156,10080,True,3.68,2025-10-06T02:36:25
HIST015307,1Z2NMG0ZQ70V2H3GX4,LOC025,LOC055,RT-LOC025-LOC027-LOC063,Standard,Normal,2.68,3253.14,11,13,855.6,968.6,2024-12-20T13:12:11,2024-12-20T15:05:11,0.319,0.517,0.575,0,0.229,0.202,39.2,113,113,7200,False,3.55,2024-12-19T22:56:35
HIST015308,1ZEGIGUKI5909KTECZ,LOC053,LOC036,RT-LOC053-LOC052-LOC007,International,Critical,171.23,4137.84,13,14,1310.9,1460.9,2025-02-04T09:52:47,2025-02-04T12:22:47,0.374,0.412,0.104,60,0.366,0.226,65.3,150,150,2880,False,2.79,2025-02-03T12:01:53
HIST015309,1ZP7YHOMUZIZ441IG7,LOC047,LOC074,RT-LOC047-LOC046-LOC043,International,Low,116.65,1585.96,3,5,757.4,819.4,2025-06-07T18:04:00,2025-06-07T19:06:00,0.266,0.478,0.392,0,0.018,0.22,43.8,62,62,10080,False,2.93,2025-06-07T05:26:36
HIST015310,1ZHFGNTV4H4I040R0Y,LOC002,LOC067,RT-LOC002-LOC029-LOC051,International,Low,63.55,2406.79,7,9,256.7,357.7,2025-03-25T04:06:42,2025-03-25T05:47:42,0.317,0.289,0.702,0,0.47,0.202,60.7,101,101,10080,True,3.7,2025-03-24T23:50:00
HIST015311,1ZYOKJVT65OQNCTP9G,LOC059,LOC024,RT-LOC059-LOC060-LOC013,Standard,High,39.11,945.54,3,3,543.4,745.4,2024-01-12T14:20:15,2024-01-12T17:42:15,0.307,0.612,0.364,60,0.015,0.239,85.4,202,202,4320,False,3.24,2024-01-12T05:16:51
HIST015312,1Z9YXNKYMN4Q2RD64T,LOC039,LOC058,RT-LOC039-LOC040-LOC038,Express,Normal,70.17,6223.62,16,16,1637.9,1757.9,2024-11-09T11:27:20,2024-11-09T13:27:20,0.339,0.385,0.425,0,0.084,0.241,53.3,120,120,7200,False,3.06,2024-11-08T08:09:26
HIST015313,1ZLTKUFGDXX7DOVF5E,LOC042,LOC073,RT-LOC042-LOC046-LOC043,Standard,High,135.97,2096.05,4,6,1039.9,1140.9,2026-05-14T22:52:17,2026-05-15T00:33:17,0.263,0.293,0.679,0,0.481,0.223,42.8,101,101,4320,False,3.61,2026-05-14T05:32:23
HIST015314,1ZJZAEILH1719IUW21,LOC028,LOC039,RT-LOC028-LOC050-LOC016,Standard,Normal,26.16,4864.97,11,13,1386.9,1480.9,2026-05-25T08:53:04,2026-05-25T10:27:04,0.15,0.665,0.553,0,0.398,0.209,60.4,94,94,7200,True,3.57,2026-05-24T09:46:10
HIST015315,1ZXG0PXLREUVZ3RD12,LOC057,LOC009,RT-LOC057-LOC055-LOC008,International,Normal,146.5,353.48,3,4,110.1,226.1,2025-06-24T11:13:55,2025-06-24T13:09:55,0.586,0.362,0.61,0,0.004,0.276,88.9,116,116,7200,False,3.98,2025-06-24T09:23:49
HIST015316,1ZV20O1PXSLR41QA8H,LOC051,LOC042,RT-LOC051-LOC028-LOC050,International,High,115.93,5541.96,13,13,1583.5,1641.5,2025-05-13T19:12:48,2025-05-13T20:10:48,0.421,0.237,0.003,0,0.185,0.228,70.1,58,58,4320,True,2.4,2025-05-12T16:49:18
HIST015317,1ZNMSVFQ6G6CBZA4J8,LOC014,LOC013,RT-LOC014-LOC032-LOC065,Priority,Normal,102.19,1620.29,5,7,825.1,936.1,2025-03-20T20:28:43,2025-03-20T22:19:43,0.191,0.583,0.653,0,0.194,0.187,57.3,111,111,7200,False,3.47,2025-03-20T06:43:37
HIST015318,1ZTUV69ZWB7A4BT3L6,LOC073,LOC070,RT-LOC073-LOC045-LOC015,Standard,High,6.86,2129.95,4,5,734.7,806.7,2025-10-06T19:32:57,2025-10-06T20:44:57,0.331,0.754,0.106,0,0.155,0.317,46.1,72,72,4320,False,3.2,2025-10-06T07:18:15
HIST015319,1ZG2V74QCMSLX4J3H3,LOC006,LOC021,RT-LOC006-LOC003-LOC007,Standard,High,91.86,1495.52,7,9,301.5,343.5,2025-07-17T00:19:08,2025-07-17T01:01:08,0.5,0.29,0.362,0,0.18,0.232,41.3,42,42,4320,False,3.17,2025-07-16T19:17:38
HIST015320,1Z1B6I70H6MCXWHKWS,LOC073,LOC026,RT-LOC073-LOC045-LOC015,Fragile,High,79.66,4338.24,10,12,1665.8,1756.8,2025-11-08T15:37:31,2025-11-08T17:08:31,0.48,0.669,0.006,0,0.095,0.233,49.2,91,91,4320,True,3.31,2025-11-07T11:51:43
HIST015321,1ZXAMLZWVM1B0UDT5N,LOC013,LOC039,RT-LOC013-LOC062-LOC066,Express,Critical,20.41,3706.24,9,10,1321.1,1402.1,2025-07-26T14:05:48,2025-07-26T15:26:48,0.117,0.482,0.614,0,0.475,0.216,47.1,81,81,2880,True,3.45,2025-07-25T16:04:42
HIST015322,1ZJYJTP1AXWNB4560B,LOC004,LOC056,RT-LOC004-LOC009-LOC055,Standard,High,76.92,773.02,3,3,135.8,220.8,2024-11-04T06:38:36,2024-11-04T08:03:36,0.446,0.28,0.058,0,0.065,0.185,37.7,85,85,4320,False,2.32,2024-11-04T04:22:48
HIST015323,1ZV9YROEO7AYXWJUYS,LOC019,LOC013,RT-LOC019-LOC013,Priority,Normal,76.65,364.07,1,1,182.0,253.0,2024-04-25T20:05:17,2024-04-25T21:16:17,0.436,0.383,0.067,0,0.26,0.364,17.7,71,71,7200,False,3.07,2024-04-25T17:03:17
HIST015324,1ZWBDVWOE945QJ6M31,LOC012,LOC051,RT-LOC012-LOC018-LOC059,Standard,Normal,27.44,1404.02,6,7,405.4,497.4,2025-12-31T07:01:21,2025-12-31T08:33:21,0.39,0.542,0.244,0,0.395,0.245,38.7,92,92,7200,False,3.34,2025-12-31T00:15:57
HIST015325,1ZWHZQN8EVK5RXA4O3,LOC053,LOC027,RT-LOC053-LOC052-LOC007,Express,Normal,42.23,2114.45,8,9,992.2,1120.2,2024-04-01T02:40:51,2024-04-01T04:48:51,0.304,0.436,0.539,0,0.473,0.273,77.4,128,128,7200,False,3.75,2024-03-31T10:08:39
HIST015326,1ZYW4B4RZH3KZDXGP3,LOC072,LOC026,RT-LOC072-LOC028-LOC050,International,Low,214.61,3141.77,9,10,1188.6,1273.6,2026-03-09T14:15:20,2026-03-09T15:40:20,0.24,0.293,0.309,0,0.376,0.186,58.5,85,85,10080,True,2.63,2026-03-08T18:26:44
HIST015327,1ZF10OZ6Q897UDOVFQ,LOC017,LOC012,RT-LOC017-LOC059-LOC005,Temperature Sensitive,Normal,27.33,795.76,4,4,443.3,521.3,2026-02-01T10:17:36,2026-02-01T11:35:36,0.331,0.323,0.032,0,0.301,0.189,77.4,78,78,7200,True,2.58,2026-02-01T02:54:18
HIST015328,1Z26RO9EAJWAA1PXVE,LOC056,LOC054,RT-LOC056-LOC054,Standard,Low,123.64,213.78,1,2,18.3,125.3,2024-12-03T10:07:26,2024-12-03T11:54:26,0.265,0.525,0.524,0,0.355,0.092,83.4,107,107,10080,True,3.2,2024-12-03T09:49:08
HIST015329,1ZEBUQWFITDWW38AP8,LOC055,LOC049,RT-LOC055-LOC008-LOC009,Standard,Critical,6.68,3767.28,17,17,907.5,984.5,2024-02-19T06:29:52,2024-02-19T07:46:52,0.278,0.505,0.216,0,0.034,0.217,57.9,77,77,2880,False,2.64,2024-02-18T15:22:22
HIST015330,1ZEWKRG4DRR7EGDFX5,LOC025,LOC055,RT-LOC025-LOC027-LOC063,Standard,Normal,4.21,3253.14,11,12,855.6,959.6,2024-03-24T19:41:40,2024-03-24T21:25:40,0.295,0.377,0.485,0,0.081,0.202,39.2,104,104,7200,False,2.98,2024-03-24T05:26:04
HIST015331,1ZXN0LSN5VI09JB7EP,LOC051,LOC056,RT-LOC051-LOC029-LOC007,Standard,High,48.12,1609.91,6,8,526.9,709.9,2024-08-20T18:54:30,2024-08-20T21:57:30,0.728,0.442,0.71,0,0.477,0.166,38.0,183,183,4320,False,4.68,2024-08-20T10:07:36
HIST015332,1ZYYM3DVJJFMPDLX9L,LOC020,LOC063,RT-LOC020-LOC023-LOC019,Standard,Normal,20.77,1237.48,4,6,551.9,617.9,2024-05-21T19:24:28,2024-05-21T20:30:28,0.357,0.375,0.691,0,0.051,0.336,41.6,66,66,7200,False,3.85,2024-05-21T10:12:34
HIST015333,1ZUR85HB93EUOZNYUY,LOC021,LOC031,RT-LOC021-LOC004-LOC007,Standard,Critical,10.5,3512.16,13,14,791.8,944.8,2024-01-25T22:32:30,2024-01-26T01:05:30,0.368,0.79,0.47,0,0.452,0.194,52.8,153,153,2880,True,4.05,2024-01-25T09:20:42
HIST015334,1ZMXHBBTVMMKUYIM76,LOC008,LOC015,RT-LOC008-LOC009-LOC010,Priority,Low,11.41,4320.51,17,19,1366.0,1463.0,2024-08-16T11:36:52,2024-08-16T13:13:52,0.344,0.456,0.226,30,0.363,0.225,56.0,97,97,10080,False,3.0,2024-08-15T12:50:52
HIST015335,1Z9JQJUJAHC3O1XET3,LOC042,LOC029,RT-LOC042-LOC047-LOC038,Standard,Normal,12.93,3984.19,9,9,1269.2,1423.2,2025-12-28T11:52:11,2025-12-28T14:26:11,0.237,0.452,0.487,0,0.027,0.27,44.4,154,154,7200,False,3.15,2025-12-27T14:42:59
HIST015336,1ZCZ4FD6PRK5OKDTZE,LOC027,LOC011,RT-LOC027-LOC063-LOC061,International,Normal,79.58,3169.99,12,14,880.7,1159.7,2024-11-13T13:14:26,2024-11-13T17:53:26,0.524,0.29,0.177,240,0.115,0.19,43.8,279,279,7200,True,3.28,2024-11-12T22:33:44
HIST015337,1ZB6H32T1TMJLADEVG,LOC043,LOC016,RT-LOC043-LOC074-LOC045,Express,High,16.46,2616.29,5,5,731.0,857.0,2025-08-14T01:55:35,2025-08-14T04:01:35,0.369,0.848,0.166,0,0.402,0.262,52.3,126,126,4320,False,3.65,2025-08-13T13:44:35
HIST015338,1ZNIPNLQZGLJ1IZO2W,LOC014,LOC067,RT-LOC014-LOC032-LOC065,Standard,Normal,119.62,1259.99,3,4,620.4,733.4,2025-08-07T14:14:37,2025-08-07T16:07:37,0.207,1.0,0.204,0,0.487,0.238,54.4,113,113,7200,True,3.65,2025-08-07T03:54:13
HIST015339,1Z5DUQII5LO3Z4NJYO,LOC045,LOC074,RT-LOC045-LOC074,Standard,High,119.85,476.21,1,1,357.2,431.2,2024-12-10T06:06:29,2024-12-10T07:20:29,0.451,0.433,0.16,0,0.294,0.141,20.0,74,74,4320,False,2.77,2024-12-10T00:09:17
HIST015340,1Z3SAWMQHA1KYW5W87,LOC044,LOC065,RT-LOC044-LOC074-LOC045,Fragile,Low,60.86,4054.0,8,10,1178.9,1313.9,2024-09-18T09:37:43,2024-09-18T11:52:43,0.221,0.321,0.766,0,0.486,0.277,61.2,135,135,10080,False,4.1,2024-09-17T13:58:49
HIST015341,1ZHBN6CD2PTGKG0GZI,LOC038,LOC009,RT-LOC038-LOC045-LOC015,International,High,0.86,5167.53,12,13,1473.0,1624.0,2025-06-30T03:56:43,2025-06-30T06:27:43,0.492,0.293,0.701,120,0.099,0.243,51.2,151,151,4320,True,4.01,2025-06-29T03:23:43
HIST015342,1ZQTV8ITWYMIETHVLX,LOC045,LOC010,RT-LOC045-LOC015-LOC069,Priority,Normal,53.99,3970.44,10,11,988.2,1047.2,2025-08-30T08:10:07,2025-08-30T09:09:07,0.164,0.387,0.451,0,0.032,0.241,60.1,59,59,7200,False,2.76,2025-08-29T15:41:55
HIST015343,1Z1JNIVEK7Z5HU7F1O,LOC068,LOC058,RT-LOC068-LOC067-LOC012,Express,High,42.7,3176.53,10,10,894.4,1009.4,2025-12-18T01:50:56,2025-12-18T03:45:56,0.308,0.428,0.226,30,0.075,0.2,56.8,115,115,4320,True,2.56,2025-12-17T10:56:32
HIST015344,1Z6V4CHLPPMIA1U1HQ,LOC060,LOC012,RT-LOC060-LOC018-LOC012,Standard,Low,21.23,574.08,2,4,351.6,464.6,2024-11-14T12:37:45,2024-11-14T14:30:45,0.132,0.418,0.023,60,0.043,0.249,55.4,113,113,10080,True,2.1,2024-11-14T06:46:09
HIST015345,1ZTOSP2ZIQ5WJ6SCNC,LOC009,LOC003,RT-LOC009-LOC010-LOC020,Priority,High,342.69,820.15,5,5,350.4,500.4,2024-10-16T00:13:44,2024-10-16T02:43:44,0.542,0.362,0.601,30,0.365,0.285,62.7,150,150,4320,False,4.16,2024-10-15T18:23:20
HIST015346,1Z50VS61VV0YOKJUJV,LOC069,LOC011,RT-LOC069-LOC016-LOC030,Priority,Low,21.51,3694.03,12,13,991.4,1077.4,2024-09-21T19:01:28,2024-09-21T20:27:28,0.438,0.453,0.496,0,0.482,0.213,56.3,86,86,10080,True,3.81,2024-09-21T02:30:04
HIST015347,1ZY1I71CZ1HEM29APZ,LOC041,LOC053,RT-LOC041-LOC042-LOC047,International,Normal,104.17,4678.79,14,14,1685.1,1834.1,2024-11-14T20:35:15,2024-11-14T23:04:15,0.205,0.964,0.763,0,0.123,0.245,53.1,149,149,7200,True,4.37,2024-11-13T16:30:09
HIST015348,1Z8LF15II117IIQAKJ,LOC023,LOC030,RT-LOC023-LOC019-LOC060,International,Normal,5.72,2956.88,11,12,749.4,879.4,2025-03-19T09:04:51,2025-03-19T11:14:51,0.392,0.53,0.581,0,0.031,0.208,47.9,130,130,7200,True,3.61,2025-03-18T20:35:27
HIST015349,1ZLQLKJAD56JMY4WX0,LOC010,LOC061,RT-LOC010-LOC020-LOC023,Express,High,27.77,1313.48,5,7,471.4,675.4,2026-02-23T19:19:40,2026-02-23T22:43:40,0.28,0.488,0.23,120,0.274,0.291,50.9,204,204,4320,True,3.23,2026-02-23T11:28:16
HIST015350,1ZZJ8B97NZ6Q4TRRH8,LOC069,LOC022,RT-LOC069-LOC016-LOC030,International,High,37.44,2317.36,6,8,714.7,805.7,2025-12-03T16:20:52,2025-12-03T17:51:52,0.2,0.506,0.593,0,0.232,0.196,53.0,91,91,4320,False,3.32,2025-12-03T04:26:10
HIST015351,1Z0C6MK3GSCBYABFHD,LOC061,LOC052,RT-LOC061-LOC060-LOC059,International,High,66.55,1343.76,6,7,485.0,661.0,2025-02-20T12:10:59,2025-02-20T15:06:59,0.336,0.649,0.431,0,0.352,0.2,40.2,176,176,4320,True,3.61,2025-02-20T04:05:59
HIST015352,1ZZPP6NGOK9J9FBGNW,LOC027,LOC033,RT-LOC027-LOC063-LOC066,Express,High,94.3,1918.16,5,7,462.2,522.2,2026-05-26T21:35:47,2026-05-26T22:35:47,0.085,0.216,0.364,0,0.246,0.217,66.8,60,60,4320,False,2.29,2026-05-26T13:53:35
HIST015353,1ZOP37LCVQU9WAPU68,LOC071,LOC006,RT-LOC071-LOC050-LOC016,Standard,Normal,15.13,1646.81,5,5,705.8,796.8,2024-11-28T15:48:52,2024-11-28T17:19:52,0.392,0.713,0.58,0,0.051,0.257,73.3,91,91,7200,False,4.01,2024-11-28T04:03:04
HIST015354,1ZWVTP508NL75NRV7J,LOC033,LOC051,RT-LOC033-LOC014-LOC031,Temperature Sensitive,High,105.23,1969.95,6,7,1043.7,1180.7,2024-04-12T04:23:50,2024-04-12T06:40:50,0.257,0.551,0.312,0,0.428,0.213,49.6,137,137,4320,False,3.4,2024-04-11T11:00:08
HIST015355,1ZWG16A1DK7V26SY0I,LOC012,LOC039,RT-LOC012-LOC067-LOC065,Express,High,1.88,3555.01,8,8,1274.6,1361.6,2025-10-24T18:49:32,2025-10-24T20:16:32,0.084,0.664,0.285,0,0.484,0.211,58.7,87,87,4320,False,3.03,2025-10-23T21:34:56
HIST015356,1ZYCVWR0MVURU6ZM95,LOC034,LOC007,RT-LOC034-LOC032-LOC065,Standard,Normal,14.14,2547.56,9,11,1109.7,1190.7,2025-08-31T20:19:23,2025-08-31T21:40:23,0.166,0.87,0.314,0,0.329,0.229,49.6,81,81,7200,False,3.42,2025-08-31T01:49:41
HIST015357,1Z9GRJEGNUWH58MK3W,LOC007,LOC006,RT-LOC007-LOC006,Standard,Normal,44.77,263.58,1,2,22.6,136.6,2024-01-08T22:05:09,2024-01-08T23:59:09,0.362,0.494,0.484,0,0.23,0.254,65.8,114,114,7200,True,3.55,2024-01-08T21:42:33
HIST015358,1Z9SNHB55H25BJ00UV,LOC064,LOC045,RT-LOC064-LOC065-LOC032,Fragile,Critical,1.23,3299.6,7,8,1221.9,1303.9,2024-05-30T00:55:44,2024-05-30T02:17:44,0.161,0.697,0.493,0,0.148,0.204,52.0,82,82,2880,False,3.46,2024-05-29T04:33:50
HIST015359,1Z13CORVHMS0U357XN,LOC064,LOC060,RT-LOC064-LOC012-LOC018,Express,Low,6.63,976.95,4,4,401.9,468.9,2024-07-11T15:52:36,2024-07-11T16:59:36,0.228,0.308,0.235,0,0.009,0.202,78.2,67,67,10080,False,2.24,2024-07-11T09:10:42
HIST015360,1ZLI7Q2KD1MH33IF9C,LOC011,LOC019,RT-LOC011-LOC056-LOC054,Standard,Low,90.8,1408.73,7,9,357.3,443.3,2024-02-22T02:38:53,2024-02-22T04:04:53,0.287,0.546,0.02,0,0.412,0.231,62.8,86,86,10080,True,2.83,2024-02-21T20:41:35
HIST015361,1ZKQ9D0BF5LUEVPWDM,LOC007,LOC016,RT-LOC007-LOC006-LOC059,Express,High,9.56,2351.94,9,10,366.2,431.2,2024-01-17T08:58:05,2024-01-17T10:03:05,0.42,0.526,0.505,0,0.334,0.21,51.9,65,65,4320,False,3.75,2024-01-17T02:51:53
HIST015362,1ZE3LEWQB42X1M5U7K,LOC016,LOC005,RT-LOC016-LOC030-LOC012,Standard,Normal,36.78,1488.35,5,7,408.3,563.3,2025-04-14T23:44:26,2025-04-15T02:19:26,0.256,0.6,0.326,30,0.091,0.247,53.7,155,155,7200,False,3.03,2025-04-14T16:56:08
HIST015363,1ZSFR0WLCOXC2F0V8N,LOC028,LOC067,RT-LOC028-LOC050-LOC016,Standard,Normal,31.98,1519.03,4,6,130.2,200.2,2026-05-02T11:46:03,2026-05-02T12:56:03,0.446,0.421,0.543,0,0.281,0.191,67.9,70,70,7200,False,3.62,2026-05-02T09:35:51
HIST015364,1Z8W8V3WC28CB59SFD,LOC003,LOC032,RT-LOC003-LOC007-LOC006,Express,High,73.42,2347.21,9,10,793.2,854.2,2026-03-18T09:45:16,2026-03-18T10:46:16,0.324,0.397,0.026,0,0.065,0.205,53.2,61,61,4320,True,2.31,2026-03-17T20:32:04
HIST015365,1ZI6BAJ1GVHG81HB20,LOC027,LOC065,RT-LOC027-LOC063-LOC066,Standard,Normal,1.79,1204.22,3,4,401.0,501.0,2025-10-31T11:45:01,2025-10-31T13:25:01,0.08,0.425,0.62,0,0.467,0.234,60.8,100,100,7200,False,3.38,2025-10-31T05:04:01
HIST015366,1ZEYV6VNTTYEOE0FJ1,LOC007,LOC026,RT-LOC007-LOC006-LOC059,Standard,High,43.08,1735.17,6,7,794.4,940.4,2025-09-08T05:30:29,2025-09-08T07:56:29,0.484,0.574,0.441,0,0.11,0.234,74.5,146,146,4320,False,3.66,2025-09-07T16:16:05
HIST015367,1Z0F11UTAFWF03GXJH,LOC034,LOC049,RT-LOC034-LOC033-LOC014,Standard,Critical,88.6,1507.88,5,5,697.1,794.1,2024-02-06T01:35:30,2024-02-06T03:12:30,0.346,0.259,0.497,0,0.474,0.211,53.5,97,97,2880,True,3.33,2024-02-05T13:58:24
HIST015368,1ZNJZOVP7O1LFNZV82,LOC054,LOC039,RT-LOC054-LOC009-LOC010,Temperature Sensitive,Normal,27.19,5198.88,15,15,1792.3,1900.3,2025-11-19T10:26:23,2025-11-19T12:14:23,0.294,0.523,0.357,0,0.164,0.248,47.6,108,108,7200,False,3.33,2025-11-18T04:34:05
HIST015369,1ZY17IJVI4M16RS65F,LOC062,LOC040,RT-LOC062-LOC066-LOC065,Standard,Normal,20.03,3181.61,7,7,1030.6,1078.6,2024-11-19T15:13:58,2024-11-19T16:01:58,0.121,0.217,0.305,0,0.255,0.202,53.6,48,48,7200,False,2.19,2024-11-18T22:03:22
HIST015370,1ZKDMEFTF4GNYCG3OZ,LOC025,LOC074,RT-LOC025-LOC027-LOC063,Standard,Low,16.72,5083.98,11,11,1838.6,1933.6,2024-08-28T21:34:18,2024-08-28T23:09:18,0.202,0.277,0.728,30,0.289,0.214,48.0,95,95,10080,False,3.35,2024-08-27T14:55:42
HIST015371,1ZN50GE07XSIQY5RS2,LOC053,LOC047,RT-LOC053-LOC052-LOC007,Express,High,53.68,5156.61,15,15,1833.0,1921.0,2025-10-05T09:22:03,2025-10-05T10:50:03,0.297,0.321,0.291,0,0.166,0.228,60.5,88,88,4320,True,2.64,2025-10-04T02:49:03
HIST015372,1ZGXP8SWTUPDK8W60D,LOC008,LOC057,RT-LOC008-LOC009-LOC055,Standard,Normal,129.73,345.34,3,4,39.1,226.1,2025-04-25T21:12:21,2025-04-26T00:19:21,0.539,0.723,0.071,120,0.118,0.183,55.6,187,187,7200,True,3.41,2025-04-25T20:33:15
HIST015373,1ZD8FZUUOZIESKK0QP,LOC029,LOC052,RT-LOC029-LOC007-LOC052,Priority,Normal,39.66,751.51,2,2,333.4,451.4,2025-04-17T19:12:28,2025-04-17T21:10:28,0.591,0.326,0.374,0,0.012,0.231,53.9,118,118,7200,True,3.35,2025-04-17T13:39:04
HIST015374,1Z0JNCB7BH8LXAN6PN,LOC060,LOC020,RT-LOC060-LOC013-LOC019,International,Normal,21.67,1224.71,5,6,458.5,535.5,2025-11-26T03:13:36,2025-11-26T04:30:36,0.327,0.278,0.038,0,0.213,0.234,84.9,77,77,7200,False,2.32,2025-11-25T19:35:06
HIST015375,1ZPBMLBR1LVZYHAEI1,LOC020,LOC038,RT-LOC020-LOC023-LOC019,Standard,Normal,71.53,4340.81,11,11,1420.8,1483.8,2026-05-17T05:16:42,2026-05-17T06:19:42,0.213,0.387,0.582,0,0.1,0.249,47.4,63,63,7200,False,3.14,2026-05-16T05:35:54
HIST015376,1ZWD94MGA8ASIZP894,LOC060,LOC028,RT-LOC060-LOC059-LOC005,Express,Normal,6.43,1409.04,6,6,285.4,360.4,2026-06-06T05:54:52,2026-06-06T07:09:52,0.328,0.544,0.256,0,0.141,0.227,35.9,75,75,7200,False,2.94,2026-06-06T01:09:28
HIST015377,1Z75QXFCNU7HAPZQEH,LOC045,LOC019,RT-LOC045-LOC015-LOC069,Standard,High,92.62,3217.22,7,7,626.5,695.5,2024-11-03T13:19:01,2024-11-03T14:28:01,0.344,0.369,0.072,0,0.185,0.261,50.7,69,69,4320,False,2.53,2024-11-03T02:52:31
