shipment_id,tracking_number,origin_location_id,destination_location_id,current_location_id,route_id,status,priority,shipment_type,weight_kg,planned_delivery_time,current_eta,risk_score,risk_level,sla_breach_probability,expected_delay_minutes,last_updated
CURR00837,1ZLV2BTQ5039P3P8OU,LOC055,LOC040,LOC065,RT-LOC055-LOC008-LOC009,IN_TRANSIT,Normal,Express,34.53,2026-07-01T19:04:48.745328,2026-07-01T20:57:48.745328,3.58,MEDIUM,0.566,113,2026-07-01T00:00:00
CURR00838,1ZB0WR4GUWHFMIOTGB,LOC033,LOC012,LOC067,RT-LOC033-LOC034-LOC032,PROCESSING,High,International,76.67,2026-06-30T14:48:16.609002,2026-06-30T16:24:16.609002,4.66,MEDIUM,0.639,96,2026-07-01T00:00:00
CURR00839,1Z0HXUDAYKZQWQIY0T,LOC065,LOC027,LOC026,RT-LOC065-LOC066-LOC062,PROCESSING,Low,Express,69.17,2026-06-29T15:03:56.222306,2026-06-29T17:07:56.222306,3.8,MEDIUM,0.495,124,2026-07-01T00:00:00
CURR00840,1ZENMZW8V9PR6GXKX7,LOC062,LOC049,LOC029,RT-LOC062-LOC061-LOC060,DELAYED,High,Standard,69.17,2026-06-30T23:13:49.681700,2026-07-01T00:47:49.681700,3.98,MEDIUM,0.463,94,2026-07-01T00:00:00
CURR00841,1Z5EALATA1EGZI3T3W,LOC054,LOC022,LOC010,RT-LOC054-LOC009-LOC010,DELAYED,Normal,Priority,24.64,2026-06-29T22:56:57.727280,2026-06-30T00:19:57.727280,4.12,MEDIUM,0.596,83,2026-07-01T00:00:00
CURR00842,1Z23YRF4CR74H9QACH,LOC017,LOC063,LOC005,RT-LOC017-LOC059-LOC005,IN_TRANSIT,High,Temperature Sensitive,39.99,2026-06-30T16:12:46.294489,2026-06-30T16:45:46.294489,2.95,LOW,0.292,33,2026-07-01T00:00:00
CURR00843,1Z6T0RLUV89G2FH2F0,LOC040,LOC034,LOC033,RT-LOC040-LOC038-LOC037,IN_TRANSIT,High,Standard,15.99,2026-06-29T22:50:17.892810,2026-06-30T00:04:17.892810,3.88,MEDIUM,0.512,74,2026-07-01T00:00:00
CURR00844,1ZIJ9ZB4ZL5DM3UGH2,LOC058,LOC050,LOC002,RT-LOC058-LOC055-LOC008,OUT_FOR_DELIVERY,Normal,Express,108.78,2026-06-29T16:05:01.071035,2026-06-29T18:56:01.071035,4.29,MEDIUM,0.692,171,2026-07-01T00:00:00
CURR00845,1ZVWLRR6ZVAFQILUW2,LOC010,LOC073,LOC002,RT-LOC010-LOC020-LOC021,IN_TRANSIT,High,International,62.88,2026-07-01T06:13:00.536179,2026-07-01T07:38:00.536179,3.64,MEDIUM,0.495,85,2026-07-01T00:00:00
CURR00846,1ZUL6KHKYKB70TXRAL,LOC008,LOC074,LOC002,RT-LOC008-LOC009-LOC010,PROCESSING,Critical,Standard,4.58,2026-06-30T12:34:25.582105,2026-06-30T14:55:25.582105,4.79,MEDIUM,0.669,141,2026-07-01T00:00:00
CURR00847,1Z2GA5DJF61BRVW1IU,LOC013,LOC002,LOC005,RT-LOC013-LOC060-LOC059,PROCESSING,Normal,Express,28.25,2026-06-30T04:45:51.546996,2026-06-30T06:02:51.546996,3.18,MEDIUM,0.421,77,2026-07-01T00:00:00
CURR00848,1ZM032O0GHZZ962B82,LOC033,LOC062,LOC066,RT-LOC033-LOC034-LOC032,IN_TRANSIT,Critical,Express,83.82,2026-06-30T12:19:13.084284,2026-06-30T13:46:13.084284,3.51,MEDIUM,0.446,87,2026-07-01T00:00:00
CURR00849,1ZCH7RTMDDAC4LQFBO,LOC065,LOC046,LOC037,RT-LOC065-LOC032-LOC033,IN_TRANSIT,High,Priority,54.02,2026-06-29T23:01:34.531997,2026-06-30T00:00:34.531997,3.47,MEDIUM,0.41,59,2026-07-01T00:00:00
CURR00850,1ZOMJ9J30Z70MWQD8I,LOC028,LOC005,LOC012,RT-LOC028-LOC050-LOC016,IN_TRANSIT,Normal,Express,6.02,2026-06-29T21:35:37.628342,2026-06-29T23:06:37.628342,4.45,MEDIUM,0.683,91,2026-07-01T00:00:00
CURR00851,1Z3WP01OLEQX7FZL4O,LOC069,LOC036,LOC015,RT-LOC069-LOC015-LOC036,OUT_FOR_DELIVERY,Normal,Express,9.14,2026-06-29T21:30:06.158699,2026-06-29T23:38:06.158699,2.83,LOW,0.478,128,2026-07-01T00:00:00
CURR00852,1Z9XEHQ2A4F1RBJPC0,LOC064,LOC006,LOC018,RT-LOC064-LOC012-LOC018,IN_TRANSIT,High,International,25.88,2026-07-01T04:07:15.080536,2026-07-01T06:41:15.080536,3.75,MEDIUM,0.555,154,2026-07-01T00:00:00
CURR00853,1ZE555W4VY5WMU3TPK,LOC007,LOC033,LOC066,RT-LOC007-LOC006-LOC059,OUT_FOR_DELIVERY,Low,Standard,8.67,2026-06-30T02:14:26.253871,2026-06-30T03:52:26.253871,4.86,MEDIUM,0.602,98,2026-07-01T00:00:00
CURR00854,1ZA0EOMOCR6QM5E9WP,LOC048,LOC042,LOC047,RT-LOC048-LOC037-LOC038,IN_TRANSIT,Normal,Fragile,8.38,2026-06-30T02:06:59.062769,2026-06-30T02:23:59.062769,2.23,LOW,0.214,17,2026-07-01T00:00:00
CURR00855,1ZEYBH5SEPEIPTNFVZ,LOC018,LOC029,LOC005,RT-LOC018-LOC059-LOC005,IN_TRANSIT,Normal,International,12.49,2026-06-30T12:12:45.655551,2026-06-30T13:50:45.655551,3.36,MEDIUM,0.425,98,2026-07-01T00:00:00
CURR00856,1Z5NG0HEM5NLM5RNC1,LOC002,LOC009,LOC003,RT-LOC002-LOC006-LOC003,IN_TRANSIT,Normal,Express,2.35,2026-07-01T00:10:29.192541,2026-07-01T02:58:29.192541,2.77,LOW,0.562,168,2026-07-01T00:00:00
CURR00857,1Z1KCZBZPAW7DLW274,LOC029,LOC023,LOC020,RT-LOC029-LOC007-LOC052,PROCESSING,Critical,Standard,8.45,2026-06-30T06:56:35.129699,2026-06-30T07:17:35.129699,2.07,LOW,0.236,21,2026-07-01T00:00:00
CURR00858,1ZNU75YE6RRPXTS83Q,LOC003,LOC041,LOC038,RT-LOC003-LOC007-LOC006,IN_TRANSIT,Low,Priority,49.84,2026-07-01T11:19:30.455521,2026-07-01T12:53:30.455521,3.83,MEDIUM,0.451,94,2026-07-01T00:00:00
CURR00859,1ZMQ17AUX1INYK11PH,LOC035,LOC072,LOC069,RT-LOC035-LOC036-LOC015,IN_TRANSIT,Normal,Standard,5.67,2026-06-30T01:38:23.758757,2026-06-30T02:23:23.758757,3.38,MEDIUM,0.434,45,2026-07-01T00:00:00
CURR00860,1ZM0Q8P4L74VCKOK9J,LOC049,LOC055,LOC052,RT-LOC049-LOC050-LOC051,OUT_FOR_DELIVERY,High,International,27.05,2026-06-30T21:45:01.811014,2026-06-30T23:39:01.811014,4.03,MEDIUM,0.679,114,2026-07-01T00:00:00
CURR00861,1ZZF7G9YTA3W6631SM,LOC048,LOC075,LOC074,RT-LOC048-LOC037-LOC038,DELAYED,Critical,Priority,253.26,2026-07-01T13:58:34.842239,2026-07-01T17:23:34.842239,4.86,MEDIUM,0.656,205,2026-07-01T00:00:00
CURR00862,1ZZD0L0JNLJ0IWU043,LOC070,LOC073,LOC073,RT-LOC070-LOC069-LOC015,DELAYED,Normal,Express,20.0,2026-06-30T09:06:25.001165,2026-06-30T09:43:25.001165,2.4,LOW,0.309,37,2026-07-01T00:00:00
CURR00863,1ZN2HSX6XQ9BFLF51O,LOC003,LOC042,LOC066,RT-LOC003-LOC007-LOC006,IN_TRANSIT,High,Express,20.98,2026-07-01T20:18:21.914054,2026-07-01T20:25:21.914054,1.9,LOW,0.183,7,2026-07-01T00:00:00
CURR00864,1Z8NFUDMOF215POVHN,LOC070,LOC074,LOC045,RT-LOC070-LOC069-LOC015,IN_TRANSIT,Low,Standard,14.21,2026-07-01T09:57:10.607331,2026-07-01T12:06:10.607331,3.29,MEDIUM,0.423,129,2026-07-01T00:00:00
CURR00865,1ZT63WV3HVCC3RWRQD,LOC074,LOC075,LOC075,RT-LOC074-LOC075,OUT_FOR_DELIVERY,Low,International,30.58,2026-06-29T20:29:05.271547,2026-06-29T22:03:05.271547,3.36,MEDIUM,0.483,94,2026-07-01T00:00:00
CURR00866,1ZKU7A50TNR12B05TC,LOC030,LOC011,LOC021,RT-LOC030-LOC012-LOC018,PROCESSING,High,Standard,4.24,2026-06-30T19:51:30.261733,2026-06-30T20:45:30.261733,3.78,MEDIUM,0.48,54,2026-07-01T00:00:00
CURR00867,1ZID0STP6FJHKR4JSL,LOC043,LOC060,LOC015,RT-LOC043-LOC074-LOC045,DELAYED,Normal,Standard,45.67,2026-06-30T03:26:04.612763,2026-06-30T04:31:04.612763,2.74,LOW,0.338,65,2026-07-01T00:00:00
CURR00868,1Z36LP5TJACS6SKUOK,LOC031,LOC059,LOC012,RT-LOC031-LOC070-LOC016,OUT_FOR_DELIVERY,High,International,43.14,2026-07-01T06:11:16.773961,2026-07-01T08:47:16.773961,4.2,MEDIUM,0.543,156,2026-07-01T00:00:00
CURR00869,1ZDZL7YC4AGU75XOV7,LOC003,LOC023,LOC020,RT-LOC003-LOC007-LOC052,IN_TRANSIT,Normal,Standard,15.12,2026-06-30T05:03:14.621927,2026-06-30T06:35:14.621927,3.17,MEDIUM,0.422,92,2026-07-01T00:00:00
CURR00870,1ZRHT9A2DE3LHE9NUG,LOC041,LOC053,LOC015,RT-LOC041-LOC042-LOC047,IN_TRANSIT,Low,Standard,15.73,2026-07-01T23:09:04.519694,2026-07-02T01:18:04.519694,3.08,MEDIUM,0.439,129,2026-07-01T00:00:00
CURR00871,1Z4GNX86UDF6XZWCC2,LOC071,LOC068,LOC050,RT-LOC071-LOC050-LOC016,DELAYED,Normal,Standard,109.75,2026-06-29T14:40:51.169479,2026-06-29T16:09:51.169479,2.91,LOW,0.419,89,2026-07-01T00:00:00
CURR00872,1ZOIXT3P38IRXWJ50Y,LOC027,LOC018,LOC018,RT-LOC027-LOC063-LOC062,IN_TRANSIT,Critical,Fragile,51.83,2026-06-30T22:30:40.944862,2026-07-01T00:34:40.944862,2.87,LOW,0.415,124,2026-07-01T00:00:00
CURR00873,1Z9XGW9QMHHYHGVJDK,LOC011,LOC015,LOC007,RT-LOC011-LOC056-LOC054,IN_TRANSIT,High,Temperature Sensitive,7.26,2026-07-01T16:22:35.027250,2026-07-01T18:20:35.027250,2.7,LOW,0.421,118,2026-07-01T00:00:00
CURR00874,1Z89UCP4ZZ4CY5H98H,LOC059,LOC042,LOC035,RT-LOC059-LOC005-LOC018,IN_TRANSIT,High,Express,19.89,2026-07-01T18:30:40.271043,2026-07-01T19:12:40.271043,3.61,MEDIUM,0.422,42,2026-07-01T00:00:00
CURR00875,1ZGHQ6N8JG0Q5HJQWZ,LOC035,LOC034,LOC033,RT-LOC035-LOC033-LOC034,IN_TRANSIT,Critical,Express,5.18,2026-06-30T04:52:37.894071,2026-06-30T08:37:37.894071,4.78,MEDIUM,0.83,225,2026-07-01T00:00:00
CURR00876,1ZWPG3KKQETKNI2C9R,LOC067,LOC011,LOC021,RT-LOC067-LOC012-LOC018,DELAYED,High,Standard,16.63,2026-07-01T05:03:10.987173,2026-07-01T07:27:10.987173,4.21,MEDIUM,0.574,144,2026-07-01T00:00:00
CURR00877,1ZYVZU5SYG7DDCBBBP,LOC020,LOC067,LOC018,RT-LOC020-LOC021-LOC004,OUT_FOR_DELIVERY,Critical,Express,7.15,2026-06-30T04:54:24.313389,2026-06-30T07:15:24.313389,4.94,MEDIUM,0.654,141,2026-07-01T00:00:00
CURR00878,1Z5TLAJQKHBS8XFTGZ,LOC008,LOC013,LOC019,RT-LOC008-LOC009-LOC010,IN_TRANSIT,Normal,International,13.06,2026-07-01T04:47:02.193425,2026-07-01T06:50:02.193425,4.47,MEDIUM,0.532,123,2026-07-01T00:00:00
CURR00879,1ZG03ELHW8EI3F3ECO,LOC006,LOC041,LOC038,RT-LOC006-LOC059-LOC005,IN_TRANSIT,Low,Standard,36.06,2026-06-30T05:11:59.555470,2026-06-30T06:06:59.555470,3.99,MEDIUM,0.517,55,2026-07-01T00:00:00
CURR00880,1ZWN0T9MCM2SR8WHD3,LOC061,LOC036,LOC032,RT-LOC061-LOC062-LOC066,OUT_FOR_DELIVERY,Normal,Express,37.19,2026-06-29T17:33:45.215720,2026-06-29T18:42:45.215720,3.77,MEDIUM,0.487,69,2026-07-01T00:00:00
CURR00881,1ZQ0WYCRIFYXEH83A0,LOC004,LOC025,LOC059,RT-LOC004-LOC007-LOC006,IN_TRANSIT,Low,Express,47.57,2026-07-01T10:58:57.876315,2026-07-01T11:47:57.876315,3.26,MEDIUM,0.397,49,2026-07-01T00:00:00
CURR00882,1Z0U9KE8VBF5QQRQE1,LOC021,LOC050,LOC005,RT-LOC021-LOC004-LOC007,PROCESSING,High,Temperature Sensitive,4.09,2026-06-29T12:45:01.751303,2026-06-29T13:14:01.751303,3.29,MEDIUM,0.337,29,2026-07-01T00:00:00
CURR00883,1ZGVXZXNKOTFZFLM7U,LOC044,LOC007,LOC006,RT-LOC044-LOC074-LOC045,IN_TRANSIT,Normal,Express,105.01,2026-06-30T19:56:34.710495,2026-06-30T20:38:34.710495,2.79,LOW,0.297,42,2026-07-01T00:00:00
CURR00884,1ZVDECUDGRFE46D61D,LOC071,LOC016,LOC050,RT-LOC071-LOC050-LOC016,PROCESSING,Normal,Temperature Sensitive,26.62,2026-06-30T22:34:20.022298,2026-07-01T00:18:20.022298,3.54,MEDIUM,0.454,104,2026-07-01T00:00:00
CURR00885,1ZFY61QSNWGZCFZ11H,LOC073,LOC037,LOC037,RT-LOC073-LOC045-LOC038,PROCESSING,High,Standard,40.42,2026-07-01T05:21:07.503277,2026-07-01T05:40:07.503277,2.37,LOW,0.309,19,2026-07-01T00:00:00
CURR00886,1ZQP7NW59GUJZFLUOZ,LOC072,LOC027,LOC016,RT-LOC072-LOC028-LOC050,IN_TRANSIT,Normal,Standard,129.12,2026-06-30T22:45:33.284658,2026-06-30T23:36:33.284658,4.72,MEDIUM,0.601,51,2026-07-01T00:00:00
CURR00887,1Z6PDGD9BFIP13W54O,LOC039,LOC033,LOC035,RT-LOC039-LOC040-LOC038,DELAYED,Normal,Priority,12.4,2026-06-30T19:01:16.840147,2026-06-30T21:10:16.840147,3.18,MEDIUM,0.499,129,2026-07-01T00:00:00
CURR00888,1Z6L6XB9UZD9KIHLG8,LOC014,LOC048,LOC033,RT-LOC014-LOC032-LOC033,IN_TRANSIT,Normal,Priority,53.99,2026-06-29T11:40:59.132930,2026-06-29T15:14:59.132930,4.82,MEDIUM,0.634,214,2026-07-01T00:00:00
CURR00889,1Z3KSPP3GFIBMA0U9W,LOC074,LOC024,LOC016,RT-LOC074-LOC045-LOC015,IN_TRANSIT,Critical,International,98.79,2026-07-01T19:07:47.082179,2026-07-01T21:15:47.082179,3.76,MEDIUM,0.43,128,2026-07-01T00:00:00
CURR00890,1Z8LIZ90K7AV7WBYTZ,LOC059,LOC014,LOC016,RT-LOC059-LOC005-LOC002,PROCESSING,Normal,Standard,14.32,2026-06-29T19:51:09.405216,2026-06-29T20:31:09.405216,3.7,MEDIUM,0.551,40,2026-07-01T00:00:00
CURR00891,1ZE1CPRXVSR0NVRZ11,LOC067,LOC032,LOC065,RT-LOC067-LOC065-LOC032,DELAYED,Critical,Express,30.81,2026-06-30T21:53:07.972931,2026-06-30T22:55:07.972931,2.8,LOW,0.382,62,2026-07-01T00:00:00
CURR00892,1Z7E0AETXL9KJF8J55,LOC032,LOC036,LOC035,RT-LOC032-LOC033-LOC035,IN_TRANSIT,High,Standard,20.48,2026-06-29T12:24:21.593521,2026-06-29T13:22:21.593521,2.43,LOW,0.279,58,2026-07-01T00:00:00
CURR00893,1ZOXT1HVJ4P344KQMA,LOC018,LOC034,LOC032,RT-LOC018-LOC062-LOC066,IN_TRANSIT,Normal,Express,106.59,2026-06-29T17:39:45.334724,2026-06-29T19:30:45.334724,3.54,MEDIUM,0.444,111,2026-07-01T00:00:00
CURR00894,1Z0LODZ6X3KTUXOA0J,LOC071,LOC018,LOC016,RT-LOC071-LOC050-LOC016,IN_TRANSIT,High,Express,1.94,2026-06-29T16:31:30.039207,2026-06-29T17:30:30.039207,3.05,MEDIUM,0.377,59,2026-07-01T00:00:00
CURR00895,1ZQ2VLM1S25BSQ01KZ,LOC055,LOC030,LOC007,RT-LOC055-LOC008-LOC009,IN_TRANSIT,Critical,Express,6.31,2026-06-30T07:40:59.899065,2026-06-30T08:08:59.899065,2.68,LOW,0.316,28,2026-07-01T00:00:00
CURR00896,1ZUU3X2GBSJKPJLV67,LOC013,LOC031,LOC002,RT-LOC013-LOC060-LOC059,IN_TRANSIT,Normal,Fragile,92.83,2026-06-30T15:10:28.696551,2026-06-30T17:22:28.696551,4.21,MEDIUM,0.515,132,2026-07-01T00:00:00
CURR00897,1ZGFU2NZMUPYAW54BQ,LOC030,LOC014,LOC032,RT-LOC030-LOC067-LOC065,IN_TRANSIT,High,Standard,45.97,2026-06-30T17:18:40.221445,2026-06-30T18:49:40.221445,4.84,MEDIUM,0.626,91,2026-07-01T00:00:00
CURR00898,1Z7T7XEV06LR5E3C45,LOC056,LOC022,LOC020,RT-LOC056-LOC054-LOC009,IN_TRANSIT,Critical,Standard,36.21,2026-06-29T05:05:09.233579,2026-06-29T07:09:09.233579,4.39,MEDIUM,0.594,124,2026-07-01T00:00:00
CURR00899,1Z2SPMVESNTCK403WE,LOC022,LOC008,LOC004,RT-LOC022-LOC021-LOC004,IN_TRANSIT,Normal,Fragile,27.88,2026-06-30T04:03:09.767819,2026-06-30T05:16:09.767819,4.1,MEDIUM,0.528,73,2026-07-01T00:00:00
CURR00900,1ZNJJMNAI61B3GJKK4,LOC051,LOC035,LOC030,RT-LOC051-LOC028-LOC050,IN_TRANSIT,Normal,Priority,8.89,2026-06-30T11:22:37.873521,2026-06-30T13:06:37.873521,3.6,MEDIUM,0.441,104,2026-07-01T00:00:00
CURR00901,1ZW2ULE2SY3CZWT5ID,LOC010,LOC071,LOC029,RT-LOC010-LOC020-LOC021,IN_TRANSIT,Normal,Fragile,10.02,2026-07-01T12:23:34.944511,2026-07-01T15:54:34.944511,3.53,MEDIUM,0.611,211,2026-07-01T00:00:00
CURR00902,1ZBV4LG5UHJHXS81HC,LOC062,LOC054,LOC022,RT-LOC062-LOC018-LOC019,IN_TRANSIT,High,Standard,167.25,2026-06-30T01:27:45.338851,2026-06-30T03:51:45.338851,4.67,MEDIUM,0.592,144,2026-07-01T00:00:00
CURR00903,1ZQCN5F0XJMXJDX6P4,LOC038,LOC045,LOC045,RT-LOC038-LOC045,DELAYED,Normal,Standard,18.53,2026-06-29T11:49:57.096724,2026-06-29T12:24:57.096724,4.1,MEDIUM,0.57,35,2026-07-01T00:00:00
CURR00904,1ZF1YXQMAC1RD8NKQB,LOC075,LOC049,LOC015,RT-LOC075-LOC044-LOC074,IN_TRANSIT,Critical,Express,25.59,2026-06-29T12:21:31.105860,2026-06-29T13:53:31.105860,3.57,MEDIUM,0.414,92,2026-07-01T00:00:00
CURR00905,1Z7KIUHQGJTZMG0IOI,LOC009,LOC039,LOC066,RT-LOC009-LOC010-LOC020,OUT_FOR_DELIVERY,Normal,Express,57.12,2026-07-01T18:52:37.242842,2026-07-01T19:55:37.242842,4.33,MEDIUM,0.592,63,2026-07-01T00:00:00
CURR00906,1ZO0CS2RVG9QXDGVN1,LOC038,LOC012,LOC030,RT-LOC038-LOC045-LOC015,IN_TRANSIT,Normal,Standard,36.69,2026-07-01T04:27:30.785592,2026-07-01T05:31:30.785592,3.17,MEDIUM,0.457,64,2026-07-01T00:00:00
CURR00907,1ZDI19TMLYKCA5PY0D,LOC006,LOC034,LOC032,RT-LOC006-LOC059-LOC005,PROCESSING,Low,Standard,225.93,2026-06-29T19:02:18.822764,2026-06-29T19:37:18.822764,3.6,MEDIUM,0.476,35,2026-07-01T00:00:00
CURR00908,1ZXZS9X6RXK2PLKWJG,LOC021,LOC047,LOC066,RT-LOC021-LOC020-LOC023,DELAYED,Critical,Standard,16.78,2026-06-30T21:06:57.632373,2026-06-30T22:39:57.632373,3.02,MEDIUM,0.399,93,2026-07-01T00:00:00
CURR00909,1ZB4FPJPB1YANZBKCU,LOC038,LOC006,LOC030,RT-LOC038-LOC045-LOC015,IN_TRANSIT,Normal,Priority,71.01,2026-06-30T23:42:55.769071,2026-07-01T00:40:55.769071,3.61,MEDIUM,0.499,58,2026-07-01T00:00:00
CURR00910,1ZU92REXNNV4AQ6117,LOC049,LOC009,LOC051,RT-LOC049-LOC050-LOC051,DELAYED,High,Express,28.61,2026-07-01T11:56:12.444132,2026-07-01T12:28:12.444132,4.0,MEDIUM,0.558,32,2026-07-01T00:00:00
CURR00911,1ZMTH5DKVY0U0BU47Y,LOC071,LOC026,LOC030,RT-LOC071-LOC050-LOC016,PROCESSING,Normal,Priority,47.48,2026-06-30T07:11:31.264780,2026-06-30T08:27:31.264780,3.83,MEDIUM,0.456,76,2026-07-01T00:00:00
CURR00912,1Z3H3HAPYU7RT4GYPU,LOC031,LOC053,LOC030,RT-LOC031-LOC070-LOC016,DELAYED,Normal,Standard,5.07,2026-07-01T12:31:02.702981,2026-07-01T13:39:02.702981,4.06,MEDIUM,0.506,68,2026-07-01T00:00:00
CURR00913,1ZZ322CIVUTGZFZ0E1,LOC059,LOC025,LOC024,RT-LOC059-LOC060-LOC013,IN_TRANSIT,Normal,Express,30.63,2026-06-30T08:32:40.450223,2026-06-30T09:44:40.450223,3.96,MEDIUM,0.488,72,2026-07-01T00:00:00
CURR00914,1ZR1JBHK2MZ8DSIGUV,LOC061,LOC036,LOC066,RT-LOC061-LOC062-LOC066,IN_TRANSIT,Critical,Standard,29.92,2026-06-30T05:11:53.633976,2026-06-30T05:57:53.633976,3.15,MEDIUM,0.462,46,2026-07-01T00:00:00
CURR00915,1ZBKGSPSWT6VZLKVQI,LOC028,LOC048,LOC067,RT-LOC028-LOC050-LOC016,IN_TRANSIT,Normal,Standard,69.27,2026-07-01T02:43:25.827877,2026-07-01T03:42:25.827877,3.84,MEDIUM,0.522,59,2026-07-01T00:00:00
CURR00916,1ZLBQ8U5AOIO4KV8WW,LOC032,LOC038,LOC035,RT-LOC032-LOC033-LOC035,DELAYED,Critical,Standard,46.92,2026-06-30T14:54:36.915800,2026-06-30T16:26:36.915800,3.56,MEDIUM,0.475,92,2026-07-01T00:00:00
CURR00917,1Z47IVKSUPMFZVVERZ,LOC063,LOC055,LOC003,RT-LOC063-LOC061-LOC060,IN_TRANSIT,Normal,International,29.76,2026-06-29T23:56:50.973100,2026-06-30T01:36:50.973100,4.21,MEDIUM,0.616,100,2026-07-01T00:00:00
CURR00918,1Z96U4SUS5MF7NXSZM,LOC039,LOC073,LOC045,RT-LOC039-LOC040-LOC038,DELAYED,Critical,Standard,129.47,2026-07-01T13:12:06.371068,2026-07-01T14:09:06.371068,3.34,MEDIUM,0.405,57,2026-07-01T00:00:00
CURR00919,1ZUQYKQ7BUX0LAD4VG,LOC038,LOC070,LOC069,RT-LOC038-LOC045-LOC015,IN_TRANSIT,High,International,6.71,2026-06-29T12:31:44.871912,2026-06-29T15:48:44.871912,4.4,MEDIUM,0.613,197,2026-07-01T00:00:00
CURR00920,1Z0086IZB0QD1A8HJR,LOC002,LOC055,LOC009,RT-LOC002-LOC006-LOC003,PROCESSING,High,Standard,11.38,2026-06-30T11:35:14.955168,2026-06-30T12:51:14.955168,4.5,MEDIUM,0.615,76,2026-07-01T00:00:00
CURR00921,1ZTVNOBGGIJIW05NCT,LOC054,LOC006,LOC021,RT-LOC054-LOC009-LOC010,DELAYED,Critical,Standard,42.12,2026-06-30T18:15:50.349163,2026-06-30T20:19:50.349163,4.94,MEDIUM,0.665,124,2026-07-01T00:00:00
CURR00922,1ZT1TRPUPM7R31NAST,LOC021,LOC073,LOC002,RT-LOC021-LOC004-LOC007,PROCESSING,Low,Express,4.48,2026-07-01T14:08:23.041271,2026-07-01T16:39:23.041271,5.2,HIGH,0.694,151,2026-07-01T00:00:00
CURR00923,1ZHFPKGFQW3N3JGDT6,LOC067,LOC031,LOC068,RT-LOC067-LOC068-LOC070,IN_TRANSIT,Critical,International,8.95,2026-07-01T01:59:48.754054,2026-07-01T02:56:48.754054,3.89,MEDIUM,0.499,57,2026-07-01T00:00:00
CURR00924,1ZITQNCQ6ZV67LME1P,LOC047,LOC050,LOC069,RT-LOC047-LOC038-LOC045,PROCESSING,Normal,Temperature Sensitive,256.39,2026-06-30T15:37:26.561755,2026-06-30T16:23:26.561755,2.97,LOW,0.324,46,2026-07-01T00:00:00
CURR00925,1ZMOBJHKSLW6OH6BJA,LOC006,LOC061,LOC005,RT-LOC006-LOC059-LOC005,IN_TRANSIT,High,Temperature Sensitive,4.8,2026-06-29T22:04:17.435885,2026-06-29T23:05:17.435885,3.8,MEDIUM,0.475,61,2026-07-01T00:00:00
CURR00926,1ZMO1TOAY0XQZY0SVG,LOC042,LOC006,LOC016,RT-LOC042-LOC047-LOC038,IN_TRANSIT,High,Standard,34.98,2026-06-30T14:42:55.733614,2026-06-30T15:22:55.733614,2.42,LOW,0.281,40,2026-07-01T00:00:00
CURR00927,1ZU0K31OEFPBNL2W36,LOC014,LOC052,LOC018,RT-LOC014-LOC032-LOC065,PROCESSING,Normal,International,17.14,2026-07-01T09:44:09.242241,2026-07-01T10:42:09.242241,3.55,MEDIUM,0.442,58,2026-07-01T00:00:00
CURR00928,1ZGA41UJ5MLOQJSS4Q,LOC016,LOC068,LOC068,RT-LOC016-LOC068,OUT_FOR_DELIVERY,High,Standard,61.57,2026-06-30T11:13:13.130895,2026-06-30T13:25:13.130895,3.98,MEDIUM,0.537,132,2026-07-01T00:00:00
CURR00929,1ZKV3QXAQI7HGOA07C,LOC052,LOC041,LOC038,RT-LOC052-LOC007-LOC006,IN_TRANSIT,Normal,Priority,87.37,2026-07-01T08:57:21.168832,2026-07-01T10:31:21.168832,4.38,MEDIUM,0.534,94,2026-07-01T00:00:00
CURR00930,1ZG9I6JEONLT3U7F6K,LOC043,LOC023,LOC012,RT-LOC043-LOC074-LOC045,IN_TRANSIT,Low,Standard,29.46,2026-06-30T11:25:28.103589,2026-06-30T13:23:28.103589,3.28,MEDIUM,0.509,118,2026-07-01T00:00:00
CURR00931,1ZFFBBE5EJFZSNF38J,LOC047,LOC054,LOC069,RT-LOC047-LOC038-LOC045,DELAYED,Normal,Priority,44.29,2026-07-01T03:12:07.249906,2026-07-01T04:27:07.249906,4.21,MEDIUM,0.539,75,2026-07-01T00:00:00
CURR00932,1Z7IRBLUX78D0QHAPO,LOC034,LOC069,LOC014,RT-LOC034-LOC033-LOC014,IN_TRANSIT,Normal,Fragile,49.69,2026-06-29T11:44:25.771517,2026-06-29T13:36:25.771517,4.22,MEDIUM,0.446,112,2026-07-01T00:00:00
CURR00933,1ZY2QS5HQOT87HKDIP,LOC046,LOC043,LOC043,RT-LOC046-LOC043,OUT_FOR_DELIVERY,Normal,Standard,44.5,2026-06-30T10:04:59.245641,2026-06-30T10:54:59.245641,2.06,LOW,0.286,50,2026-07-01T00:00:00
CURR00934,1ZTM7XX9R8YUBI622F,LOC012,LOC055,LOC021,RT-LOC012-LOC018-LOC019,IN_TRANSIT,Normal,Standard,224.49,2026-06-30T03:13:21.053651,2026-06-30T07:03:21.053651,5.01,HIGH,0.794,230,2026-07-01T00:00:00
CURR00935,1ZM552CQG88MLJ5BXM,LOC024,LOC012,LOC027,RT-LOC024-LOC027-LOC063,PROCESSING,Normal,Express,84.86,2026-06-30T06:42:55.870783,2026-06-30T08:29:55.870783,4.1,MEDIUM,0.565,107,2026-07-01T00:00:00
