transport_id,flight_number,origin_location_id,destination_location_id,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,delay_minutes,status,weather_impact,airport_congestion
TR00921,UA8177,LOC036,LOC024,2026-05-02T04:05:58,2026-05-02T04:57:58,2026-05-02T06:50:48.723188,2026-05-02T07:42:48.723188,52,DELAYED,0.04,0.98
TR00922,UA2319,LOC012,LOC022,2025-11-16T12:09:16,2025-11-16T21:11:16,2025-11-16T14:51:50.338390,2025-11-16T23:53:50.338390,542,CANCELLED,0.39,0.69
TR00923,UA7984,LOC022,LOC072,2024-07-29T20:03:17,2024-07-29T23:10:17,2024-07-29T22:45:03.660115,2024-07-30T01:52:03.660115,187,DELAYED,0.37,0.28
TR00924,UA5535,LOC055,LOC019,2024-12-08T21:29:28,2024-12-08T21:29:28,2024-12-08T23:58:43.801967,2024-12-08T23:58:43.801967,0,BOARDING,0.78,0.8
TR00925,UA9214,LOC068,LOC065,2024-11-29T06:23:51,2024-11-29T06:23:51,2024-11-29T12:11:07.583934,2024-11-29T12:11:07.583934,0,BOARDING,0.23,0.87
TR00926,UA7616,LOC055,LOC022,2024-12-05T09:10:08,2024-12-05T10:57:08,2024-12-05T14:21:04.456659,2024-12-05T16:08:04.456659,107,DELAYED,0.23,0.87
TR00927,UA548,LOC031,LOC072,2025-07-30T03:17:46,2025-07-30T03:17:46,2025-07-30T09:22:39.896494,2025-07-30T09:22:39.896494,0,IN_TRANSIT,0.14,0.23
TR00928,UA8624,LOC028,LOC019,2024-05-30T11:03:37,2024-05-30T11:03:37,2024-05-30T13:31:13.752587,2024-05-30T13:31:13.752587,0,ON_TIME,0.04,0.3
TR00929,UA3716,LOC024,LOC008,2024-02-26T21:08:18,2024-02-26T23:16:18,2024-02-27T04:24:14.523727,2024-02-27T06:32:14.523727,128,DELAYED,0.68,0.36
TR00930,UA2663,LOC008,LOC012,2025-02-02T09:23:34,2025-02-02T09:23:34,2025-02-02T16:51:36.477308,2025-02-02T16:51:36.477308,0,BOARDING,0.51,0.66
TR00931,UA891,LOC035,LOC038,2024-01-19T04:07:35,2024-01-19T05:02:35,2024-01-19T06:31:40.691077,2024-01-19T07:26:40.691077,55,DELAYED,0.72,0.74
TR00932,UA275,LOC024,LOC019,2025-09-27T13:46:37,2025-09-27T14:37:37,2025-09-27T21:23:38.300013,2025-09-27T22:14:38.300013,51,DELAYED,0.52,0.64
TR00933,UA9282,LOC058,LOC016,2024-07-05T20:16:07,2024-07-06T00:12:07,2024-07-05T23:27:33.528025,2024-07-06T03:23:33.528025,236,DELAYED,0.62,0.5
TR00934,UA5028,LOC065,LOC031,2025-03-11T14:28:32,2025-03-11T14:28:32,2025-03-11T16:26:34.236058,2025-03-11T16:26:34.236058,0,IN_TRANSIT,0.19,0.79
TR00935,UA3445,LOC014,LOC024,2025-11-29T19:08:04,2025-11-30T04:22:04,2025-11-29T20:57:53.372887,2025-11-30T06:11:53.372887,554,CANCELLED,0.57,0.7
TR00936,UA278,LOC016,LOC031,2024-11-20T19:13:58,2024-11-20T19:13:58,2024-11-20T22:56:50.168928,2024-11-20T22:56:50.168928,0,IN_TRANSIT,0.71,0.06
TR00937,UA4306,LOC031,LOC061,2024-05-25T05:17:50,2024-05-25T09:40:50,2024-05-25T12:15:18.581636,2024-05-25T16:38:18.581636,263,DELAYED,0.83,0.5
TR00938,UA1467,LOC072,LOC014,2025-06-13T10:28:38,2025-06-13T10:28:38,2025-06-13T16:12:32.995834,2025-06-13T16:12:32.995834,0,COMPLETED,0.75,0.39
TR00939,UA3830,LOC065,LOC014,2025-01-02T17:10:12,2025-01-02T17:10:12,2025-01-02T18:13:19.344836,2025-01-02T18:13:19.344836,0,COMPLETED,0.59,0.5
TR00940,UA4120,LOC052,LOC061,2024-07-03T12:24:21,2024-07-03T12:24:21,2024-07-03T18:54:46.804641,2024-07-03T18:54:46.804641,0,IN_TRANSIT,0.4,0.58
TR00941,UA4694,LOC072,LOC050,2024-05-25T06:18:40,2024-05-25T06:18:40,2024-05-25T12:32:23.694658,2024-05-25T12:32:23.694658,0,COMPLETED,0.03,0.62
TR00942,UA5766,LOC031,LOC035,2025-01-23T20:28:55,2025-01-23T20:28:55,2025-01-24T00:50:07.205850,2025-01-24T00:50:07.205850,0,ON_TIME,0.17,0.99
TR00943,UA355,LOC058,LOC036,2026-04-14T00:45:01,2026-04-14T03:45:01,2026-04-14T02:25:49.857837,2026-04-14T05:25:49.857837,180,DELAYED,0.62,0.83
TR00944,UA9195,LOC008,LOC065,2025-01-09T16:57:38,2025-01-09T20:00:38,2025-01-09T20:12:34.425385,2025-01-09T23:15:34.425385,183,DELAYED,0.27,0.42
TR00945,UA5788,LOC013,LOC068,2024-03-09T14:47:51,2024-03-09T14:47:51,2024-03-09T22:10:50.098342,2024-03-09T22:10:50.098342,0,COMPLETED,0.16,0.57
TR00946,UA4450,LOC065,LOC016,2026-01-09T11:01:51,2026-01-09T11:58:51,2026-01-09T18:54:14.939431,2026-01-09T19:51:14.939431,57,DELAYED,0.38,0.56
TR00947,UA5511,LOC022,LOC013,2025-03-06T10:20:49,2025-03-06T13:20:49,2025-03-06T11:29:11.009105,2025-03-06T14:29:11.009105,180,DELAYED,0.65,0.99
TR00948,UA1707,LOC052,LOC022,2026-04-20T12:44:36,2026-04-20T12:44:36,2026-04-20T18:57:22.915935,2026-04-20T18:57:22.915935,0,IN_TRANSIT,0.14,0.98
TR00949,UA8360,LOC024,LOC065,2024-09-16T11:37:04,2024-09-16T13:32:04,2024-09-16T18:10:26.731824,2024-09-16T20:05:26.731824,115,DELAYED,0.96,0.29
TR00950,UA1230,LOC013,LOC014,2024-01-10T20:59:28,2024-01-10T20:59:28,2024-01-11T02:06:50.315489,2024-01-11T02:06:50.315489,0,COMPLETED,0.43,0.9
TR00951,UA880,LOC065,LOC035,2026-01-30T11:43:34,2026-01-30T12:35:34,2026-01-30T16:19:26.571565,2026-01-30T17:11:26.571565,52,DELAYED,0.69,0.18
TR00952,UA9428,LOC052,LOC008,2024-12-02T02:25:52,2024-12-02T06:28:52,2024-12-02T07:37:33.988852,2024-12-02T11:40:33.988852,243,DELAYED,0.52,0.89
TR00953,UA4530,LOC052,LOC038,2025-10-01T17:21:07,2025-10-01T20:29:07,2025-10-01T20:16:20.007439,2025-10-01T23:24:20.007439,188,DELAYED,0.95,0.93
TR00954,UA1045,LOC052,LOC035,2025-05-28T19:02:03,2025-05-28T19:02:03,2025-05-28T22:28:29.498341,2025-05-28T22:28:29.498341,0,COMPLETED,0.1,0.19
TR00955,UA9117,LOC016,LOC018,2024-06-04T11:45:28,2024-06-04T15:38:28,2024-06-04T15:24:58.601304,2024-06-04T19:17:58.601304,233,DELAYED,0.62,0.92
TR00956,UA5531,LOC019,LOC035,2024-05-17T19:21:19,2024-05-17T19:21:19,2024-05-18T02:46:42.692713,2024-05-18T02:46:42.692713,0,IN_TRANSIT,1.0,0.67
TR00957,UA3361,LOC016,LOC068,2026-02-21T11:18:50,2026-02-21T11:18:50,2026-02-21T14:12:47.451269,2026-02-21T14:12:47.451269,0,ON_TIME,0.06,0.12
TR00958,UA6139,LOC012,LOC016,2026-06-24T11:18:43,2026-06-24T12:04:43,2026-06-24T15:42:36.342856,2026-06-24T16:28:36.342856,46,DELAYED,0.52,0.52
TR00959,UA9346,LOC031,LOC018,2024-12-22T06:00:47,2024-12-22T06:00:47,2024-12-22T12:49:47.901074,2024-12-22T12:49:47.901074,0,COMPLETED,0.26,0.58
TR00960,UA4446,LOC061,LOC052,2026-06-13T06:42:43,2026-06-13T09:34:43,2026-06-13T14:13:29.523443,2026-06-13T17:05:29.523443,172,DELAYED,0.56,0.12
TR00961,UA4249,LOC035,LOC008,2025-03-07T08:17:11,2025-03-07T09:52:11,2025-03-07T13:17:43.763453,2025-03-07T14:52:43.763453,95,DELAYED,0.9,0.64
TR00962,UA211,LOC019,LOC052,2024-01-01T03:27:50,2024-01-01T03:27:50,2024-01-01T09:30:45.368829,2024-01-01T09:30:45.368829,0,ON_TIME,0.14,0.53
TR00963,UA2464,LOC017,LOC028,2025-10-25T11:39:18,2025-10-25T12:19:18,2025-10-25T17:30:32.731476,2025-10-25T18:10:32.731476,40,DELAYED,0.16,0.19
TR00964,UA4046,LOC035,LOC068,2025-06-26T02:07:38,2025-06-26T02:07:38,2025-06-26T03:08:30.521465,2025-06-26T03:08:30.521465,0,ON_TIME,0.02,0.57
TR00965,UA990,LOC050,LOC072,2025-07-08T10:11:03,2025-07-08T12:23:03,2025-07-08T15:46:32.831695,2025-07-08T17:58:32.831695,132,DELAYED,0.0,0.16
TR00966,UA9536,LOC019,LOC013,2025-12-03T17:02:48,2025-12-03T17:02:48,2025-12-03T23:09:35.266226,2025-12-03T23:09:35.266226,0,IN_TRANSIT,0.69,0.07
TR00967,UA177,LOC058,LOC052,2026-05-14T03:52:38,2026-05-14T03:52:38,2026-05-14T09:56:18.602305,2026-05-14T09:56:18.602305,0,IN_TRANSIT,0.08,0.1
TR00968,UA9462,LOC022,LOC058,2024-09-12T05:20:15,2024-09-12T05:20:15,2024-09-12T06:59:19.403905,2024-09-12T06:59:19.403905,0,BOARDING,0.85,0.9
TR00969,UA7976,LOC017,LOC018,2024-02-11T18:52:52,2024-02-11T18:52:52,2024-02-12T02:43:53.150343,2024-02-12T02:43:53.150343,0,BOARDING,0.67,0.64
TR00970,UA4760,LOC017,LOC055,2024-05-31T11:28:48,2024-05-31T15:09:48,2024-05-31T18:00:04.307057,2024-05-31T21:41:04.307057,221,DELAYED,0.69,0.6
TR00971,UA4470,LOC052,LOC061,2026-06-07T02:40:42,2026-06-07T07:27:42,2026-06-07T04:21:21.300251,2026-06-07T09:08:21.300251,287,DELAYED,0.62,0.76
TR00972,UA9385,LOC035,LOC031,2024-02-03T04:24:38,2024-02-03T17:44:38,2024-02-03T05:56:27.262855,2024-02-03T19:16:27.262855,800,CANCELLED,0.49,0.44
TR00973,UA3031,LOC028,LOC022,2025-03-03T14:21:34,2025-03-03T17:10:34,2025-03-03T20:39:51.820790,2025-03-03T23:28:51.820790,169,DELAYED,0.89,0.75
TR00974,UA5042,LOC055,LOC014,2024-10-26T02:35:02,2024-10-26T04:45:02,2024-10-26T06:45:20.077431,2024-10-26T08:55:20.077431,130,DELAYED,0.22,0.51
TR00975,UA4598,LOC065,LOC058,2024-09-24T07:10:06,2024-09-24T07:10:06,2024-09-24T11:03:57.339364,2024-09-24T11:03:57.339364,0,BOARDING,0.52,0.1
TR00976,UA7989,LOC014,LOC019,2024-08-31T19:40:31,2024-08-31T19:40:31,2024-09-01T02:45:01.676068,2024-09-01T02:45:01.676068,0,COMPLETED,0.85,0.41
TR00977,UA6541,LOC018,LOC036,2024-12-29T20:20:16,2024-12-29T20:20:16,2024-12-29T22:48:20.463529,2024-12-29T22:48:20.463529,0,COMPLETED,0.99,0.25
TR00978,UA2396,LOC072,LOC028,2024-03-11T05:20:00,2024-03-11T08:52:00,2024-03-11T12:01:23.029973,2024-03-11T15:33:23.029973,212,DELAYED,0.32,0.99
TR00979,UA981,LOC068,LOC031,2024-10-05T16:12:08,2024-10-05T20:17:08,2024-10-05T18:12:39.638305,2024-10-05T22:17:39.638305,245,DELAYED,0.86,0.9
TR00980,UA9130,LOC022,LOC028,2024-10-31T06:02:34,2024-10-31T06:02:34,2024-10-31T07:39:27.675275,2024-10-31T07:39:27.675275,0,COMPLETED,0.02,0.36
TR00981,UA9811,LOC019,LOC013,2024-11-20T18:43:44,2024-11-20T22:12:44,2024-11-20T20:45:31.750648,2024-11-21T00:14:31.750648,209,DELAYED,0.88,0.95
TR00982,UA9058,LOC017,LOC055,2024-11-03T00:43:38,2024-11-03T00:43:38,2024-11-03T06:20:00.069146,2024-11-03T06:20:00.069146,0,BOARDING,0.41,0.22
TR00983,UA1694,LOC028,LOC016,2024-07-25T00:44:11,2024-07-25T04:05:11,2024-07-25T01:54:05.711399,2024-07-25T05:15:05.711399,201,DELAYED,0.82,0.53
TR00984,UA7052,LOC068,LOC022,2025-04-03T06:23:45,2025-04-03T07:46:45,2025-04-03T13:36:09.022411,2025-04-03T14:59:09.022411,83,DELAYED,0.64,0.55
TR00985,UA2842,LOC028,LOC017,2025-12-16T21:55:27,2025-12-16T21:55:27,2025-12-17T04:00:21.562651,2025-12-17T04:00:21.562651,0,BOARDING,0.38,0.26
TR00986,UA3930,LOC058,LOC024,2024-04-05T04:30:12,2024-04-05T04:30:12,2024-04-05T11:40:14.850127,2024-04-05T11:40:14.850127,0,BOARDING,0.23,0.58
TR00987,UA5503,LOC031,LOC055,2025-11-29T05:20:41,2025-11-29T05:20:41,2025-11-29T06:57:20.127210,2025-11-29T06:57:20.127210,0,ON_TIME,0.05,0.32
TR00988,UA1702,LOC028,LOC072,2024-12-16T11:54:58,2024-12-16T13:09:58,2024-12-16T17:23:55.070873,2024-12-16T18:38:55.070873,75,DELAYED,0.59,0.56
TR00989,UA8710,LOC036,LOC018,2024-07-27T23:05:03,2024-07-27T23:05:03,2024-07-28T01:14:39.135788,2024-07-28T01:14:39.135788,0,IN_TRANSIT,0.17,0.76
TR00990,UA6440,LOC038,LOC036,2024-02-18T22:03:57,2024-02-19T02:37:57,2024-02-19T00:34:59.553074,2024-02-19T05:08:59.553074,274,DELAYED,0.67,0.09
TR00991,UA7026,LOC072,LOC052,2024-07-02T02:44:39,2024-07-02T02:44:39,2024-07-02T07:25:12.385476,2024-07-02T07:25:12.385476,0,BOARDING,0.33,0.31
TR00992,UA143,LOC061,LOC019,2024-11-13T03:46:15,2024-11-13T03:46:15,2024-11-13T10:29:35.155312,2024-11-13T10:29:35.155312,0,COMPLETED,0.3,0.13
TR00993,UA3801,LOC050,LOC028,2025-07-23T13:25:11,2025-07-23T13:25:11,2025-07-23T19:08:59.058916,2025-07-23T19:08:59.058916,0,ON_TIME,0.17,0.52
TR00994,UA417,LOC038,LOC019,2025-04-10T09:39:37,2025-04-10T09:39:37,2025-04-10T15:14:40.707253,2025-04-10T15:14:40.707253,0,BOARDING,0.91,0.22
TR00995,UA2421,LOC018,LOC024,2025-11-01T19:30:38,2025-11-01T19:30:38,2025-11-02T02:08:48.076558,2025-11-02T02:08:48.076558,0,ON_TIME,0.58,0.52
TR00996,UA8487,LOC008,LOC065,2024-08-27T02:54:24,2024-08-27T02:54:24,2024-08-27T06:23:47.970333,2024-08-27T06:23:47.970333,0,BOARDING,0.19,0.67
TR00997,UA6049,LOC014,LOC068,2024-04-08T06:48:04,2024-04-08T10:08:04,2024-04-08T14:22:54.228166,2024-04-08T17:42:54.228166,200,DELAYED,0.73,0.17
TR00998,UA3408,LOC068,LOC052,2024-09-04T02:31:02,2024-09-04T02:31:02,2024-09-04T05:35:15.137608,2024-09-04T05:35:15.137608,0,ON_TIME,0.43,0.56
TR00999,UA6240,LOC065,LOC017,2026-01-05T21:56:11,2026-01-05T21:56:11,2026-01-06T03:45:58.973319,2026-01-06T03:45:58.973319,0,COMPLETED,0.13,0.06
TR01000,UA5933,LOC035,LOC036,2025-08-10T08:04:23,2025-08-10T12:23:23,2025-08-10T09:57:52.148497,2025-08-10T14:16:52.148497,259,DELAYED,0.24,1.0
TR01001,UA2120,LOC055,LOC031,2024-01-12T20:11:54,2024-01-12T20:11:54,2024-01-12T23:11:00.556139,2024-01-12T23:11:00.556139,0,COMPLETED,0.02,0.98
TR01002,UA5935,LOC013,LOC031,2024-09-23T05:19:43,2024-09-23T05:19:43,2024-09-23T09:54:47.875330,2024-09-23T09:54:47.875330,0,COMPLETED,0.07,0.52
TR01003,UA1368,LOC035,LOC013,2025-08-04T19:42:03,2025-08-04T19:42:03,2025-08-04T21:28:27.272130,2025-08-04T21:28:27.272130,0,COMPLETED,0.5,0.86
TR01004,UA8584,LOC024,LOC019,2024-02-24T13:43:22,2024-02-24T13:43:22,2024-02-24T17:47:21.156411,2024-02-24T17:47:21.156411,0,BOARDING,0.02,0.12
TR01005,UA2070,LOC031,LOC038,2026-04-08T00:47:10,2026-04-08T02:19:10,2026-04-08T07:22:02.319857,2026-04-08T08:54:02.319857,92,DELAYED,0.92,1.0
TR01006,UA182,LOC018,LOC012,2024-09-29T00:02:32,2024-09-29T00:02:32,2024-09-29T02:21:15.659382,2024-09-29T02:21:15.659382,0,ON_TIME,0.15,0.37
TR01007,UA5803,LOC013,LOC072,2025-10-15T00:01:55,2025-10-15T03:52:55,2025-10-15T01:31:14.923295,2025-10-15T05:22:14.923295,231,DELAYED,0.93,0.03
TR01008,UA8518,LOC018,LOC038,2024-06-17T14:05:01,2024-06-17T17:31:01,2024-06-17T20:28:36.306219,2024-06-17T23:54:36.306219,206,DELAYED,0.74,0.86
TR01009,UA221,LOC055,LOC058,2024-05-11T18:35:28,2024-05-12T12:14:28,2024-05-12T01:42:37.461394,2024-05-12T19:21:37.461394,1059,CANCELLED,0.17,0.2
TR01010,UA2675,LOC014,LOC068,2024-09-01T17:18:19,2024-09-01T17:18:19,2024-09-01T22:16:57.475263,2024-09-01T22:16:57.475263,0,COMPLETED,0.02,0.37
TR01011,UA7342,LOC017,LOC022,2024-11-24T23:55:25,2024-11-24T23:55:25,2024-11-25T05:50:09.887538,2024-11-25T05:50:09.887538,0,BOARDING,0.51,0.9
TR01012,UA5485,LOC012,LOC052,2024-04-23T17:34:46,2024-04-23T17:34:46,2024-04-23T21:37:42.467710,2024-04-23T21:37:42.467710,0,IN_TRANSIT,0.49,0.65
TR01013,UA3580,LOC012,LOC017,2024-08-26T19:49:53,2024-08-26T19:49:53,2024-08-26T23:01:28.192340,2024-08-26T23:01:28.192340,0,ON_TIME,0.35,0.37
TR01014,UA9561,LOC018,LOC072,2025-10-06T18:17:29,2025-10-06T20:21:29,2025-10-06T20:00:36.068588,2025-10-06T22:04:36.068588,124,DELAYED,0.3,0.5
TR01015,UA5419,LOC014,LOC024,2024-06-17T10:55:33,2024-06-17T10:55:33,2024-06-17T18:20:54.051104,2024-06-17T18:20:54.051104,0,ON_TIME,0.4,0.99
TR01016,UA6741,LOC052,LOC014,2025-11-06T03:45:02,2025-11-06T04:36:02,2025-11-06T06:39:16.000987,2025-11-06T07:30:16.000987,51,DELAYED,0.11,0.4
TR01017,UA2448,LOC019,LOC008,2024-12-22T03:19:30,2024-12-22T03:19:30,2024-12-22T08:14:51.368226,2024-12-22T08:14:51.368226,0,COMPLETED,0.24,0.23
TR01018,UA6590,LOC072,LOC058,2024-09-15T03:58:54,2024-09-15T03:58:54,2024-09-15T05:15:24.882155,2024-09-15T05:15:24.882155,0,IN_TRANSIT,0.91,0.65
TR01019,UA9036,LOC058,LOC008,2025-02-17T10:25:19,2025-02-17T13:58:19,2025-02-17T12:15:56.701197,2025-02-17T15:48:56.701197,213,DELAYED,0.59,0.49
TR01020,UA3594,LOC072,LOC035,2026-03-19T04:46:05,2026-03-19T04:46:05,2026-03-19T10:59:13.045529,2026-03-19T10:59:13.045529,0,BOARDING,0.61,0.87
TR01021,UA2718,LOC017,LOC018,2026-05-12T03:48:00,2026-05-12T08:47:00,2026-05-12T05:28:11.751728,2026-05-12T10:27:11.751728,299,DELAYED,0.98,0.56
TR01022,UA8277,LOC035,LOC024,2026-04-04T16:06:41,2026-04-04T16:06:41,2026-04-04T17:54:00.901693,2026-04-04T17:54:00.901693,0,ON_TIME,0.6,0.83
TR01023,UA7496,LOC024,LOC068,2026-06-28T17:30:48,2026-06-28T20:10:48,2026-06-28T23:44:49.140227,2026-06-29T02:24:49.140227,160,DELAYED,0.38,0.5
TR01024,UA6585,LOC068,LOC024,2025-05-27T17:07:45,2025-05-27T17:07:45,2025-05-27T21:02:11.778623,2025-05-27T21:02:11.778623,0,BOARDING,0.61,0.97
TR01025,UA633,LOC014,LOC012,2025-12-04T19:07:14,2025-12-04T21:50:14,2025-12-05T01:40:20.136191,2025-12-05T04:23:20.136191,163,DELAYED,0.62,0.46
TR01026,UA2303,LOC024,LOC072,2024-09-01T12:11:28,2024-09-01T16:19:28,2024-09-01T16:13:48.053888,2024-09-01T20:21:48.053888,248,DELAYED,0.22,0.89
TR01027,UA1436,LOC018,LOC072,2026-04-07T18:00:18,2026-04-07T18:00:18,2026-04-07T20:32:26.272156,2026-04-07T20:32:26.272156,0,BOARDING,0.07,0.59
TR01028,UA372,LOC018,LOC072,2026-05-31T06:14:21,2026-05-31T09:29:21,2026-05-31T10:38:59.836789,2026-05-31T13:53:59.836789,195,DELAYED,0.76,0.65
TR01029,UA1868,LOC012,LOC052,2024-11-30T21:41:15,2024-11-30T23:29:15,2024-11-30T23:23:28.418926,2024-12-01T01:11:28.418926,108,DELAYED,0.06,0.46
TR01030,UA4377,LOC031,LOC018,2025-11-28T14:07:01,2025-11-28T14:07:01,2025-11-28T17:07:02.057516,2025-11-28T17:07:02.057516,0,BOARDING,0.19,0.67
TR01031,UA1204,LOC035,LOC013,2025-10-22T00:54:36,2025-10-22T00:54:36,2025-10-22T04:05:49.203646,2025-10-22T04:05:49.203646,0,ON_TIME,0.82,0.9
TR01032,UA9814,LOC052,LOC058,2024-09-24T09:39:30,2024-09-24T09:39:30,2024-09-24T13:45:54.614626,2024-09-24T13:45:54.614626,0,ON_TIME,0.1,0.58
TR01033,UA2339,LOC036,LOC017,2025-11-22T09:37:41,2025-11-22T09:37:41,2025-11-22T17:16:30.775125,2025-11-22T17:16:30.775125,0,ON_TIME,0.05,0.54
TR01034,UA6655,LOC019,LOC055,2025-03-09T16:24:46,2025-03-09T19:21:46,2025-03-09T22:38:27.568703,2025-03-10T01:35:27.568703,177,DELAYED,0.65,0.95
TR01035,UA7514,LOC061,LOC028,2025-05-05T11:16:30,2025-05-05T11:16:30,2025-05-05T18:35:35.138605,2025-05-05T18:35:35.138605,0,IN_TRANSIT,0.31,0.93
TR01036,UA1288,LOC028,LOC012,2025-02-08T06:01:40,2025-02-08T08:10:40,2025-02-08T13:28:39.430317,2025-02-08T15:37:39.430317,129,DELAYED,0.68,0.91
TR01037,UA5715,LOC031,LOC024,2024-11-28T15:58:57,2024-11-28T15:58:57,2024-11-28T20:58:37.797467,2024-11-28T20:58:37.797467,0,COMPLETED,0.29,0.71
TR01038,UA6445,LOC058,LOC065,2024-02-01T02:41:18,2024-02-01T06:04:18,2024-02-01T09:03:13.419642,2024-02-01T12:26:13.419642,203,DELAYED,0.95,0.73
TR01039,UA191,LOC017,LOC038,2024-10-31T21:27:46,2024-10-31T21:27:46,2024-10-31T23:24:57.787018,2024-10-31T23:24:57.787018,0,ON_TIME,0.65,0.06
TR01040,UA214,LOC013,LOC072,2025-09-22T09:55:23,2025-09-22T09:55:23,2025-09-22T12:07:58.945879,2025-09-22T12:07:58.945879,0,ON_TIME,0.89,0.26
TR01041,UA4751,LOC068,LOC031,2025-04-04T02:18:51,2025-04-04T02:18:51,2025-04-04T08:50:22.077602,2025-04-04T08:50:22.077602,0,COMPLETED,0.73,0.01
TR01042,UA3456,LOC019,LOC055,2025-08-06T08:37:43,2025-08-06T08:37:43,2025-08-06T12:04:21.700824,2025-08-06T12:04:21.700824,0,COMPLETED,0.04,0.07
TR01043,UA2846,LOC065,LOC052,2026-04-11T18:56:18,2026-04-12T06:31:18,2026-04-11T21:03:39.812387,2026-04-12T08:38:39.812387,695,CANCELLED,0.98,0.01
TR01044,UA9460,LOC022,LOC019,2025-12-23T03:32:58,2025-12-23T06:41:58,2025-12-23T07:16:53.890172,2025-12-23T10:25:53.890172,189,DELAYED,0.89,0.82
TR01045,UA346,LOC031,LOC016,2024-05-21T09:38:54,2024-05-21T10:17:54,2024-05-21T15:47:12.326873,2024-05-21T16:26:12.326873,39,DELAYED,0.68,0.5
TR01046,UA1956,LOC061,LOC024,2026-06-22T04:15:25,2026-06-22T04:15:25,2026-06-22T12:09:04.067757,2026-06-22T12:09:04.067757,0,COMPLETED,0.55,0.8
TR01047,UA5900,LOC072,LOC017,2024-06-28T04:28:01,2024-06-28T04:28:01,2024-06-28T10:26:45.678077,2024-06-28T10:26:45.678077,0,IN_TRANSIT,0.42,0.3
TR01048,UA2619,LOC055,LOC058,2024-07-15T22:39:41,2024-07-15T22:39:41,2024-07-16T06:01:26.218311,2024-07-16T06:01:26.218311,0,BOARDING,0.7,0.11
TR01049,UA8514,LOC008,LOC016,2024-03-24T13:31:06,2024-03-24T13:31:06,2024-03-24T17:38:28.826505,2024-03-24T17:38:28.826505,0,IN_TRANSIT,0.32,0.53
TR01050,UA611,LOC050,LOC035,2024-12-22T21:14:48,2024-12-22T21:14:48,2024-12-22T23:49:19.155522,2024-12-22T23:49:19.155522,0,COMPLETED,0.01,0.01
TR01051,UA2127,LOC014,LOC036,2026-04-08T19:55:14,2026-04-08T22:41:14,2026-04-09T01:26:09.263715,2026-04-09T04:12:09.263715,166,DELAYED,0.99,0.27
TR01052,UA6609,LOC013,LOC061,2024-06-24T19:05:34,2024-06-24T19:05:34,2024-06-25T00:56:48.177226,2024-06-25T00:56:48.177226,0,ON_TIME,0.09,0.57
TR01053,UA6773,LOC008,LOC072,2026-05-20T00:43:51,2026-05-20T00:43:51,2026-05-20T06:19:16.999753,2026-05-20T06:19:16.999753,0,ON_TIME,0.38,0.19
TR01054,UA1428,LOC028,LOC038,2026-01-14T14:24:26,2026-01-14T14:24:26,2026-01-14T18:01:37.663847,2026-01-14T18:01:37.663847,0,BOARDING,0.75,0.95
TR01055,UA5154,LOC061,LOC022,2025-09-05T00:01:01,2025-09-05T00:01:01,2025-09-05T03:06:18.295081,2025-09-05T03:06:18.295081,0,ON_TIME,0.61,0.14
TR01056,UA735,LOC038,LOC065,2026-06-21T00:39:39,2026-06-21T00:39:39,2026-06-21T06:26:46.323989,2026-06-21T06:26:46.323989,0,COMPLETED,0.82,0.85
TR01057,UA1559,LOC061,LOC008,2024-07-29T01:17:52,2024-07-29T01:17:52,2024-07-29T03:45:31.921711,2024-07-29T03:45:31.921711,0,BOARDING,0.37,0.16
TR01058,UA9495,LOC022,LOC072,2024-03-23T01:42:30,2024-03-23T01:42:30,2024-03-23T07:51:35.261874,2024-03-23T07:51:35.261874,0,ON_TIME,0.24,0.26
TR01059,UA1117,LOC024,LOC014,2026-03-15T14:44:27,2026-03-15T14:44:27,2026-03-15T21:55:45.035535,2026-03-15T21:55:45.035535,0,COMPLETED,0.36,0.05
TR01060,UA5164,LOC031,LOC036,2024-10-06T07:09:13,2024-10-06T11:07:13,2024-10-06T11:04:31.616717,2024-10-06T15:02:31.616717,238,DELAYED,0.74,0.0
TR01061,UA950,LOC012,LOC050,2026-04-17T08:19:20,2026-04-17T11:59:20,2026-04-17T15:20:32.739743,2026-04-17T19:00:32.739743,220,DELAYED,0.49,0.63
TR01062,UA282,LOC061,LOC055,2024-12-26T02:08:46,2024-12-26T02:08:46,2024-12-26T04:14:39.925723,2024-12-26T04:14:39.925723,0,ON_TIME,0.77,0.45
TR01063,UA711,LOC016,LOC008,2024-07-15T09:32:33,2024-07-15T09:32:33,2024-07-15T10:54:08.527827,2024-07-15T10:54:08.527827,0,ON_TIME,0.52,0.11
TR01064,UA8901,LOC019,LOC012,2025-01-08T13:51:09,2025-01-08T18:15:09,2025-01-08T19:06:01.254514,2025-01-08T23:30:01.254514,264,DELAYED,0.0,0.85
TR01065,UA2396,LOC018,LOC058,2024-03-19T20:24:06,2024-03-19T20:24:06,2024-03-19T23:17:51.120799,2024-03-19T23:17:51.120799,0,IN_TRANSIT,0.13,0.55
TR01066,UA6179,LOC031,LOC058,2026-02-28T19:07:17,2026-02-28T21:07:17,2026-02-28T23:31:27.845945,2026-03-01T01:31:27.845945,120,DELAYED,0.18,0.38
TR01067,UA5389,LOC028,LOC038,2026-04-24T13:30:20,2026-04-24T13:30:20,2026-04-24T14:43:44.344357,2026-04-24T14:43:44.344357,0,ON_TIME,0.25,0.76
