event_id,route_edge_id,location_id,timestamp,congestion_level,average_speed_kmh,normal_speed_kmh,traffic_index,incident_type,expected_delay_minutes
TE04893,EDGE0048,LOC048,2024-02-06T02:26:38,Moderate,51,70,53,Event,95
TE04894,EDGE0087,LOC014,2026-05-31T16:49:12,Moderate,50,70,56,Event,100
TE04895,EDGE0128,LOC008,2024-02-20T00:50:17,Moderate,58,70,34,Weather-related,61
TE04896,EDGE0190,LOC015,2024-08-04T03:19:08,High,29,45,70,Rush Hour,126
TE04897,EDGE0103,LOC013,2024-08-26T18:01:28,Low,81,90,18,Construction,32
TE04898,EDGE0096,LOC053,2025-05-28T00:37:55,Low,87,90,5,Weather-related,9
TE04899,EDGE0268,LOC047,2026-06-01T15:41:29,Low,76,90,29,Rush Hour,52
TE04900,EDGE0208,LOC028,2026-06-10T11:44:59,Moderate,49,70,59,Event,106
TE04901,EDGE0100,LOC071,2025-08-30T05:16:55,Moderate,49,70,58,Event,104
TE04902,EDGE0141,LOC001,2025-08-15T08:35:11,Severe,10,20,98,Rush Hour,176
TE04903,EDGE0154,LOC009,2024-11-13T05:17:59,High,29,45,68,Weather-related,122
TE04904,EDGE0009,LOC012,2025-08-29T19:58:16,Low,88,90,4,Rush Hour,7
TE04905,EDGE0172,LOC042,2024-04-08T23:15:10,Moderate,56,70,39,Accident,70
TE04906,EDGE0364,LOC019,2026-04-10T07:15:11,Low,81,90,18,Weather-related,32
TE04907,EDGE0176,LOC027,2025-08-23T07:17:52,Moderate,52,70,49,Weather-related,88
TE04908,EDGE0322,LOC024,2024-10-19T13:46:29,Low,79,90,23,Event,41
TE04909,EDGE0119,LOC011,2026-01-07T12:59:38,Severe,10,20,95,Accident,171
TE04910,EDGE0296,LOC041,2024-06-17T18:19:53,Moderate,56,70,40,Accident,72
TE04911,EDGE0192,LOC070,2025-05-25T20:05:40,Low,78,90,25,Construction,45
TE04912,EDGE0327,LOC038,2026-06-03T17:03:30,High,27,45,79,Weather-related,142
TE04913,EDGE0286,LOC073,2025-12-02T10:27:25,Moderate,54,70,43,Construction,77
TE04914,EDGE0331,LOC061,2025-04-18T06:00:22,Low,90,90,0,Accident,0
TE04915,EDGE0150,LOC055,2024-05-24T20:17:43,Severe,10,20,99,Weather-related,178
TE04916,EDGE0161,LOC024,2024-09-23T07:08:14,High,29,45,70,Weather-related,126
TE04917,EDGE0301,LOC069,2024-06-11T01:04:37,High,27,45,78,Construction,140
TE04918,EDGE0366,LOC038,2026-05-08T21:51:31,Low,83,90,14,Event,25
TE04919,EDGE0046,LOC021,2024-10-02T22:45:13,Low,89,90,1,Event,1
TE04920,EDGE0276,LOC048,2024-02-19T19:15:06,High,30,45,64,Event,115
TE04921,EDGE0113,LOC043,2026-01-29T00:49:30,Severe,10,20,97,Weather-related,174
TE04922,EDGE0131,LOC062,2024-02-11T16:36:43,Low,86,90,8,Weather-related,14
TE04923,EDGE0366,LOC046,2024-10-17T00:23:10,Moderate,50,70,55,Weather-related,99
TE04924,EDGE0269,LOC008,2024-11-05T03:12:38,Low,81,90,19,Weather-related,34
TE04925,EDGE0114,LOC019,2024-04-17T22:48:48,High,29,45,67,Event,120
TE04926,EDGE0024,LOC055,2025-08-22T11:10:31,High,29,45,68,Rush Hour,122
TE04927,EDGE0182,LOC005,2025-03-16T21:29:16,Severe,10,20,96,Weather-related,172
TE04928,EDGE0023,LOC011,2024-11-15T20:13:16,Low,80,90,22,Construction,39
TE04929,EDGE0093,LOC044,2024-12-28T00:20:22,Low,84,90,12,Weather-related,21
TE04930,EDGE0274,LOC049,2025-03-28T05:12:02,Severe,11,20,89,Weather-related,160
TE04931,EDGE0342,LOC003,2026-03-25T14:53:19,Low,82,90,17,Rush Hour,30
TE04932,EDGE0058,LOC046,2024-04-18T17:01:20,High,29,45,70,Construction,126
TE04933,EDGE0173,LOC018,2025-12-07T07:05:27,Moderate,59,70,31,Construction,55
TE04934,EDGE0125,LOC003,2024-03-30T06:00:35,Moderate,53,70,46,Accident,82
TE04935,EDGE0260,LOC046,2025-07-26T16:21:09,High,29,45,71,Event,127
TE04936,EDGE0005,LOC026,2026-03-16T12:15:44,Low,81,90,19,Rush Hour,34
TE04937,EDGE0077,LOC037,2024-01-18T03:51:55,Low,80,90,22,Construction,39
TE04938,EDGE0226,LOC013,2024-09-23T22:07:37,Low,85,90,10,Rush Hour,18
TE04939,EDGE0165,LOC036,2025-05-22T14:56:44,Low,81,90,18,Construction,32
TE04940,EDGE0213,LOC066,2025-09-30T06:01:01,High,30,45,66,Rush Hour,118
TE04941,EDGE0348,LOC074,2025-08-30T13:27:41,High,28,45,72,Rush Hour,129
TE04942,EDGE0309,LOC070,2024-08-31T22:42:21,Severe,10,20,98,Event,176
TE04943,EDGE0011,LOC063,2024-06-21T00:50:01,High,28,45,75,Accident,135
TE04944,EDGE0020,LOC035,2024-07-19T14:36:04,Moderate,52,70,50,Event,90
TE04945,EDGE0200,LOC018,2026-04-13T08:25:05,High,27,45,79,Accident,142
TE04946,EDGE0284,LOC066,2025-10-11T23:34:29,High,27,45,76,Construction,136
TE04947,EDGE0131,LOC049,2026-01-12T22:29:41,High,31,45,61,Event,109
TE04948,EDGE0073,LOC051,2024-04-16T19:40:12,Severe,11,20,85,Weather-related,153
TE04949,EDGE0179,LOC075,2025-08-27T06:42:22,Severe,11,20,82,Weather-related,147
TE04950,EDGE0169,LOC021,2024-11-16T18:07:15,Moderate,57,70,37,Construction,66
TE04951,EDGE0306,LOC040,2024-07-20T20:13:35,High,31,45,61,Event,109
TE04952,EDGE0107,LOC012,2024-11-15T12:11:40,High,28,45,72,Construction,129
TE04953,EDGE0066,LOC050,2025-04-26T04:35:04,High,28,45,75,Event,135
TE04954,EDGE0246,LOC007,2025-11-02T09:36:32,Low,81,90,20,Event,36
TE04955,EDGE0090,LOC042,2026-01-07T13:04:56,Low,77,90,27,Weather-related,48
TE04956,EDGE0339,LOC041,2024-09-03T15:47:38,Moderate,50,70,57,Weather-related,102
TE04957,EDGE0260,LOC063,2026-06-12T08:57:38,High,29,45,69,Weather-related,124
TE04958,EDGE0365,LOC030,2025-04-27T01:20:04,Low,84,90,13,Accident,23
TE04959,EDGE0156,LOC055,2024-11-11T07:22:33,Moderate,53,70,48,Weather-related,86
TE04960,EDGE0177,LOC039,2026-02-19T13:37:35,Severe,10,20,91,Accident,163
TE04961,EDGE0135,LOC070,2025-12-13T23:08:10,Low,87,90,6,Weather-related,10
TE04962,EDGE0025,LOC061,2025-03-03T21:11:02,Low,78,90,26,Event,46
TE04963,EDGE0123,LOC003,2024-11-09T08:01:22,Low,81,90,18,Event,32
TE04964,EDGE0045,LOC015,2024-01-12T13:30:23,Low,76,90,29,Weather-related,52
TE04965,EDGE0246,LOC062,2024-08-09T15:56:34,Severe,10,20,100,Event,180
TE04966,EDGE0356,LOC052,2025-11-23T10:04:40,Moderate,52,70,50,Construction,90
TE04967,EDGE0083,LOC062,2024-04-09T08:58:33,Moderate,51,70,54,Event,97
TE04968,EDGE0207,LOC033,2025-09-12T04:37:51,Moderate,56,70,39,Event,70
TE04969,EDGE0049,LOC007,2025-01-18T10:52:00,High,31,45,62,Accident,111
TE04970,EDGE0098,LOC057,2026-03-27T21:21:05,High,30,45,66,Construction,118
TE04971,EDGE0129,LOC030,2025-05-25T21:57:44,High,29,45,70,Rush Hour,126
TE04972,EDGE0054,LOC043,2026-06-03T06:23:52,Severe,11,20,84,Weather-related,151
TE04973,EDGE0049,LOC046,2026-02-01T16:15:51,High,27,45,77,Rush Hour,138
TE04974,EDGE0313,LOC006,2025-12-15T21:40:10,Low,78,90,25,Accident,45
TE04975,EDGE0161,LOC025,2025-12-19T18:32:12,High,30,45,63,Accident,113
TE04976,EDGE0192,LOC022,2026-06-13T23:47:09,Low,76,90,30,Accident,54
TE04977,EDGE0026,LOC005,2024-03-01T17:11:11,Moderate,57,70,37,Rush Hour,66
TE04978,EDGE0319,LOC038,2024-05-21T12:33:14,Moderate,50,70,56,Event,100
TE04979,EDGE0335,LOC028,2025-03-23T06:07:45,Moderate,53,70,46,Rush Hour,82
TE04980,EDGE0092,LOC063,2025-12-09T20:20:38,Low,77,90,27,Rush Hour,48
TE04981,EDGE0256,LOC065,2025-06-22T16:57:50,Severe,10,20,95,Construction,171
TE04982,EDGE0108,LOC041,2025-04-07T01:41:32,Low,84,90,12,Rush Hour,21
TE04983,EDGE0215,LOC075,2025-08-30T12:54:20,Severe,11,20,83,Weather-related,149
TE04984,EDGE0290,LOC011,2024-09-29T01:10:52,Low,76,90,30,Rush Hour,54
TE04985,EDGE0168,LOC013,2025-10-06T18:17:18,Moderate,56,70,40,Rush Hour,72
TE04986,EDGE0084,LOC007,2025-01-22T00:25:09,Low,89,90,1,Construction,1
TE04987,EDGE0097,LOC067,2024-10-05T23:09:25,Moderate,50,70,57,Construction,102
TE04988,EDGE0169,LOC026,2025-11-02T04:59:01,Severe,10,20,94,Construction,169
TE04989,EDGE0190,LOC056,2025-12-12T05:04:14,Low,84,90,13,Construction,23
TE04990,EDGE0245,LOC055,2025-08-20T13:21:01,High,29,45,71,Construction,127
TE04991,EDGE0113,LOC064,2024-10-11T23:17:59,Severe,11,20,88,Event,158
TE04992,EDGE0048,LOC023,2026-06-02T07:30:49,Moderate,54,70,45,Event,81
TE04993,EDGE0313,LOC055,2024-05-28T09:46:19,Low,81,90,18,Weather-related,32
TE04994,EDGE0208,LOC037,2025-09-03T08:39:23,High,28,45,72,Rush Hour,129
TE04995,EDGE0172,LOC035,2024-03-08T19:55:45,Low,86,90,7,Event,12
TE04996,EDGE0333,LOC071,2025-01-07T08:29:12,Severe,10,20,93,Event,167
TE04997,EDGE0198,LOC074,2024-09-02T08:08:24,Moderate,50,70,56,Rush Hour,100
TE04998,EDGE0174,LOC016,2025-03-01T07:07:09,Low,89,90,2,Rush Hour,3
TE04999,EDGE0159,LOC035,2026-04-15T08:18:31,Moderate,53,70,48,Event,86
TE05000,EDGE0330,LOC028,2025-03-29T10:25:57,High,29,45,69,Event,124
TE05001,EDGE0264,LOC033,2024-04-13T16:23:29,Severe,11,20,89,Weather-related,160
TE05002,EDGE0104,LOC043,2024-12-03T11:50:54,High,27,45,80,Rush Hour,144
TE05003,EDGE0023,LOC041,2026-02-05T14:33:01,Low,77,90,27,Construction,48
TE05004,EDGE0120,LOC045,2025-09-30T21:33:39,High,31,45,61,Accident,109
TE05005,EDGE0313,LOC042,2026-05-08T18:46:07,Severe,10,20,95,Construction,171
TE05006,EDGE0194,LOC020,2024-07-07T07:48:18,Low,84,90,13,Weather-related,23
TE05007,EDGE0232,LOC073,2025-07-26T19:19:40,Severe,10,20,94,Construction,169
TE05008,EDGE0046,LOC035,2024-04-28T21:22:50,Severe,10,20,99,Weather-related,178
TE05009,EDGE0137,LOC017,2024-06-12T11:03:21,High,28,45,72,Construction,129
TE05010,EDGE0287,LOC073,2026-02-22T13:12:09,High,31,45,62,Event,111
TE05011,EDGE0243,LOC021,2025-05-21T10:39:02,Moderate,51,70,54,Event,97
TE05012,EDGE0007,LOC046,2025-09-29T01:29:22,Severe,11,20,88,Accident,158
TE05013,EDGE0210,LOC037,2025-12-01T12:06:43,Severe,11,20,83,Event,149
TE05014,EDGE0247,LOC017,2024-09-13T01:38:50,High,27,45,80,Accident,144
TE05015,EDGE0139,LOC014,2025-01-27T15:49:21,Low,78,90,25,Weather-related,45
TE05016,EDGE0019,LOC024,2024-11-18T03:23:31,High,30,45,66,Accident,118
TE05017,EDGE0148,LOC034,2026-02-25T03:27:17,High,30,45,65,Weather-related,117
TE05018,EDGE0008,LOC041,2024-03-10T08:07:10,Severe,10,20,91,Accident,163
TE05019,EDGE0351,LOC067,2025-12-18T22:51:10,Severe,11,20,82,Weather-related,147
TE05020,EDGE0051,LOC050,2024-02-11T12:06:53,Moderate,54,70,45,Event,81
TE05021,EDGE0270,LOC065,2024-04-23T16:55:32,High,27,45,79,Event,142
TE05022,EDGE0333,LOC054,2025-12-18T13:01:41,Moderate,54,70,43,Weather-related,77
TE05023,EDGE0323,LOC048,2025-08-15T02:30:34,Moderate,55,70,42,Rush Hour,75
TE05024,EDGE0206,LOC065,2025-06-17T20:29:17,High,27,45,80,Construction,144
TE05025,EDGE0129,LOC045,2025-09-12T08:32:33,Moderate,56,70,39,Construction,70
TE05026,EDGE0170,LOC010,2024-10-28T23:53:27,Moderate,54,70,43,Event,77
TE05027,EDGE0304,LOC020,2025-09-08T05:05:27,High,27,45,79,Weather-related,142
TE05028,EDGE0115,LOC047,2024-02-28T16:20:29,Low,80,90,21,Accident,37
TE05029,EDGE0119,LOC014,2024-01-17T16:19:04,Moderate,53,70,47,Rush Hour,84
TE05030,EDGE0081,LOC030,2025-01-24T07:15:32,Moderate,59,70,31,Rush Hour,55
TE05031,EDGE0308,LOC031,2024-06-27T03:40:53,High,29,45,71,Accident,127
TE05032,EDGE0085,LOC045,2024-07-31T00:21:52,Low,83,90,14,Event,25
TE05033,EDGE0216,LOC020,2025-05-23T03:33:29,Moderate,49,70,59,Rush Hour,106
TE05034,EDGE0177,LOC060,2025-12-22T04:19:42,Low,85,90,9,Construction,16
TE05035,EDGE0096,LOC015,2026-01-23T01:08:03,Moderate,56,70,39,Rush Hour,70
TE05036,EDGE0169,LOC060,2025-12-17T16:38:08,Moderate,57,70,35,Event,63
TE05037,EDGE0368,LOC026,2024-04-16T00:03:58,High,29,45,69,Construction,124
TE05038,EDGE0029,LOC039,2024-05-08T05:38:09,Severe,11,20,87,Rush Hour,156
TE05039,EDGE0010,LOC071,2026-05-01T22:53:52,Moderate,50,70,57,Event,102
TE05040,EDGE0153,LOC022,2025-01-11T09:21:37,High,31,45,62,Rush Hour,111
TE05041,EDGE0091,LOC058,2025-11-10T23:31:14,High,28,45,75,Accident,135
TE05042,EDGE0355,LOC074,2024-08-05T21:06:49,Severe,10,20,92,Accident,165
TE05043,EDGE0205,LOC046,2026-01-01T08:14:19,Moderate,56,70,38,Weather-related,68
TE05044,EDGE0281,LOC033,2025-03-09T15:09:49,Moderate,53,70,48,Construction,86
TE05045,EDGE0258,LOC068,2024-09-07T16:10:49,Severe,10,20,94,Rush Hour,169
TE05046,EDGE0184,LOC020,2024-09-22T00:01:20,Low,83,90,14,Accident,25
TE05047,EDGE0300,LOC015,2024-01-29T01:33:14,Severe,11,20,84,Accident,151
TE05048,EDGE0357,LOC052,2024-06-05T03:28:31,Low,83,90,15,Rush Hour,27
TE05049,EDGE0072,LOC031,2024-10-02T07:51:34,Moderate,57,70,37,Accident,66
TE05050,EDGE0212,LOC060,2025-04-01T22:30:27,Moderate,50,70,56,Construction,100
TE05051,EDGE0025,LOC050,2024-07-11T20:41:56,Moderate,56,70,38,Rush Hour,68
TE05052,EDGE0231,LOC037,2026-04-10T13:20:22,Moderate,51,70,53,Event,95
TE05053,EDGE0294,LOC029,2025-08-30T03:55:32,Moderate,56,70,38,Construction,68
TE05054,EDGE0370,LOC039,2024-09-18T16:23:49,Low,85,90,9,Construction,16
TE05055,EDGE0248,LOC069,2024-04-30T12:35:22,Low,80,90,21,Construction,37
TE05056,EDGE0242,LOC003,2024-01-18T09:57:43,Severe,11,20,83,Construction,149
TE05057,EDGE0214,LOC055,2025-02-28T11:34:58,Low,77,90,28,Event,50
TE05058,EDGE0352,LOC033,2024-08-26T10:45:48,Low,81,90,19,Rush Hour,34
TE05059,EDGE0035,LOC043,2025-11-15T12:55:14,Low,88,90,4,Rush Hour,7
TE05060,EDGE0098,LOC017,2025-07-10T06:27:02,Low,84,90,13,Rush Hour,23
TE05061,EDGE0329,LOC011,2024-10-03T10:05:33,Low,84,90,12,Accident,21
TE05062,EDGE0244,LOC001,2024-12-02T14:08:01,Severe,11,20,88,Accident,158
TE05063,EDGE0152,LOC006,2024-02-23T12:11:48,Moderate,58,70,32,Weather-related,57
TE05064,EDGE0300,LOC006,2026-04-06T21:32:16,Low,85,90,10,Construction,18
TE05065,EDGE0169,LOC025,2024-12-01T19:16:16,Moderate,49,70,58,Weather-related,104
TE05066,EDGE0326,LOC062,2025-11-17T17:07:19,High,27,45,79,Accident,142
TE05067,EDGE0322,LOC028,2024-03-15T04:28:24,Moderate,53,70,46,Accident,82
TE05068,EDGE0275,LOC050,2026-03-23T06:10:22,Low,84,90,13,Rush Hour,23
TE05069,EDGE0210,LOC004,2024-06-08T16:24:41,High,27,45,78,Accident,140
TE05070,EDGE0104,LOC044,2025-08-29T19:18:32,Moderate,55,70,42,Construction,75
TE05071,EDGE0055,LOC009,2025-04-23T23:09:40,High,28,45,72,Construction,129
TE05072,EDGE0267,LOC060,2025-11-20T17:01:24,High,29,45,68,Accident,122
TE05073,EDGE0111,LOC062,2024-03-22T10:10:56,High,29,45,71,Construction,127
TE05074,EDGE0041,LOC053,2024-01-08T05:57:04,Low,82,90,17,Rush Hour,30
TE05075,EDGE0318,LOC051,2024-03-16T14:21:04,Low,85,90,11,Rush Hour,19
TE05076,EDGE0357,LOC064,2025-08-09T06:19:30,High,27,45,78,Weather-related,140
TE05077,EDGE0109,LOC027,2024-11-09T09:20:22,Moderate,49,70,60,Event,108
TE05078,EDGE0262,LOC021,2025-01-22T21:28:57,Severe,10,20,100,Event,180
TE05079,EDGE0364,LOC048,2025-08-04T23:46:00,Moderate,54,70,45,Construction,81
TE05080,EDGE0123,LOC063,2025-01-05T13:25:40,Moderate,55,70,42,Rush Hour,75
TE05081,EDGE0361,LOC058,2024-11-06T16:00:25,High,28,45,72,Event,129
TE05082,EDGE0177,LOC056,2024-05-21T23:07:59,Severe,10,20,95,Weather-related,171
TE05083,EDGE0153,LOC018,2024-01-25T21:57:23,Low,76,90,30,Rush Hour,54
TE05084,EDGE0153,LOC019,2025-10-17T01:28:18,Severe,11,20,82,Accident,147
TE05085,EDGE0142,LOC043,2024-02-13T09:50:02,High,29,45,69,Event,124
TE05086,EDGE0319,LOC026,2024-01-23T14:50:05,Moderate,51,70,54,Accident,97
TE05087,EDGE0105,LOC026,2025-06-07T16:37:09,High,29,45,71,Rush Hour,127
TE05088,EDGE0366,LOC023,2024-10-25T11:56:20,Low,83,90,14,Event,25
TE05089,EDGE0121,LOC051,2024-04-08T03:12:13,Severe,10,20,99,Weather-related,178
TE05090,EDGE0352,LOC065,2024-12-08T15:21:55,Moderate,53,70,48,Accident,86
TE05091,EDGE0218,LOC075,2024-05-30T01:37:42,Moderate,56,70,40,Accident,72
TE05092,EDGE0170,LOC036,2024-09-17T19:07:39,Low,81,90,18,Rush Hour,32
TE05093,EDGE0354,LOC038,2024-09-16T11:58:23,Moderate,58,70,33,Rush Hour,59
TE05094,EDGE0200,LOC016,2024-03-09T08:54:19,High,30,45,66,Weather-related,118
TE05095,EDGE0098,LOC063,2025-10-07T17:40:26,Low,86,90,7,Construction,12
TE05096,EDGE0156,LOC006,2026-03-07T03:23:19,Moderate,56,70,40,Weather-related,72
TE05097,EDGE0349,LOC059,2024-06-16T06:44:38,Moderate,56,70,38,Weather-related,68
TE05098,EDGE0022,LOC036,2025-05-23T04:43:04,Moderate,53,70,46,Event,82
TE05099,EDGE0198,LOC008,2025-05-16T06:21:59,Moderate,58,70,32,Event,57
TE05100,EDGE0242,LOC074,2026-05-23T02:53:46,Moderate,50,70,56,Rush Hour,100
TE05101,EDGE0015,LOC039,2024-10-21T10:50:39,High,29,45,70,Rush Hour,126
TE05102,EDGE0198,LOC047,2024-11-17T17:58:03,Low,83,90,14,Construction,25
TE05103,EDGE0206,LOC055,2026-04-21T12:08:19,High,29,45,67,Weather-related,120
TE05104,EDGE0327,LOC005,2025-09-05T17:03:01,Moderate,54,70,45,Construction,81
TE05105,EDGE0098,LOC006,2025-10-26T16:32:01,High,29,45,71,Event,127
TE05106,EDGE0142,LOC067,2024-07-06T15:53:53,Moderate,56,70,39,Weather-related,70
TE05107,EDGE0194,LOC035,2024-12-27T00:48:12,Moderate,49,70,58,Construction,104
TE05108,EDGE0074,LOC058,2024-11-28T02:17:44,Moderate,51,70,54,Accident,97
TE05109,EDGE0070,LOC031,2024-06-13T11:41:26,Moderate,58,70,33,Event,59
TE05110,EDGE0353,LOC001,2025-07-07T22:07:44,Moderate,53,70,47,Event,84
TE05111,EDGE0212,LOC034,2025-05-17T08:01:35,Low,84,90,12,Rush Hour,21
TE05112,EDGE0230,LOC063,2024-09-26T17:04:51,Low,79,90,23,Event,41
TE05113,EDGE0066,LOC071,2024-01-24T07:02:17,Moderate,52,70,50,Accident,90
TE05114,EDGE0352,LOC034,2025-09-16T16:50:48,Low,81,90,19,Rush Hour,34
TE05115,EDGE0040,LOC005,2025-05-06T06:17:24,Severe,10,20,99,Accident,178
TE05116,EDGE0243,LOC039,2024-01-19T14:41:53,Low,87,90,6,Event,10
TE05117,EDGE0206,LOC058,2025-08-27T13:55:49,Low,85,90,9,Construction,16
TE05118,EDGE0067,LOC023,2024-11-26T12:33:49,Moderate,57,70,37,Accident,66
TE05119,EDGE0272,LOC003,2025-12-13T16:24:23,Severe,11,20,84,Construction,151
TE05120,EDGE0217,LOC072,2024-12-07T21:46:51,High,31,45,62,Event,111
TE05121,EDGE0129,LOC074,2024-04-12T13:15:55,High,30,45,64,Event,115
TE05122,EDGE0135,LOC053,2025-03-08T13:39:09,Moderate,56,70,39,Construction,70
TE05123,EDGE0317,LOC042,2025-07-27T04:34:12,Severe,10,20,91,Rush Hour,163
TE05124,EDGE0069,LOC002,2024-03-09T06:09:45,Moderate,49,70,60,Construction,108
TE05125,EDGE0070,LOC026,2024-04-14T14:17:29,Moderate,57,70,37,Event,66
TE05126,EDGE0319,LOC028,2024-12-05T12:32:21,Moderate,50,70,55,Construction,99
TE05127,EDGE0257,LOC058,2025-09-30T14:48:03,Low,76,90,30,Accident,54
TE05128,EDGE0234,LOC005,2025-04-13T10:00:41,Moderate,55,70,41,Construction,73
TE05129,EDGE0329,LOC062,2026-02-15T01:32:38,Low,79,90,23,Event,41
TE05130,EDGE0065,LOC069,2024-06-07T03:53:08,Low,90,90,0,Event,0
TE05131,EDGE0328,LOC075,2026-04-12T22:17:46,Moderate,52,70,49,Event,88
TE05132,EDGE0035,LOC054,2026-06-03T05:30:10,High,31,45,62,Event,111
TE05133,EDGE0270,LOC014,2024-09-23T08:27:32,Moderate,49,70,60,Rush Hour,108
TE05134,EDGE0098,LOC012,2025-01-26T09:00:34,Severe,11,20,83,Event,149
TE05135,EDGE0353,LOC062,2024-05-27T04:20:00,Low,90,90,0,Rush Hour,0
TE05136,EDGE0184,LOC059,2025-05-18T20:48:15,Moderate,50,70,57,Weather-related,102
TE05137,EDGE0051,LOC068,2025-08-26T14:46:10,Severe,10,20,97,Construction,174
TE05138,EDGE0135,LOC043,2024-07-25T12:02:35,Low,81,90,19,Event,34
TE05139,EDGE0024,LOC075,2025-05-30T19:35:33,Moderate,57,70,36,Rush Hour,64
TE05140,EDGE0152,LOC022,2024-09-29T08:48:54,Low,76,90,29,Construction,52
TE05141,EDGE0356,LOC037,2025-05-08T22:40:04,Severe,11,20,85,Rush Hour,153
TE05142,EDGE0094,LOC069,2026-01-18T23:07:24,Low,89,90,2,Event,3
TE05143,EDGE0235,LOC046,2024-04-14T21:05:06,Low,82,90,16,Rush Hour,28
TE05144,EDGE0216,LOC055,2025-06-04T13:37:41,Low,80,90,21,Event,37
TE05145,EDGE0011,LOC070,2024-01-28T09:59:41,Moderate,54,70,43,Weather-related,77
TE05146,EDGE0181,LOC070,2026-06-27T19:45:25,Moderate,57,70,35,Construction,63
TE05147,EDGE0163,LOC004,2025-11-28T08:38:10,High,29,45,67,Event,120
TE05148,EDGE0336,LOC069,2025-08-16T23:50:20,Low,84,90,13,Event,23
TE05149,EDGE0120,LOC027,2026-03-04T20:26:07,Low,77,90,27,Accident,48
TE05150,EDGE0220,LOC003,2024-12-27T01:26:59,Moderate,53,70,47,Weather-related,84
TE05151,EDGE0221,LOC075,2026-02-21T00:51:34,Low,76,90,29,Weather-related,52
TE05152,EDGE0279,LOC013,2024-01-21T15:32:59,High,29,45,71,Weather-related,127
TE05153,EDGE0317,LOC049,2024-12-27T08:10:36,Low,90,90,0,Weather-related,0
TE05154,EDGE0292,LOC030,2024-02-02T22:53:31,Severe,10,20,96,Event,172
TE05155,EDGE0176,LOC011,2024-07-11T17:08:56,High,29,45,67,Event,120
TE05156,EDGE0193,LOC047,2025-04-24T18:42:41,Moderate,58,70,33,Event,59
TE05157,EDGE0310,LOC051,2025-01-02T05:29:37,Low,80,90,21,Accident,37
TE05158,EDGE0344,LOC003,2025-10-27T15:33:30,High,29,45,67,Event,120
TE05159,EDGE0071,LOC058,2025-01-13T08:02:34,Low,87,90,5,Event,9
TE05160,EDGE0102,LOC052,2024-05-03T07:51:37,Low,83,90,14,Event,25
TE05161,EDGE0371,LOC002,2024-04-03T02:05:31,Severe,10,20,97,Rush Hour,174
TE05162,EDGE0153,LOC011,2024-08-01T16:26:24,Moderate,57,70,36,Construction,64
TE05163,EDGE0097,LOC019,2025-08-04T19:15:10,High,31,45,61,Rush Hour,109
TE05164,EDGE0119,LOC028,2026-02-13T17:52:15,High,30,45,63,Rush Hour,113
TE05165,EDGE0329,LOC030,2025-04-05T18:35:55,High,28,45,74,Accident,133
TE05166,EDGE0038,LOC030,2024-11-09T19:32:43,Severe,11,20,84,Construction,151
TE05167,EDGE0234,LOC071,2024-08-23T14:41:21,Severe,10,20,92,Accident,165
TE05168,EDGE0010,LOC063,2025-08-06T16:53:55,High,29,45,67,Event,120
TE05169,EDGE0118,LOC012,2024-11-13T12:02:14,Severe,10,20,95,Weather-related,171
TE05170,EDGE0050,LOC001,2024-02-28T21:15:53,Severe,10,20,93,Event,167
TE05171,EDGE0248,LOC057,2025-01-04T19:40:04,Low,89,90,2,Weather-related,3
TE05172,EDGE0164,LOC012,2025-11-20T07:18:42,Moderate,58,70,34,Construction,61
TE05173,EDGE0359,LOC074,2025-05-25T14:26:45,Low,76,90,30,Rush Hour,54
TE05174,EDGE0261,LOC038,2024-07-27T13:50:13,Low,78,90,26,Rush Hour,46
TE05175,EDGE0189,LOC064,2025-03-08T01:18:19,Low,79,90,24,Weather-related,43
TE05176,EDGE0328,LOC046,2025-05-08T06:41:57,Moderate,58,70,32,Event,57
TE05177,EDGE0087,LOC038,2024-03-02T12:40:25,Severe,11,20,81,Event,145
TE05178,EDGE0274,LOC069,2026-03-20T03:32:51,Low,87,90,6,Construction,10
TE05179,EDGE0159,LOC057,2025-10-06T12:20:49,Severe,10,20,99,Construction,178
TE05180,EDGE0371,LOC008,2025-03-24T02:23:08,High,28,45,74,Event,133
TE05181,EDGE0224,LOC039,2024-02-06T19:21:05,Severe,10,20,97,Event,174
TE05182,EDGE0253,LOC017,2024-12-21T18:06:44,Low,89,90,1,Event,1
TE05183,EDGE0332,LOC026,2025-05-29T14:39:03,Severe,10,20,100,Event,180
TE05184,EDGE0327,LOC001,2025-06-16T09:50:29,Severe,10,20,93,Weather-related,167
TE05185,EDGE0171,LOC036,2025-01-11T07:41:48,Moderate,53,70,46,Weather-related,82
TE05186,EDGE0277,LOC053,2024-11-15T17:25:48,High,29,45,69,Accident,124
TE05187,EDGE0055,LOC065,2026-04-17T18:59:58,Low,79,90,24,Rush Hour,43
TE05188,EDGE0221,LOC066,2024-03-25T00:01:26,Moderate,53,70,46,Accident,82
TE05189,EDGE0357,LOC020,2025-01-20T18:42:48,Moderate,51,70,53,Event,95
TE05190,EDGE0352,LOC020,2024-12-11T13:18:55,Low,85,90,11,Weather-related,19
TE05191,EDGE0019,LOC016,2025-08-15T14:49:33,Severe,11,20,84,Event,151
TE05192,EDGE0009,LOC010,2026-03-21T01:52:57,Low,87,90,6,Event,10
TE05193,EDGE0074,LOC024,2025-05-14T15:29:46,Moderate,52,70,51,Weather-related,91
