event_id,event_type,title,severity,location,latitude,longitude,start_time,end_time,affected_radius_km,impact_type,expected_delay_minutes,description
EE00649,Customs Delay,Documentation backlog,CRITICAL,Tampa,28.7452,-81.7247,2025-12-18T14:36:04,2025-12-24T07:42:40.067723,368,Route Closure,729,Customs Delay near Tampa — severity CRITICAL. Expected delays of up to 729 minutes.
EE00650,Labor Strike,Truck drivers work stoppage,LOW,Seattle,47.7978,-122.4459,2024-12-22T00:47:07,2024-12-26T21:20:13.678602,248,Inspection Required,23,Labor Strike near Seattle — severity LOW. Expected delays of up to 23 minutes.
EE00651,Security Event,Facility lockdown,HIGH,Oklahoma City,36.1784,-98.0733,2025-05-30T23:03:01,2025-05-31T19:35:22.291723,274,Delay,430,Security Event near Oklahoma City — severity HIGH. Expected delays of up to 430 minutes.
EE00652,Port Disruption,Vessel backlog,MEDIUM,Austin,30.9493,-98.5846,2024-05-03T19:42:49,2024-05-08T04:34:19.680034,122,Route Closure,70,Port Disruption near Austin — severity MEDIUM. Expected delays of up to 70 minutes.
EE00653,Labor Strike,Truck drivers work stoppage,LOW,Jacksonville,30.8087,-82.1521,2024-03-15T06:03:10,2024-03-19T23:21:03.625477,442,Route Closure,52,Labor Strike near Jacksonville — severity LOW. Expected delays of up to 52 minutes.
EE00654,Port Disruption,Port congestion surge,LOW,Miami,26.1076,-81.0476,2025-03-22T23:10:36,2025-03-29T17:34:51.700795,481,Route Closure,56,Port Disruption near Miami — severity LOW. Expected delays of up to 56 minutes.
EE00655,Public Event,Major sporting event causing traffic,MEDIUM,Philadelphia,40.3851,-74.8648,2025-07-14T23:34:17,2025-07-16T11:15:15.477012,224,Inspection Required,70,Public Event near Philadelphia — severity MEDIUM. Expected delays of up to 70 minutes.
EE00656,Infrastructure Failure,Bridge structural issue,LOW,Phoenix,32.926,-112.1093,2026-04-04T09:42:40,2026-04-10T03:05:03.130005,142,Capacity Reduction,32,Infrastructure Failure near Phoenix — severity LOW. Expected delays of up to 32 minutes.
EE00657,Port Disruption,Port congestion surge,CRITICAL,Seattle,48.4417,-122.8769,2025-03-04T01:09:58,2025-03-09T03:05:21.798038,237,Route Closure,1152,Port Disruption near Seattle — severity CRITICAL. Expected delays of up to 1152 minutes.
EE00658,Road Closure,Highway section closed for repairs,MEDIUM,Atlanta,34.6878,-84.8486,2026-02-03T08:19:28,2026-02-08T20:12:17.730562,412,Delay,65,Road Closure near Atlanta — severity MEDIUM. Expected delays of up to 65 minutes.
EE00659,Labor Strike,Truck drivers work stoppage,HIGH,Providence,41.8317,-72.3859,2025-04-11T09:37:50,2025-04-11T18:37:57.322467,66,Route Closure,399,Labor Strike near Providence — severity HIGH. Expected delays of up to 399 minutes.
EE00660,Security Event,Security inspection delays,LOW,Baton Rouge,30.2613,-90.7992,2024-11-05T21:41:42,2024-11-11T00:02:51.475213,58,Capacity Reduction,38,Security Event near Baton Rouge — severity LOW. Expected delays of up to 38 minutes.
EE00661,Public Event,Major sporting event causing traffic,MEDIUM,Salt Lake City,41.0255,-111.9758,2025-09-14T08:05:21,2025-09-19T22:49:52.422609,376,Inspection Required,138,Public Event near Salt Lake City — severity MEDIUM. Expected delays of up to 138 minutes.
EE00662,Public Event,Political rally road closures,MEDIUM,Houston,28.9462,-94.8239,2024-09-28T19:45:02,2024-10-01T01:52:39.801876,479,Inspection Required,75,Public Event near Houston — severity MEDIUM. Expected delays of up to 75 minutes.
EE00663,Customs Delay,Increased customs inspections,MEDIUM,Washington,38.9411,-77.0962,2024-06-26T09:54:10,2024-07-02T07:57:46.893636,96,Delay,164,Customs Delay near Washington — severity MEDIUM. Expected delays of up to 164 minutes.
EE00664,Security Event,Heightened screening,LOW,Detroit,41.4632,-83.2686,2024-11-01T08:02:56,2024-11-07T09:50:25.747868,356,Delay,40,Security Event near Detroit — severity LOW. Expected delays of up to 40 minutes.
EE00665,Public Event,Festival road closures,LOW,Birmingham,32.8024,-86.4814,2024-02-08T12:14:37,2024-02-10T14:51:50.433441,379,Delay,29,Public Event near Birmingham — severity LOW. Expected delays of up to 29 minutes.
EE00666,Road Closure,Highway section closed for repairs,MEDIUM,Raleigh,35.1896,-78.1011,2024-01-28T01:49:22,2024-01-30T18:21:05.707823,461,Capacity Reduction,157,Road Closure near Raleigh — severity MEDIUM. Expected delays of up to 157 minutes.
EE00667,Geopolitical Event,Border control tightened,HIGH,Columbus,40.8345,-83.4455,2026-05-27T21:37:07,2026-06-01T14:07:57.882137,232,Delay,320,Geopolitical Event near Columbus — severity HIGH. Expected delays of up to 320 minutes.
EE00668,Geopolitical Event,Trade restrictions imposed,MEDIUM,Atlanta,33.1952,-83.6603,2025-11-06T21:33:29,2025-11-07T02:11:26.376071,146,Capacity Reduction,111,Geopolitical Event near Atlanta — severity MEDIUM. Expected delays of up to 111 minutes.
EE00669,Security Event,Security inspection delays,MEDIUM,San Francisco,37.7398,-122.7664,2024-10-09T07:13:52,2024-10-14T15:14:28.330397,312,Delay,139,Security Event near San Francisco — severity MEDIUM. Expected delays of up to 139 minutes.
EE00670,Public Event,Major sporting event causing traffic,MEDIUM,Albuquerque,36.0682,-106.1809,2025-06-26T01:11:10,2025-06-29T16:37:01.871435,494,Route Closure,175,Public Event near Albuquerque — severity MEDIUM. Expected delays of up to 175 minutes.
EE00671,Labor Strike,Port workers strike,LOW,Indianapolis,40.5834,-85.9336,2026-04-05T22:54:10,2026-04-07T19:54:37.942142,495,Route Closure,49,Labor Strike near Indianapolis — severity LOW. Expected delays of up to 49 minutes.
EE00672,Infrastructure Failure,Bridge structural issue,LOW,Boise,43.0281,-115.5998,2026-03-31T09:49:38,2026-04-02T15:53:38.716448,497,Inspection Required,39,Infrastructure Failure near Boise — severity LOW. Expected delays of up to 39 minutes.
EE00673,Security Event,Security inspection delays,LOW,Memphis,35.8421,-90.7125,2025-07-05T23:47:37,2025-07-12T18:24:01.672882,296,Route Closure,17,Security Event near Memphis — severity LOW. Expected delays of up to 17 minutes.
EE00674,Port Disruption,Vessel backlog,MEDIUM,Birmingham,33.4768,-86.1803,2025-11-25T02:39:02,2025-11-29T19:38:12.889412,491,Route Closure,96,Port Disruption near Birmingham — severity MEDIUM. Expected delays of up to 96 minutes.
EE00675,Port Disruption,Port congestion surge,LOW,Providence,41.4718,-71.3623,2025-10-23T15:00:56,2025-10-23T19:57:14.950492,335,Delay,14,Port Disruption near Providence — severity LOW. Expected delays of up to 14 minutes.
EE00676,Road Closure,Bridge weight restriction,MEDIUM,Los Angeles,34.1227,-118.9632,2025-10-29T04:21:29,2025-10-30T19:37:04.108935,444,Route Closure,74,Road Closure near Los Angeles — severity MEDIUM. Expected delays of up to 74 minutes.
EE00677,Road Closure,Highway section closed for repairs,LOW,Philadelphia,39.6454,-76.081,2025-01-29T04:52:58,2025-02-02T08:27:23.941202,312,Delay,14,Road Closure near Philadelphia — severity LOW. Expected delays of up to 14 minutes.
EE00678,Road Closure,Emergency road closure,MEDIUM,Chattanooga,35.7526,-85.9681,2026-02-09T18:42:46,2026-02-10T00:05:25.649012,276,Capacity Reduction,106,Road Closure near Chattanooga — severity MEDIUM. Expected delays of up to 106 minutes.
EE00679,Security Event,Heightened screening,LOW,Orlando,29.3674,-81.1064,2024-02-16T02:42:05,2024-02-20T12:32:49.559379,434,Delay,56,Security Event near Orlando — severity LOW. Expected delays of up to 56 minutes.
EE00680,Port Disruption,Vessel backlog,HIGH,Cincinnati,38.3103,-84.616,2024-11-13T18:37:13,2024-11-16T05:44:02.320775,323,Route Closure,446,Port Disruption near Cincinnati — severity HIGH. Expected delays of up to 446 minutes.
EE00681,Labor Strike,Warehouse staff walkout,CRITICAL,Pittsburgh,40.4937,-79.8904,2024-07-06T04:25:49,2024-07-08T07:38:17.879290,338,Inspection Required,1071,Labor Strike near Pittsburgh — severity CRITICAL. Expected delays of up to 1071 minutes.
EE00682,Infrastructure Failure,Rail track damage,HIGH,Minneapolis,44.149,-93.4434,2026-05-21T21:12:35,2026-05-23T06:09:28.047073,301,Capacity Reduction,281,Infrastructure Failure near Minneapolis — severity HIGH. Expected delays of up to 281 minutes.
EE00683,Customs Delay,System outage at customs,MEDIUM,St Louis,39.2591,-89.8376,2024-01-09T11:48:45,2024-01-14T13:29:16.375504,210,Capacity Reduction,165,Customs Delay near St Louis — severity MEDIUM. Expected delays of up to 165 minutes.
EE00684,Public Event,Political rally road closures,LOW,Raleigh,36.0745,-78.7124,2025-06-02T11:34:32,2025-06-06T11:16:03.270177,393,Capacity Reduction,59,Public Event near Raleigh — severity LOW. Expected delays of up to 59 minutes.
EE00685,Security Event,Security inspection delays,MEDIUM,Atlanta,34.7105,-83.6606,2024-11-05T01:56:42,2024-11-10T09:38:51.308178,437,Delay,163,Security Event near Atlanta — severity MEDIUM. Expected delays of up to 163 minutes.
EE00686,Geopolitical Event,Tariff increase announced,HIGH,Topeka,38.7378,-96.6033,2024-11-07T06:10:17,2024-11-07T18:52:28.452337,194,Route Closure,250,Geopolitical Event near Topeka — severity HIGH. Expected delays of up to 250 minutes.
EE00687,Security Event,Heightened screening,HIGH,Houston,29.0084,-95.6984,2025-09-17T09:15:53,2025-09-20T19:20:38.730810,130,Capacity Reduction,337,Security Event near Houston — severity HIGH. Expected delays of up to 337 minutes.
EE00688,Public Event,Festival road closures,HIGH,San Antonio,30.1304,-97.8096,2024-08-31T05:53:31,2024-09-03T10:47:34.115982,398,Capacity Reduction,398,Public Event near San Antonio — severity HIGH. Expected delays of up to 398 minutes.
EE00689,Public Event,Festival road closures,HIGH,Louisville,38.5596,-85.1123,2025-11-13T16:51:41,2025-11-17T15:27:01.624071,209,Delay,271,Public Event near Louisville — severity HIGH. Expected delays of up to 271 minutes.
EE00690,Labor Strike,Warehouse staff walkout,MEDIUM,San Francisco,37.6655,-121.7334,2025-01-29T22:03:02,2025-02-04T04:22:19.049310,421,Route Closure,77,Labor Strike near San Francisco — severity MEDIUM. Expected delays of up to 77 minutes.
EE00691,Port Disruption,Equipment malfunction at terminal,MEDIUM,Oakland,38.256,-122.576,2025-11-10T14:14:43,2025-11-16T14:11:46.051390,218,Delay,147,Port Disruption near Oakland — severity MEDIUM. Expected delays of up to 147 minutes.
EE00692,Labor Strike,Truck drivers work stoppage,CRITICAL,Phoenix,33.0802,-112.2844,2025-09-03T11:22:08,2025-09-06T14:53:41.061913,362,Route Closure,1373,Labor Strike near Phoenix — severity CRITICAL. Expected delays of up to 1373 minutes.
EE00693,Infrastructure Failure,Rail track damage,HIGH,Rochester,42.8325,-76.7799,2025-11-09T13:24:51,2025-11-14T01:22:18.875942,388,Delay,180,Infrastructure Failure near Rochester — severity HIGH. Expected delays of up to 180 minutes.
EE00694,Port Disruption,Port congestion surge,CRITICAL,Boston,41.534,-71.4941,2024-08-19T07:53:59,2024-08-20T15:48:11.912068,335,Delay,1427,Port Disruption near Boston — severity CRITICAL. Expected delays of up to 1427 minutes.
EE00695,Geopolitical Event,Tariff increase announced,LOW,Phoenix,33.5625,-112.8987,2024-05-02T14:51:03,2024-05-04T05:14:28.525100,118,Capacity Reduction,51,Geopolitical Event near Phoenix — severity LOW. Expected delays of up to 51 minutes.
EE00696,Road Closure,Bridge weight restriction,HIGH,Hartford,41.858,-72.2175,2025-07-02T17:30:29,2025-07-07T07:09:23.512579,90,Route Closure,184,Road Closure near Hartford — severity HIGH. Expected delays of up to 184 minutes.
EE00697,Port Disruption,Equipment malfunction at terminal,LOW,Manchester,42.0539,-70.6958,2024-04-09T12:52:20,2024-04-12T21:36:38.785253,129,Capacity Reduction,29,Port Disruption near Manchester — severity LOW. Expected delays of up to 29 minutes.
EE00698,Road Closure,Emergency road closure,LOW,Portland,44.5554,-122.4214,2026-03-25T23:05:56,2026-04-01T05:20:52.709918,350,Capacity Reduction,44,Road Closure near Portland — severity LOW. Expected delays of up to 44 minutes.
EE00699,Security Event,Facility lockdown,HIGH,Atlanta,33.0323,-84.3929,2025-01-08T16:16:23,2025-01-14T11:13:35.660131,373,Capacity Reduction,425,Security Event near Atlanta — severity HIGH. Expected delays of up to 425 minutes.
EE00700,Infrastructure Failure,Bridge structural issue,LOW,Cleveland,41.8528,-81.3116,2024-08-02T17:17:25,2024-08-03T23:50:10.891102,320,Delay,24,Infrastructure Failure near Cleveland — severity LOW. Expected delays of up to 24 minutes.
EE00701,Road Closure,Bridge weight restriction,MEDIUM,New York,41.1461,-74.3125,2026-01-07T21:24:36,2026-01-08T07:44:57.935636,267,Delay,123,Road Closure near New York — severity MEDIUM. Expected delays of up to 123 minutes.
EE00702,Port Disruption,Port congestion surge,HIGH,Buffalo,43.4766,-78.1589,2024-01-30T11:38:53,2024-01-30T23:01:12.704243,342,Delay,457,Port Disruption near Buffalo — severity HIGH. Expected delays of up to 457 minutes.
EE00703,Port Disruption,Vessel backlog,MEDIUM,Little Rock,34.5452,-93.0411,2024-02-19T20:12:06,2024-02-20T06:17:46.875515,267,Capacity Reduction,147,Port Disruption near Little Rock — severity MEDIUM. Expected delays of up to 147 minutes.
EE00704,Customs Delay,Increased customs inspections,LOW,Portland ME,42.7072,-69.8241,2024-03-30T10:46:15,2024-04-01T09:33:40.266983,417,Inspection Required,31,Customs Delay near Portland ME — severity LOW. Expected delays of up to 31 minutes.
EE00705,Geopolitical Event,Border control tightened,HIGH,Minneapolis,44.7526,-92.947,2025-02-17T05:21:43,2025-02-23T18:28:39.949656,406,Inspection Required,353,Geopolitical Event near Minneapolis — severity HIGH. Expected delays of up to 353 minutes.
EE00706,Infrastructure Failure,Power outage at facility,CRITICAL,Cincinnati,39.3794,-84.2085,2025-09-18T00:20:42,2025-09-19T22:11:18.945889,412,Capacity Reduction,810,Infrastructure Failure near Cincinnati — severity CRITICAL. Expected delays of up to 810 minutes.
EE00707,Security Event,Facility lockdown,MEDIUM,Little Rock,34.5341,-92.5728,2025-10-06T09:00:53,2025-10-11T10:38:40.026376,299,Route Closure,173,Security Event near Little Rock — severity MEDIUM. Expected delays of up to 173 minutes.
EE00708,Labor Strike,Port workers strike,LOW,Boise,44.5728,-116.4376,2025-10-23T02:09:32,2025-10-28T03:44:33.106814,495,Capacity Reduction,47,Labor Strike near Boise — severity LOW. Expected delays of up to 47 minutes.
EE00709,Port Disruption,Vessel backlog,HIGH,Dallas,33.2176,-97.1511,2024-06-04T14:30:10,2024-06-11T09:30:19.593988,422,Capacity Reduction,310,Port Disruption near Dallas — severity HIGH. Expected delays of up to 310 minutes.
EE00710,Geopolitical Event,Border control tightened,HIGH,Milwaukee,42.7307,-87.6719,2025-04-27T12:03:18,2025-05-02T14:55:49.862057,178,Delay,321,Geopolitical Event near Milwaukee — severity HIGH. Expected delays of up to 321 minutes.
EE00711,Customs Delay,System outage at customs,MEDIUM,Oakland,38.5655,-122.8846,2025-05-28T03:39:36,2025-06-02T04:26:20.978001,428,Inspection Required,148,Customs Delay near Oakland — severity MEDIUM. Expected delays of up to 148 minutes.
EE00712,Geopolitical Event,Trade restrictions imposed,HIGH,Spokane,48.6011,-116.8166,2024-02-08T17:35:01,2024-02-09T09:23:46.677394,184,Delay,378,Geopolitical Event near Spokane — severity HIGH. Expected delays of up to 378 minutes.
EE00713,Road Closure,Emergency road closure,HIGH,St Louis,38.7903,-90.4252,2024-04-15T08:11:10,2024-04-18T04:54:05.060773,308,Delay,192,Road Closure near St Louis — severity HIGH. Expected delays of up to 192 minutes.
EE00714,Customs Delay,Increased customs inspections,MEDIUM,Houston,29.4269,-95.6387,2024-06-29T22:40:18,2024-07-02T16:29:19.414079,75,Delay,60,Customs Delay near Houston — severity MEDIUM. Expected delays of up to 60 minutes.
EE00715,Labor Strike,Warehouse staff walkout,MEDIUM,Austin,31.1686,-97.8855,2024-03-19T13:40:04,2024-03-24T22:41:08.702422,256,Inspection Required,148,Labor Strike near Austin — severity MEDIUM. Expected delays of up to 148 minutes.
EE00716,Labor Strike,Port workers strike,CRITICAL,Oklahoma City,35.861,-98.3729,2025-11-25T06:48:34,2025-11-30T19:01:04.738041,369,Route Closure,556,Labor Strike near Oklahoma City — severity CRITICAL. Expected delays of up to 556 minutes.
EE00717,Geopolitical Event,Tariff increase announced,LOW,Chattanooga,35.258,-84.7452,2026-01-24T10:28:53,2026-01-28T17:58:44.712226,485,Capacity Reduction,45,Geopolitical Event near Chattanooga — severity LOW. Expected delays of up to 45 minutes.
EE00718,Road Closure,Bridge weight restriction,MEDIUM,Austin,30.7764,-96.9061,2025-12-27T00:23:32,2026-01-02T23:08:11.307558,158,Capacity Reduction,107,Road Closure near Austin — severity MEDIUM. Expected delays of up to 107 minutes.
EE00719,Infrastructure Failure,Rail track damage,LOW,Houston,30.0129,-95.9017,2024-07-12T03:06:46,2024-07-14T15:05:28.357329,335,Route Closure,38,Infrastructure Failure near Houston — severity LOW. Expected delays of up to 38 minutes.
EE00720,Port Disruption,Port congestion surge,CRITICAL,Miami,26.324,-80.5231,2025-01-26T23:02:44,2025-02-02T09:10:33.305847,84,Inspection Required,937,Port Disruption near Miami — severity CRITICAL. Expected delays of up to 937 minutes.
EE00721,Road Closure,Bridge weight restriction,LOW,Denver,39.0899,-104.7704,2024-02-28T00:32:11,2024-03-05T12:40:19.950456,285,Capacity Reduction,14,Road Closure near Denver — severity LOW. Expected delays of up to 14 minutes.
EE00722,Labor Strike,Warehouse staff walkout,HIGH,Spokane,47.2362,-117.2665,2024-01-31T12:31:30,2024-02-02T09:39:02.561628,418,Capacity Reduction,343,Labor Strike near Spokane — severity HIGH. Expected delays of up to 343 minutes.
EE00723,Labor Strike,Warehouse staff walkout,MEDIUM,Raleigh,36.5197,-79.0259,2025-02-12T01:56:57,2025-02-16T17:37:22.944048,262,Capacity Reduction,163,Labor Strike near Raleigh — severity MEDIUM. Expected delays of up to 163 minutes.
EE00724,Geopolitical Event,Border control tightened,LOW,Springfield,37.7196,-94.1678,2025-01-01T12:55:37,2025-01-05T03:32:22.892482,327,Capacity Reduction,37,Geopolitical Event near Springfield — severity LOW. Expected delays of up to 37 minutes.
EE00725,Customs Delay,Documentation backlog,LOW,Portland,44.5342,-122.2708,2026-04-24T21:14:27,2026-04-26T16:52:54.443313,128,Capacity Reduction,16,Customs Delay near Portland — severity LOW. Expected delays of up to 16 minutes.
EE00726,Port Disruption,Vessel backlog,MEDIUM,Baton Rouge,30.2037,-90.6841,2026-05-07T13:20:34,2026-05-14T00:30:07.782801,463,Delay,129,Port Disruption near Baton Rouge — severity MEDIUM. Expected delays of up to 129 minutes.
EE00727,Infrastructure Failure,Bridge structural issue,LOW,Orlando,28.5598,-80.9593,2024-04-15T13:09:43,2024-04-18T00:36:51.756321,115,Delay,58,Infrastructure Failure near Orlando — severity LOW. Expected delays of up to 58 minutes.
EE00728,Security Event,Heightened screening,HIGH,Birmingham,33.3148,-86.8833,2026-05-24T11:12:28,2026-05-25T23:58:07.872004,298,Route Closure,263,Security Event near Birmingham — severity HIGH. Expected delays of up to 263 minutes.
EE00729,Public Event,Festival road closures,MEDIUM,Springfield,36.5333,-92.5964,2025-02-22T17:47:08,2025-02-27T12:48:32.848064,255,Delay,162,Public Event near Springfield — severity MEDIUM. Expected delays of up to 162 minutes.
EE00730,Customs Delay,System outage at customs,LOW,Albany,41.9531,-73.8971,2026-06-10T22:33:59,2026-06-16T20:51:38.717664,311,Inspection Required,56,Customs Delay near Albany — severity LOW. Expected delays of up to 56 minutes.
EE00731,Labor Strike,Port workers strike,LOW,Hartford,41.9208,-71.7446,2024-01-05T16:51:02,2024-01-11T00:17:24.819910,260,Inspection Required,14,Labor Strike near Hartford — severity LOW. Expected delays of up to 14 minutes.
EE00732,Road Closure,Bridge weight restriction,MEDIUM,Austin,29.4012,-97.6499,2025-05-04T09:48:09,2025-05-05T10:23:01.561020,385,Route Closure,178,Road Closure near Austin — severity MEDIUM. Expected delays of up to 178 minutes.
EE00733,Customs Delay,Increased customs inspections,HIGH,Atlanta,33.137,-83.99,2025-01-22T06:13:27,2025-01-25T13:34:09.566165,350,Inspection Required,395,Customs Delay near Atlanta — severity HIGH. Expected delays of up to 395 minutes.
EE00734,Port Disruption,Equipment malfunction at terminal,HIGH,Portland,44.8168,-122.5518,2024-04-12T04:24:44,2024-04-18T00:03:59.539276,378,Route Closure,271,Port Disruption near Portland — severity HIGH. Expected delays of up to 271 minutes.
EE00735,Public Event,Festival road closures,HIGH,Boise,43.3157,-116.5108,2025-05-06T22:09:38,2025-05-08T04:38:48.120603,416,Inspection Required,234,Public Event near Boise — severity HIGH. Expected delays of up to 234 minutes.
EE00736,Road Closure,Bridge weight restriction,MEDIUM,Little Rock,35.7065,-92.0737,2024-09-24T09:07:12,2024-09-30T20:01:14.917803,119,Inspection Required,86,Road Closure near Little Rock — severity MEDIUM. Expected delays of up to 86 minutes.
EE00737,Labor Strike,Truck drivers work stoppage,MEDIUM,Milwaukee,43.8348,-87.8543,2024-03-06T16:56:37,2024-03-09T00:43:40.440077,346,Inspection Required,80,Labor Strike near Milwaukee — severity MEDIUM. Expected delays of up to 80 minutes.
EE00738,Public Event,Political rally road closures,MEDIUM,Spokane,47.1497,-117.7322,2025-01-31T22:32:20,2025-02-01T02:56:19.007722,293,Inspection Required,129,Public Event near Spokane — severity MEDIUM. Expected delays of up to 129 minutes.
EE00739,Labor Strike,Truck drivers work stoppage,HIGH,Kansas City,39.0706,-93.7828,2026-02-18T13:48:12,2026-02-24T15:35:14.988212,436,Capacity Reduction,451,Labor Strike near Kansas City — severity HIGH. Expected delays of up to 451 minutes.
EE00740,Infrastructure Failure,Power outage at facility,HIGH,Detroit,42.8282,-82.6239,2024-02-28T20:55:57,2024-02-29T19:15:26.368959,246,Delay,240,Infrastructure Failure near Detroit — severity HIGH. Expected delays of up to 240 minutes.
EE00741,Geopolitical Event,Tariff increase announced,MEDIUM,St Louis,39.1825,-90.0908,2025-04-07T08:24:29,2025-04-08T14:57:04.414367,149,Delay,165,Geopolitical Event near St Louis — severity MEDIUM. Expected delays of up to 165 minutes.
EE00742,Geopolitical Event,Trade restrictions imposed,MEDIUM,Houston,29.9596,-95.0653,2026-02-10T21:59:30,2026-02-11T14:19:32.522963,306,Inspection Required,108,Geopolitical Event near Houston — severity MEDIUM. Expected delays of up to 108 minutes.
EE00743,Public Event,Political rally road closures,MEDIUM,Los Angeles,33.8013,-117.8323,2025-09-05T14:40:30,2025-09-11T09:52:50.473878,498,Capacity Reduction,149,Public Event near Los Angeles — severity MEDIUM. Expected delays of up to 149 minutes.
EE00744,Road Closure,Emergency road closure,HIGH,Seattle,47.1556,-121.6616,2026-04-02T01:33:19,2026-04-02T19:49:19.894972,210,Route Closure,210,Road Closure near Seattle — severity HIGH. Expected delays of up to 210 minutes.
EE00745,Customs Delay,System outage at customs,LOW,San Diego,31.9782,-116.5448,2026-02-04T13:49:34,2026-02-06T20:48:31.228743,257,Inspection Required,31,Customs Delay near San Diego — severity LOW. Expected delays of up to 31 minutes.
EE00746,Public Event,Major sporting event causing traffic,HIGH,Montgomery,32.1125,-86.8684,2024-12-13T11:25:18,2024-12-16T12:56:21.372579,57,Route Closure,308,Public Event near Montgomery — severity HIGH. Expected delays of up to 308 minutes.
EE00747,Labor Strike,Port workers strike,HIGH,Knoxville,34.998,-84.1875,2024-04-11T03:47:57,2024-04-14T18:30:33.905200,385,Route Closure,404,Labor Strike near Knoxville — severity HIGH. Expected delays of up to 404 minutes.
EE00748,Road Closure,Emergency road closure,HIGH,St Louis,39.3551,-89.6551,2024-11-04T14:43:21,2024-11-06T12:31:10.915344,260,Route Closure,453,Road Closure near St Louis — severity HIGH. Expected delays of up to 453 minutes.
EE00749,Security Event,Facility lockdown,MEDIUM,Miami,25.5132,-80.0042,2025-12-20T15:07:41,2025-12-27T12:11:24.990265,337,Route Closure,61,Security Event near Miami — severity MEDIUM. Expected delays of up to 61 minutes.
EE00750,Road Closure,Bridge weight restriction,LOW,Albany,42.4731,-73.0015,2025-11-12T23:45:10,2025-11-15T02:04:44.841184,238,Delay,58,Road Closure near Albany — severity LOW. Expected delays of up to 58 minutes.
EE00751,Road Closure,Highway section closed for repairs,MEDIUM,Tucson,31.6124,-110.5566,2024-07-05T20:17:10,2024-07-10T14:58:09.929699,179,Delay,98,Road Closure near Tucson — severity MEDIUM. Expected delays of up to 98 minutes.
EE00752,Infrastructure Failure,Power outage at facility,HIGH,Oklahoma City,34.5833,-97.2324,2025-10-06T00:31:24,2025-10-10T19:59:05.471920,306,Inspection Required,406,Infrastructure Failure near Oklahoma City — severity HIGH. Expected delays of up to 406 minutes.
EE00753,Road Closure,Bridge weight restriction,LOW,Richmond,38.4393,-77.0804,2025-08-16T18:14:27,2025-08-20T18:41:36.270015,239,Capacity Reduction,18,Road Closure near Richmond — severity LOW. Expected delays of up to 18 minutes.
EE00754,Port Disruption,Equipment malfunction at terminal,HIGH,Fresno,35.9964,-119.1992,2026-05-14T13:23:24,2026-05-17T01:09:04.377837,67,Inspection Required,207,Port Disruption near Fresno — severity HIGH. Expected delays of up to 207 minutes.
EE00755,Customs Delay,System outage at customs,CRITICAL,Little Rock,34.0115,-92.1347,2025-03-30T13:30:57,2025-04-02T18:47:48.308270,68,Route Closure,818,Customs Delay near Little Rock — severity CRITICAL. Expected delays of up to 818 minutes.
EE00756,Public Event,Political rally road closures,HIGH,Austin,29.7522,-97.9603,2024-06-07T12:54:06,2024-06-09T20:34:09.570063,201,Inspection Required,397,Public Event near Austin — severity HIGH. Expected delays of up to 397 minutes.
EE00757,Customs Delay,Increased customs inspections,LOW,San Antonio,29.5809,-99.1116,2025-09-30T06:59:07,2025-10-04T18:24:55.504096,401,Delay,54,Customs Delay near San Antonio — severity LOW. Expected delays of up to 54 minutes.
EE00758,Road Closure,Highway section closed for repairs,LOW,Dallas,32.3174,-96.7768,2025-08-16T10:08:31,2025-08-19T21:52:40.817396,183,Capacity Reduction,13,Road Closure near Dallas — severity LOW. Expected delays of up to 13 minutes.
EE00759,Geopolitical Event,Border control tightened,LOW,Minneapolis,44.6262,-94.0629,2024-06-03T16:29:27,2024-06-03T20:42:23.972058,247,Route Closure,10,Geopolitical Event near Minneapolis — severity LOW. Expected delays of up to 10 minutes.
EE00760,Port Disruption,Port congestion surge,CRITICAL,San Francisco,38.4946,-121.7264,2024-08-18T14:14:21,2024-08-24T09:14:30.354220,264,Capacity Reduction,899,Port Disruption near San Francisco — severity CRITICAL. Expected delays of up to 899 minutes.
EE00761,Security Event,Heightened screening,LOW,Columbus,40.5653,-83.7377,2024-12-01T23:38:11,2024-12-06T14:49:30.390482,361,Capacity Reduction,49,Security Event near Columbus — severity LOW. Expected delays of up to 49 minutes.
EE00762,Geopolitical Event,Tariff increase announced,CRITICAL,Albuquerque,34.2121,-105.9215,2026-01-23T08:26:55,2026-01-28T22:07:33.263781,399,Route Closure,1165,Geopolitical Event near Albuquerque — severity CRITICAL. Expected delays of up to 1165 minutes.
EE00763,Infrastructure Failure,Power outage at facility,MEDIUM,Orlando,28.0795,-81.1008,2025-03-21T07:16:26,2025-03-26T23:28:37.106840,147,Inspection Required,63,Infrastructure Failure near Orlando — severity MEDIUM. Expected delays of up to 63 minutes.
EE00764,Labor Strike,Warehouse staff walkout,MEDIUM,Memphis,34.5128,-90.9602,2024-03-17T06:44:10,2024-03-19T20:00:44.409685,193,Delay,70,Labor Strike near Memphis — severity MEDIUM. Expected delays of up to 70 minutes.
EE00765,Customs Delay,Documentation backlog,LOW,Albany,42.4016,-74.7546,2026-01-23T10:54:29,2026-01-25T14:43:50.226793,84,Route Closure,51,Customs Delay near Albany — severity LOW. Expected delays of up to 51 minutes.
EE00766,Road Closure,Bridge weight restriction,CRITICAL,Washington,38.5749,-77.4456,2026-01-15T11:39:57,2026-01-17T08:01:47.897356,102,Inspection Required,520,Road Closure near Washington — severity CRITICAL. Expected delays of up to 520 minutes.
