route_id,total_shipments,average_delay_minutes,median_delay_minutes,delay_rate,sla_breach_rate,average_weather_exposure,average_traffic_exposure,average_congestion_exposure,route_reliability_score
RT-LOC057-LOC055-LOC058,2,193.0,193.0,1.0,1.0,0.4615,0.554,0.46249999999999997,0.0
RT-LOC058-LOC055,5,120.6,67.0,0.4,0.4,0.341,0.16360000000000002,0.43579999999999997,0.6
RT-LOC058-LOC055-LOC008,382,113.6,101.0,0.442,0.442,0.32567539267015705,0.504413612565445,0.39635863874345545,0.558
RT-LOC058-LOC055-LOC056,14,106.4,110.0,0.286,0.286,0.39285714285714285,0.5162857142857142,0.3420714285714285,0.714
RT-LOC058-LOC055-LOC057,14,105.9,84.0,0.357,0.357,0.4265714285714286,0.36428571428571427,0.40964285714285714,0.643
RT-LOC059-LOC005,3,52.0,60.0,0.667,0.667,0.3913333333333333,0.6766666666666667,0.31,0.333
RT-LOC059-LOC005-LOC002,127,125.6,110.0,0.488,0.488,0.45746456692913384,0.5654724409448819,0.36814173228346453,0.512
RT-LOC059-LOC005-LOC018,148,120.1,100.5,0.439,0.439,0.28874324324324324,0.4730202702702703,0.4282837837837838,0.561
RT-LOC059-LOC006,4,98.0,74.5,0.25,0.25,0.1855,0.3595,0.34099999999999997,0.75
RT-LOC059-LOC006-LOC003,69,135.9,118.0,0.464,0.464,0.41633333333333333,0.49378260869565216,0.3810144927536232,0.536
RT-LOC059-LOC017,5,105.2,81.0,0.6,0.6,0.4056,0.64,0.2528,0.4
RT-LOC059-LOC060,10,137.1,130.0,0.7,0.7,0.3934,0.6209,0.49749999999999994,0.3
RT-LOC059-LOC060-LOC013,24,117.2,105.0,0.417,0.417,0.25875,0.5067916666666666,0.35429166666666667,0.583
RT-LOC060-LOC013,3,164.3,176.0,1.0,1.0,0.503,0.7053333333333334,0.44733333333333336,0.0
RT-LOC060-LOC013-LOC019,34,128.3,111.5,0.324,0.324,0.3109411764705882,0.5092058823529412,0.42658823529411766,0.676
RT-LOC060-LOC013-LOC024,22,99.2,95.0,0.182,0.182,0.21772727272727274,0.5279545454545455,0.3776818181818182,0.818
RT-LOC060-LOC013-LOC062,138,99.8,85.0,0.42,0.42,0.1809927536231884,0.5065434782608697,0.40145652173913043,0.58
RT-LOC060-LOC013-LOC063,6,157.7,145.5,0.833,0.833,0.429,0.7268333333333333,0.3461666666666667,0.167
RT-LOC060-LOC018,3,87.7,87.0,0.667,0.667,0.21433333333333335,0.7759999999999999,0.431,0.333
RT-LOC060-LOC018-LOC012,14,91.9,97.0,0.286,0.286,0.1789285714285714,0.5922142857142857,0.3449285714285714,0.714
RT-LOC060-LOC059,2,93.0,93.0,1.0,1.0,0.3225,0.303,0.4285,0.0
RT-LOC060-LOC059-LOC005,126,115.3,108.0,0.468,0.468,0.4368492063492063,0.5494523809523809,0.3898809523809524,0.532
RT-LOC060-LOC059-LOC006,77,105.2,101.0,0.364,0.364,0.368038961038961,0.4575194805194805,0.42190909090909096,0.636
RT-LOC060-LOC059-LOC017,2,71.0,71.0,0.5,0.5,0.29000000000000004,0.378,0.5495,0.5
RT-LOC060-LOC061,6,123.2,110.5,0.667,0.667,0.33916666666666667,0.8965,0.28800000000000003,0.333
RT-LOC061-LOC013,4,132.5,100.0,0.75,0.75,0.219,0.14500000000000002,0.42225,0.25
RT-LOC061-LOC013-LOC024,15,103.3,93.0,0.333,0.333,0.14693333333333333,0.2764,0.431,0.667
RT-LOC061-LOC018,10,147.9,158.0,0.8,0.8,0.42069999999999996,0.5972000000000001,0.4405,0.2
RT-LOC061-LOC018-LOC012,26,118.7,113.5,0.577,0.577,0.26757692307692305,0.44976923076923075,0.32353846153846155,0.423
RT-LOC061-LOC018-LOC019,33,123.7,109.0,0.333,0.333,0.3475151515151515,0.3576969696969697,0.387969696969697,0.667
RT-LOC061-LOC060,5,98.8,91.0,0.0,0.0,0.1934,0.845,0.2318,1.0
RT-LOC061-LOC060-LOC059,200,111.9,105.5,0.5,0.5,0.377065,0.545165,0.41039000000000003,0.5
RT-LOC061-LOC062,4,51.8,53.0,0.0,0.0,0.10450000000000001,0.12325,0.40549999999999997,1.0
RT-LOC061-LOC062-LOC066,100,87.3,70.0,0.4,0.4,0.1191,0.32463000000000003,0.39499,0.6
RT-LOC061-LOC063,3,84.3,84.0,0.0,0.0,0.2673333333333333,0.347,0.2796666666666667,1.0
RT-LOC061-LOC063-LOC026,5,153.6,141.0,0.4,0.4,0.1918,0.4720000000000001,0.4782,0.6
RT-LOC061-LOC063-LOC064,8,102.6,126.0,0.375,0.375,0.241375,0.4635,0.42125,0.625
RT-LOC062-LOC012,6,93.7,94.0,0.333,0.333,0.3451666666666667,0.242,0.443,0.667
RT-LOC062-LOC012-LOC030,2,104.5,104.5,1.0,1.0,0.399,0.33999999999999997,0.5905,0.0
RT-LOC062-LOC012-LOC067,12,112.3,115.0,0.667,0.667,0.31666666666666665,0.5116666666666666,0.3605,0.333
RT-LOC062-LOC013,4,74.0,74.5,0.25,0.25,0.23575,0.39475000000000005,0.45775,0.75
RT-LOC062-LOC018,6,75.7,66.5,0.333,0.333,0.27599999999999997,0.36916666666666664,0.32666666666666666,0.667
RT-LOC062-LOC018-LOC019,84,96.4,89.5,0.405,0.405,0.3263690476190476,0.3131666666666667,0.37929761904761905,0.595
RT-LOC062-LOC061,5,72.0,59.0,0.2,0.2,0.1092,0.4202,0.39239999999999997,0.8
RT-LOC062-LOC061-LOC060,88,109.5,102.0,0.409,0.409,0.32288636363636364,0.5391931818181818,0.41792045454545457,0.591
RT-LOC062-LOC063,6,81.3,78.0,0.5,0.5,0.34600000000000003,0.28099999999999997,0.472,0.5
RT-LOC062-LOC063-LOC024,6,59.0,60.5,0.5,0.5,0.16433333333333333,0.26716666666666666,0.3235,0.5
RT-LOC062-LOC063-LOC026,17,86.8,88.0,0.471,0.471,0.2323529411764706,0.4303529411764706,0.33805882352941174,0.529
RT-LOC062-LOC066,5,42.8,44.0,0.2,0.2,0.046599999999999996,0.2144,0.26739999999999997,0.8
RT-LOC062-LOC066-LOC064,6,90.7,111.5,0.167,0.167,0.12516666666666668,0.28450000000000003,0.4956666666666667,0.833
RT-LOC062-LOC066-LOC065,140,91.0,86.0,0.35,0.35,0.14259999999999998,0.3990285714285714,0.40186428571428573,0.65
RT-LOC063-LOC013,3,156.3,154.0,0.0,0.0,0.14766666666666667,0.7213333333333334,0.43566666666666665,1.0
RT-LOC063-LOC013-LOC019,37,93.7,81.0,0.541,0.541,0.18256756756756756,0.38483783783783787,0.3876756756756757,0.459
RT-LOC063-LOC024,5,45.6,50.0,0.2,0.2,0.05820000000000001,0.31120000000000003,0.2864,0.8
RT-LOC063-LOC026,3,105.3,68.0,0.667,0.667,0.18933333333333335,0.7863333333333333,0.24333333333333332,0.333
RT-LOC063-LOC026-LOC027,15,121.6,102.0,0.467,0.467,0.07666666666666666,0.5364666666666668,0.4936666666666667,0.533
RT-LOC063-LOC061,2,53.5,53.5,0.0,0.0,0.1905,0.445,0.039,1.0
RT-LOC063-LOC061-LOC060,152,112.7,102.0,0.434,0.434,0.3652697368421053,0.5534934210526316,0.3778618421052632,0.566
RT-LOC063-LOC062,6,115.8,111.5,0.333,0.333,0.23483333333333334,0.4303333333333333,0.44716666666666666,0.667
RT-LOC063-LOC062-LOC012,22,101.7,87.5,0.318,0.318,0.2813181818181818,0.41304545454545455,0.38381818181818184,0.682
RT-LOC063-LOC062-LOC018,7,130.0,128.0,0.143,0.143,0.2644285714285714,0.46614285714285714,0.4025714285714286,0.857
RT-LOC063-LOC064,6,104.5,57.5,0.333,0.333,0.14416666666666667,0.5946666666666667,0.3995,0.667
RT-LOC063-LOC066,3,104.7,103.0,0.333,0.333,0.15033333333333332,0.10466666666666667,0.609,0.667
RT-LOC063-LOC066-LOC065,128,88.5,81.0,0.375,0.375,0.1560546875,0.3525546875,0.382765625,0.625
RT-LOC064-LOC012,9,118.7,134.0,0.667,0.667,0.4138888888888889,0.5038888888888889,0.3868888888888889,0.333
RT-LOC064-LOC012-LOC018,136,113.8,106.0,0.537,0.537,0.3502426470588236,0.42866911764705884,0.40356617647058823,0.463
RT-LOC064-LOC012-LOC030,8,110.6,98.0,0.5,0.5,0.274,0.5185,0.3755,0.5
RT-LOC064-LOC065,8,118.6,104.0,0.375,0.375,0.21637499999999998,0.717375,0.371625,0.625
RT-LOC064-LOC065-LOC032,121,102.2,88.0,0.421,0.421,0.14397520661157023,0.5529090909090909,0.39776859504132234,0.579
RT-LOC064-LOC066,7,75.3,79.0,0.429,0.429,0.12514285714285714,0.2674285714285714,0.42714285714285716,0.571
RT-LOC064-LOC066-LOC062,39,89.2,71.0,0.359,0.359,0.18676923076923077,0.4154358974358975,0.3558717948717949,0.641
RT-LOC064-LOC067,4,62.2,60.5,0.5,0.5,0.035500000000000004,0.6615,0.38275,0.5
RT-LOC064-LOC067-LOC068,42,101.3,92.5,0.333,0.333,0.20714285714285713,0.5852857142857143,0.36673809523809525,0.667
RT-LOC065-LOC032,7,86.0,77.0,0.571,0.571,0.0,0.5812857142857143,0.415,0.429
RT-LOC065-LOC032-LOC033,137,97.0,84.0,0.401,0.401,0.12854014598540145,0.4748832116788321,0.38874452554744526,0.599
RT-LOC065-LOC032-LOC034,8,93.8,89.0,0.125,0.125,0.048125,0.666625,0.33087500000000003,0.875
RT-LOC065-LOC066,4,94.2,92.5,0.5,0.5,0.24600000000000002,0.34750000000000003,0.36524999999999996,0.5
RT-LOC065-LOC066-LOC062,35,104.1,83.0,0.4,0.4,0.20182857142857144,0.44571428571428573,0.3663142857142857,0.6
RT-LOC065-LOC066-LOC064,4,111.5,116.0,0.5,0.5,0.211,0.419,0.3795,0.5
RT-LOC065-LOC067,7,112.9,96.0,0.857,0.857,0.07714285714285715,0.8952857142857144,0.45057142857142857,0.143
RT-LOC065-LOC067-LOC012,185,102.3,90.0,0.422,0.422,0.2902756756756757,0.5485405405405406,0.3710648648648649,0.578
RT-LOC065-LOC067-LOC068,40,123.5,117.0,0.45,0.45,0.25765,0.61745,0.4109,0.55
RT-LOC066-LOC062,5,88.6,89.0,0.4,0.4,0.08720000000000001,0.639,0.3872,0.6
RT-LOC066-LOC062-LOC013,8,110.4,83.5,0.375,0.375,0.16975,0.436125,0.450625,0.625
RT-LOC066-LOC062-LOC061,65,92.4,92.0,0.385,0.385,0.21456923076923076,0.5466769230769231,0.43141538461538464,0.615
RT-LOC066-LOC062-LOC063,23,83.0,80.0,0.478,0.478,0.2070869565217391,0.4653913043478261,0.3398260869565217,0.522
RT-LOC066-LOC064,7,63.6,64.0,0.714,0.714,0.16157142857142856,0.35957142857142854,0.4952857142857143,0.286
RT-LOC066-LOC065,6,68.3,70.0,0.0,0.0,0.19883333333333333,0.13533333333333333,0.46866666666666673,1.0
RT-LOC066-LOC065-LOC032,133,99.3,81.0,0.368,0.368,0.1452406015037594,0.42922556390977445,0.41030827067669173,0.632
RT-LOC066-LOC065-LOC067,152,108.3,96.5,0.428,0.428,0.26622368421052633,0.46996052631578944,0.39136184210526315,0.572
RT-LOC067-LOC012,7,104.3,107.0,0.714,0.714,0.3987142857142857,0.7331428571428571,0.45357142857142857,0.286
RT-LOC067-LOC012-LOC018,214,109.6,99.5,0.472,0.472,0.32162149532710277,0.4750560747663552,0.38051869158878504,0.528
RT-LOC067-LOC012-LOC030,5,113.6,104.0,0.2,0.2,0.3298,0.6528,0.4568,0.8
RT-LOC067-LOC064,5,130.4,118.0,0.8,0.8,0.316,0.6784,0.3776,0.2
RT-LOC067-LOC064-LOC066,1,80.0,80.0,1.0,1.0,0.229,0.275,0.645,0.0
RT-LOC067-LOC065,7,77.9,84.0,0.286,0.286,0.1947142857142857,0.3148571428571429,0.19185714285714286,0.714
RT-LOC067-LOC065-LOC032,79,99.6,90.0,0.316,0.316,0.12940506329113924,0.453873417721519,0.4207215189873418,0.684
RT-LOC067-LOC068,7,115.6,109.0,0.143,0.143,0.176,0.8144285714285715,0.42228571428571426,0.857
RT-LOC067-LOC068-LOC016,30,113.5,106.0,0.433,0.433,0.30136666666666667,0.44853333333333334,0.4208666666666667,0.567
RT-LOC067-LOC068-LOC069,25,104.0,105.0,0.36,0.36,0.30776,0.45711999999999997,0.39692,0.64
RT-LOC067-LOC068-LOC070,7,113.0,115.0,0.571,0.571,0.27071428571428574,0.6392857142857142,0.4227142857142857,0.429
RT-LOC068-LOC016,9,112.1,120.0,0.778,0.778,0.4911111111111111,0.23500000000000001,0.512,0.222
RT-LOC068-LOC016-LOC030,57,141.2,133.0,0.561,0.561,0.4113859649122807,0.526157894736842,0.4087368421052632,0.439
RT-LOC068-LOC016-LOC049,18,104.9,98.0,0.333,0.333,0.36988888888888893,0.31472222222222224,0.445,0.667
RT-LOC068-LOC067,2,211.0,211.0,0.5,0.5,0.215,0.154,0.381,0.5
RT-LOC068-LOC067-LOC012,164,98.5,89.0,0.384,0.384,0.26734146341463416,0.3752378048780488,0.3934573170731707,0.616
RT-LOC068-LOC067-LOC064,11,82.8,80.0,0.455,0.455,0.20627272727272727,0.3350909090909091,0.3805454545454545,0.545
RT-LOC068-LOC067-LOC065,44,100.4,88.5,0.523,0.523,0.1300909090909091,0.36631818181818177,0.4299318181818182,0.477
RT-LOC068-LOC069,9,72.4,61.0,0.556,0.556,0.3888888888888889,0.20588888888888887,0.34055555555555556,0.444
RT-LOC068-LOC069-LOC015,68,98.7,90.0,0.412,0.412,0.33825,0.33138235294117646,0.43885294117647056,0.588
RT-LOC068-LOC070,5,112.2,123.0,0.2,0.2,0.1652,0.7934,0.3488,0.8
RT-LOC068-LOC070-LOC031,21,122.0,109.0,0.524,0.524,0.31004761904761907,0.6503809523809524,0.5434285714285715,0.476
RT-LOC069-LOC015,9,77.8,74.0,0.111,0.111,0.14588888888888887,0.4648888888888889,0.346,0.889
RT-LOC069-LOC015-LOC036,18,139.6,96.5,0.556,0.556,0.3465555555555555,0.5747222222222222,0.3998333333333333,0.444
RT-LOC069-LOC015-LOC045,62,90.6,81.0,0.355,0.355,0.2558225806451613,0.37224193548387097,0.37887096774193546,0.645
RT-LOC069-LOC015-LOC073,5,105.8,119.0,0.4,0.4,0.3356,0.41739999999999994,0.5652,0.6
RT-LOC069-LOC016,7,62.3,61.0,0.0,0.0,0.14814285714285713,0.252,0.36757142857142855,1.0
RT-LOC069-LOC016-LOC030,213,109.1,99.0,0.423,0.423,0.31668544600938964,0.43761971830985913,0.4166056338028169,0.577
RT-LOC069-LOC016-LOC068,5,162.0,105.0,0.2,0.2,0.2542,0.2638,0.4272,0.8
RT-LOC069-LOC031,3,114.0,99.0,0.333,0.333,0.313,0.6176666666666667,0.32,0.667
RT-LOC069-LOC031-LOC014,13,90.1,89.0,0.077,0.077,0.2216923076923077,0.4460769230769231,0.3773846153846154,0.923
RT-LOC069-LOC031-LOC033,10,124.0,103.5,0.3,0.3,0.2439,0.6879000000000001,0.394,0.7
RT-LOC069-LOC031-LOC034,1,122.0,122.0,0.0,0.0,0.268,0.194,0.768,1.0
RT-LOC069-LOC070,7,87.1,91.0,0.0,0.0,0.14657142857142857,0.3284285714285714,0.5207142857142857,1.0
RT-LOC069-LOC070-LOC049,39,110.8,114.0,0.333,0.333,0.34823076923076923,0.5975384615384615,0.35712820512820515,0.667
RT-LOC070-LOC016,4,108.2,99.0,0.25,0.25,0.30375,0.43775,0.38025000000000003,0.75
RT-LOC070-LOC016-LOC030,211,119.0,111.0,0.474,0.474,0.32857345971563984,0.48990995260663506,0.3885118483412322,0.526
RT-LOC070-LOC016-LOC068,4,114.2,112.0,0.25,0.25,0.258,0.4265,0.5327500000000001,0.75
RT-LOC070-LOC031,3,138.3,140.0,0.333,0.333,0.35633333333333334,0.6756666666666667,0.598,0.667
RT-LOC070-LOC031-LOC014,12,104.5,115.0,0.25,0.25,0.31975000000000003,0.5131666666666667,0.42524999999999996,0.75
RT-LOC070-LOC031-LOC033,37,135.2,112.0,0.568,0.568,0.2951351351351351,0.6702972972972973,0.4467027027027027,0.432
RT-LOC070-LOC031-LOC034,5,102.0,91.0,0.2,0.2,0.3162,0.3924,0.2536,0.8
RT-LOC070-LOC049,6,163.8,160.5,0.667,0.667,0.35800000000000004,0.6715,0.5266666666666667,0.333
RT-LOC070-LOC049-LOC050,19,105.0,104.0,0.263,0.263,0.46715789473684205,0.6234736842105263,0.316,0.737
RT-LOC070-LOC049-LOC071,8,116.4,100.5,0.375,0.375,0.49775,0.5998749999999999,0.32125000000000004,0.625
RT-LOC070-LOC049-LOC072,8,151.0,159.5,0.5,0.5,0.46175,0.6375,0.46075,0.5
RT-LOC070-LOC069,10,99.0,86.0,0.6,0.6,0.1656,0.3187,0.3937,0.4
RT-LOC070-LOC069-LOC015,63,117.3,96.0,0.317,0.317,0.26055555555555554,0.386968253968254,0.4313968253968254,0.683
RT-LOC071-LOC049,4,127.2,141.5,0.25,0.25,0.505,0.41750000000000004,0.4335,0.75
RT-LOC071-LOC049-LOC070,15,132.6,142.0,0.4,0.4,0.5259333333333334,0.4732,0.3897333333333333,0.6
RT-LOC071-LOC049-LOC072,6,111.0,103.5,0.667,0.667,0.3981666666666666,0.7926666666666667,0.5251666666666667,0.333
RT-LOC071-LOC050,6,89.0,74.5,0.667,0.667,0.5606666666666666,0.8091666666666667,0.3006666666666667,0.333
RT-LOC071-LOC050-LOC016,258,121.5,112.5,0.45,0.45,0.36351937984496124,0.5277209302325581,0.38538372093023254,0.55
RT-LOC071-LOC050-LOC028,8,96.4,87.5,0.75,0.75,0.339875,0.76075,0.4615,0.25
RT-LOC071-LOC050-LOC051,89,122.1,115.0,0.517,0.517,0.5041685393258427,0.5334831460674156,0.3833932584269663,0.483
RT-LOC072-LOC028,2,90.5,90.5,0.5,0.5,0.26649999999999996,0.34650000000000003,0.499,0.5
RT-LOC072-LOC028-LOC050,280,122.6,113.0,0.518,0.518,0.40355,0.4216857142857143,0.42570357142857146,0.482
RT-LOC072-LOC028-LOC051,86,134.6,124.0,0.581,0.581,0.49440697674418604,0.44490697674418606,0.37353488372093024,0.419
RT-LOC072-LOC071,7,104.0,109.0,0.571,0.571,0.5618571428571428,0.2782857142857143,0.268,0.429
RT-LOC072-LOC071-LOC049,13,145.9,142.0,0.308,0.308,0.487,0.3722307692307692,0.40700000000000003,0.692
RT-LOC073-LOC045,5,165.8,153.0,0.2,0.2,0.7692,0.4835999999999999,0.49000000000000005,0.8
RT-LOC073-LOC045-LOC015,286,118.0,106.0,0.531,0.531,0.4011153846153846,0.49758741258741257,0.40587062937062934,0.469
RT-LOC073-LOC045-LOC038,43,100.4,101.0,0.279,0.279,0.39606976744186045,0.4138139534883721,0.4118604651162791,0.721
RT-LOC073-LOC074,5,149.6,147.0,0.4,0.4,0.5684,0.8802,0.38580000000000003,0.6
RT-LOC073-LOC075,5,204.6,192.0,0.8,0.8,0.6184,0.9346,0.2892,0.2
RT-LOC073-LOC075-LOC044,14,140.7,127.0,0.643,0.643,0.5395,0.7035,0.35557142857142854,0.357
RT-LOC074-LOC043,8,173.9,135.5,0.875,0.875,0.456625,0.785875,0.56325,0.125
RT-LOC074-LOC045,7,124.9,132.0,0.429,0.429,0.39985714285714286,0.8914285714285715,0.19328571428571428,0.571
RT-LOC074-LOC045-LOC015,310,119.4,109.0,0.503,0.503,0.3486354838709677,0.5762451612903225,0.4224161290322581,0.497
RT-LOC074-LOC045-LOC038,29,127.0,113.0,0.483,0.483,0.3152068965517241,0.5157931034482759,0.46448275862068966,0.517
RT-LOC074-LOC073,5,111.6,98.0,0.8,0.8,0.3348,0.31,0.47779999999999995,0.2
RT-LOC074-LOC075,1,84.0,84.0,1.0,1.0,0.19,0.244,0.44,0.0
RT-LOC074-LOC075-LOC044,26,132.5,125.5,0.615,0.615,0.4463076923076923,0.35634615384615387,0.4258076923076923,0.385
RT-LOC075-LOC044,4,147.8,146.5,1.0,1.0,0.46,0.615,0.35175,0.0
RT-LOC075-LOC044-LOC043,10,123.2,119.5,0.3,0.3,0.5354,0.4035,0.4955,0.7
RT-LOC075-LOC044-LOC046,31,144.8,149.0,0.677,0.677,0.46383870967741936,0.5034838709677419,0.44148387096774194,0.323
RT-LOC075-LOC044-LOC074,358,120.9,109.5,0.464,0.464,0.4165083798882682,0.5449972067039106,0.39483798882681564,0.536
