event_id,event_type,severity,latitude,longitude,affected_radius_km,start_time,end_time,temperature,precipitation,wind_speed,visibility,delay_multiplier,expected_delay_minutes
WE01895,Thunderstorm,MEDIUM,37.4395,-92.5466,143,2024-11-12T22:31:45,2024-11-15T16:53:22.667800,15.1,104.1,7.2,4.9,1.65,62
WE01896,Tornado,HIGH,42.1365,-110.0566,478,2025-06-12T11:17:53,2025-06-15T10:06:29.452057,37.0,106.4,189.0,3.4,2.23,226
WE01897,Extreme Wind,LOW,45.7466,-94.5723,50,2024-08-11T04:21:25,2024-08-11T20:34:36.767293,27.5,125.9,144.9,8.0,1.03,8
WE01898,Extreme Wind,CRITICAL,36.3576,-111.4585,568,2025-04-30T13:55:12,2025-05-01T18:40:25.943722,3.9,199.2,5.7,0.0,3.33,400
WE01899,Heavy Rain,MEDIUM,38.491,-75.4655,226,2025-05-11T00:58:40,2025-05-12T11:40:57.164369,31.7,197.1,73.7,2.0,1.83,73
WE01900,Heavy Rain,LOW,35.7022,-86.6121,93,2025-06-20T12:20:51,2025-06-22T13:49:10.467175,22.2,42.3,182.2,9.7,1.2,20
WE01901,Tornado,LOW,40.8071,-72.6616,114,2025-09-11T09:13:57,2025-09-14T03:38:23.018051,45.0,12.4,104.5,8.6,1.01,12
WE01902,Extreme Heat,LOW,36.2559,-87.9589,111,2024-07-22T03:18:55,2024-07-23T16:01:08.255074,8.0,2.7,159.0,9.9,1.26,29
WE01903,Extreme Wind,MEDIUM,44.2694,-76.5621,282,2025-07-29T14:44:23,2025-08-01T07:12:11.690363,-17.3,13.2,160.7,0.0,1.52,88
WE01904,Tornado,LOW,32.5362,-114.9702,85,2026-03-10T23:51:03,2026-03-12T11:05:42.827874,35.7,101.3,115.0,5.2,1.42,29
WE01905,Extreme Wind,HIGH,29.896,-91.3583,208,2026-05-22T11:52:30,2026-05-24T22:27:54.517430,-17.8,157.2,4.8,1.3,2.26,222
WE01906,Tornado,HIGH,49.7264,-98.9926,272,2024-06-13T22:49:26,2024-06-14T20:17:40.367624,1.0,171.3,68.6,0.0,2.85,96
WE01907,Snowstorm,LOW,37.8943,-112.062,93,2025-05-10T17:30:09,2025-05-11T09:56:38.237290,22.3,4.6,93.4,8.4,1.1,28
WE01908,Hurricane,MEDIUM,34.1765,-87.3048,150,2025-01-10T12:38:26,2025-01-13T11:56:36.146216,-3.4,79.7,135.9,5.1,1.54,72
WE01909,Extreme Heat,MEDIUM,41.7162,-76.3855,267,2025-12-25T15:21:28,2025-12-28T08:12:18.870755,23.8,62.1,101.1,4.6,1.76,82
WE01910,Fog,LOW,38.7043,-76.1416,137,2024-07-09T07:56:52,2024-07-11T03:44:43.442067,39.2,37.7,62.9,4.7,1.48,6
WE01911,Fog,CRITICAL,46.024,-114.4388,698,2025-02-19T12:04:00,2025-02-20T14:46:47.121039,1.6,35.9,4.7,0.0,3.75,377
WE01912,Ice,MEDIUM,33.8285,-88.4475,172,2025-11-29T10:09:15,2025-11-29T19:58:46.993584,37.5,70.6,149.3,0.0,1.9,31
WE01913,Ice,HIGH,33.1072,-91.5706,441,2025-01-20T03:05:09,2025-01-21T10:32:47.157914,15.4,162.4,36.1,2.7,2.76,207
WE01914,Hurricane,LOW,35.6237,-85.0554,135,2024-08-06T20:17:56,2024-08-07T18:37:33.217577,-17.9,193.2,34.3,9.6,1.08,20
WE01915,Heavy Rain,MEDIUM,45.3008,-107.4713,281,2024-05-30T09:24:00,2024-05-31T02:15:30.415790,5.5,109.4,29.3,3.8,1.74,38
WE01916,Fog,HIGH,33.6985,-76.1671,419,2024-03-19T14:42:07,2024-03-19T18:27:46.001924,-19.0,60.4,143.3,1.9,2.77,153
WE01917,Extreme Wind,HIGH,36.3283,-83.4916,493,2025-03-26T19:53:15,2025-03-27T13:33:38.861269,27.3,4.4,81.7,1.7,2.31,206
WE01918,Heavy Rain,MEDIUM,43.4898,-72.138,129,2025-08-19T18:08:37,2025-08-21T18:28:48.574084,6.7,86.7,69.0,7.1,1.71,44
WE01919,Fog,LOW,39.54,-120.2149,129,2025-10-11T13:11:35,2025-10-13T18:25:48.915125,-12.5,56.3,180.8,3.7,1.32,26
WE01920,Ice,HIGH,31.4753,-85.6719,432,2025-01-20T16:11:12,2025-01-21T14:48:33.480786,-2.8,185.1,12.2,1.5,2.38,221
WE01921,Thunderstorm,MEDIUM,33.1755,-91.0986,228,2024-09-05T02:02:05,2024-09-06T02:31:29.224313,32.5,97.5,40.0,1.9,1.53,32
WE01922,Tornado,MEDIUM,38.7438,-74.7659,251,2025-05-23T15:41:31,2025-05-26T03:53:58.531550,36.0,156.7,99.2,0.0,1.58,55
WE01923,Extreme Wind,MEDIUM,34.8853,-88.1294,220,2026-06-16T09:44:01,2026-06-19T00:29:22.117033,13.5,18.1,97.7,2.2,1.62,30
WE01924,Hurricane,MEDIUM,36.2475,-80.0286,196,2025-04-30T18:51:26,2025-05-02T17:21:29.760828,26.2,178.5,167.4,3.7,1.63,82
WE01925,Extreme Heat,LOW,36.2427,-118.6914,67,2024-10-21T21:31:41,2024-10-22T20:18:40.838224,22.9,113.3,100.9,0.1,1.41,14
WE01926,Ice,MEDIUM,26.5824,-80.9934,200,2024-09-04T12:42:56,2024-09-06T23:03:12.943277,-4.8,193.8,162.3,0.1,1.93,40
WE01927,Fog,HIGH,37.2595,-76.5348,218,2026-02-13T00:41:08,2026-02-13T17:17:20.920915,26.8,193.2,134.1,0.0,2.97,105
WE01928,Thunderstorm,LOW,40.3376,-91.8324,108,2026-03-10T14:19:58,2026-03-12T08:06:23.675882,-11.6,107.9,152.1,7.3,1.15,27
WE01929,Extreme Wind,MEDIUM,42.8324,-72.4358,201,2025-12-26T04:07:44,2025-12-27T00:17:13.178102,23.8,108.0,125.5,4.5,1.86,35
WE01930,Snowstorm,HIGH,33.1808,-117.831,368,2026-02-13T19:06:34,2026-02-15T11:36:02.635977,-12.5,3.2,158.9,0.0,2.57,205
WE01931,Extreme Wind,LOW,31.3884,-85.4551,102,2025-04-24T07:13:22,2025-04-27T01:36:55.840770,9.8,160.0,35.7,7.1,1.38,21
WE01932,Heavy Rain,HIGH,38.4577,-73.6818,490,2026-02-11T15:18:28,2026-02-14T08:25:56.561710,8.2,167.4,184.5,1.3,2.13,119
WE01933,Extreme Heat,LOW,36.3914,-79.6079,81,2024-02-06T00:04:30,2024-02-06T08:33:12.692252,18.6,170.3,183.0,1.9,1.13,25
WE01934,Snowstorm,MEDIUM,28.3527,-81.4646,244,2024-05-19T21:16:24,2024-05-20T09:19:57.037584,0.2,2.5,144.3,2.3,1.93,37
WE01935,Extreme Heat,LOW,41.4193,-69.1031,135,2025-09-02T21:07:52,2025-09-05T06:26:26.770974,-11.4,24.9,27.6,9.8,1.18,19
WE01936,Thunderstorm,LOW,36.4747,-119.4256,123,2026-02-24T04:20:07,2026-02-25T05:41:30.119682,10.7,15.0,100.1,0.4,1.43,8
WE01937,Hurricane,CRITICAL,36.4645,-80.5352,391,2025-12-11T06:47:37,2025-12-13T01:05:13.531443,11.2,179.2,106.6,0.0,3.37,256
WE01938,Tornado,HIGH,42.5387,-80.2373,405,2025-01-08T23:00:51,2025-01-11T21:10:37.071871,-6.6,26.6,186.4,0.7,2.88,201
WE01939,Fog,MEDIUM,33.0751,-84.8904,274,2024-11-30T05:09:55,2024-11-30T10:49:45.977942,9.7,142.8,19.0,1.8,1.58,65
WE01940,Heavy Rain,LOW,40.714,-76.97,105,2026-06-25T04:38:41,2026-06-27T17:19:01.442793,-5.2,133.9,124.2,7.5,1.05,28
WE01941,Extreme Wind,HIGH,45.2246,-117.033,265,2025-07-02T04:52:57,2025-07-04T01:13:34.991234,22.7,136.0,71.6,0.7,2.18,216
WE01942,Heavy Rain,HIGH,33.0493,-89.1245,489,2024-03-16T14:06:24,2024-03-16T23:52:56.552539,-11.9,29.1,89.2,1.8,2.75,114
WE01943,Fog,LOW,35.3077,-89.1892,59,2024-03-19T12:16:58,2024-03-21T00:16:00.372940,23.6,40.8,95.2,5.6,1.3,5
WE01944,Extreme Heat,HIGH,43.3024,-85.0329,346,2025-03-13T01:43:28,2025-03-15T02:28:08.197469,-0.8,166.9,175.5,3.8,2.76,91
WE01945,Snowstorm,MEDIUM,30.0761,-95.306,103,2026-02-07T18:59:35,2026-02-09T01:52:06.846184,1.6,133.2,47.7,0.3,1.56,34
WE01946,Hurricane,MEDIUM,43.1244,-69.2055,295,2026-01-01T00:44:58,2026-01-03T05:16:26.499517,39.2,118.2,173.0,1.2,1.77,34
WE01947,Thunderstorm,HIGH,41.0479,-112.5703,459,2025-03-19T21:28:18,2025-03-20T16:14:31.389396,-5.5,51.3,2.6,1.1,2.86,122
WE01948,Extreme Wind,MEDIUM,39.166,-82.6116,289,2026-04-13T17:16:53,2026-04-14T03:48:18.237411,10.2,189.1,65.5,7.0,1.95,82
WE01949,Snowstorm,LOW,42.9099,-72.7178,142,2024-01-13T16:52:32,2024-01-14T23:35:08.482520,27.2,151.2,197.5,0.3,1.39,24
WE01950,Thunderstorm,MEDIUM,39.1929,-79.4191,203,2024-06-15T23:46:54,2024-06-17T21:42:54.174722,34.5,170.9,24.9,6.6,1.5,46
WE01951,Fog,LOW,43.5137,-71.6721,140,2025-10-31T10:09:06,2025-11-02T17:52:12.735626,-3.5,147.1,62.9,1.7,1.06,27
WE01952,Ice,HIGH,31.177,-90.2621,361,2024-07-27T01:27:23,2024-07-27T03:45:13.246655,14.2,88.9,111.6,0.6,3.0,144
WE01953,Ice,LOW,28.5912,-83.0945,95,2025-02-14T20:15:51,2025-02-15T12:04:48.860138,-15.4,4.0,29.8,2.2,1.0,27
WE01954,Extreme Wind,LOW,40.6923,-84.9601,111,2025-07-22T05:10:43,2025-07-23T01:22:23.048742,5.2,165.2,3.2,8.0,1.1,27
WE01955,Tornado,HIGH,39.9367,-94.3891,348,2025-09-18T10:24:05,2025-09-18T22:16:15.439683,37.0,72.2,177.5,4.7,2.52,104
WE01956,Tornado,LOW,34.382,-83.2104,80,2025-07-22T11:08:00,2025-07-24T12:33:50.385680,4.5,142.8,181.9,1.0,1.07,11
WE01957,Fog,MEDIUM,40.581,-124.1019,163,2024-03-11T06:45:31,2024-03-13T16:26:12.373450,21.2,18.7,15.9,0.0,1.99,43
WE01958,Fog,LOW,40.7255,-72.8559,77,2025-09-14T06:45:55,2025-09-16T00:09:07.658325,21.7,2.2,136.0,9.6,1.17,21
WE01959,Snowstorm,MEDIUM,41.8557,-102.7943,181,2024-03-20T11:17:48,2024-03-21T10:17:12.288248,1.5,130.5,181.0,0.6,1.63,35
WE01960,Fog,MEDIUM,37.4573,-97.939,175,2026-06-04T21:38:26,2026-06-06T07:31:16.226843,10.9,40.7,102.3,0.0,1.93,42
WE01961,Snowstorm,MEDIUM,38.294,-96.4658,118,2026-05-22T18:03:03,2026-05-24T11:00:46.639561,30.6,44.8,119.1,1.5,1.76,48
WE01962,Extreme Wind,MEDIUM,39.8018,-72.487,277,2024-10-29T09:16:32,2024-10-30T01:22:34.282955,18.9,43.5,77.4,6.3,1.84,52
WE01963,Thunderstorm,MEDIUM,35.3625,-116.3431,112,2025-07-17T03:51:57,2025-07-19T23:14:12.973078,36.1,143.5,146.9,0.0,1.58,46
WE01964,Fog,LOW,40.3918,-75.1581,83,2026-05-09T09:38:44,2026-05-10T03:20:05.511311,14.4,110.7,194.7,7.5,1.2,10
WE01965,Tornado,MEDIUM,44.7368,-121.2307,274,2025-03-24T07:51:04,2025-03-24T21:55:28.788093,25.1,9.9,23.3,6.3,1.6,47
WE01966,Snowstorm,MEDIUM,43.7751,-121.0436,148,2024-04-24T05:27:44,2024-04-26T23:06:06.747354,27.0,65.6,129.9,3.3,1.62,77
WE01967,Tornado,HIGH,39.1281,-118.5485,223,2025-08-23T04:07:41,2025-08-23T10:41:33.799255,29.5,122.6,66.4,0.0,2.35,112
WE01968,Extreme Wind,LOW,44.6935,-72.6454,80,2026-02-22T08:00:31,2026-02-24T05:44:26.168010,24.1,55.7,124.6,1.9,1.13,27
WE01969,Ice,MEDIUM,38.5088,-78.9356,245,2025-11-30T14:25:41,2025-12-01T17:12:27.891015,-4.4,19.6,54.5,4.4,1.7,70
WE01970,Thunderstorm,MEDIUM,38.142,-87.1885,141,2026-05-04T04:09:29,2026-05-07T04:03:48.661784,-12.5,83.8,91.2,1.9,1.59,52
WE01971,Fog,HIGH,32.807,-99.8032,291,2025-03-10T12:44:33,2025-03-11T23:07:37.193139,19.8,55.8,160.1,0.0,2.83,180
WE01972,Fog,LOW,37.5008,-87.4142,104,2024-07-03T13:35:45,2024-07-04T07:11:18.482790,44.1,107.2,197.7,8.7,1.46,13
WE01973,Extreme Heat,MEDIUM,32.4203,-116.0634,285,2024-07-18T20:55:07,2024-07-20T22:30:12.375308,37.5,163.8,56.5,7.6,1.71,62
WE01974,Extreme Heat,MEDIUM,36.1018,-79.6212,288,2024-05-30T04:32:49,2024-06-01T13:15:56.558387,-12.4,30.2,100.3,4.9,1.52,69
WE01975,Snowstorm,MEDIUM,40.5284,-81.3086,253,2025-09-03T21:47:41,2025-09-04T16:14:22.820848,6.2,28.2,193.2,5.7,1.78,84
WE01976,Snowstorm,MEDIUM,32.0599,-99.6177,115,2025-08-02T17:50:32,2025-08-04T20:50:51.595529,24.3,57.8,141.2,0.0,1.87,62
WE01977,Snowstorm,CRITICAL,36.1291,-95.1467,336,2025-06-10T18:00:58,2025-06-12T22:51:18.756078,24.2,78.5,59.6,0.0,4.8,289
WE01978,Thunderstorm,LOW,35.4358,-107.4845,93,2026-05-16T13:28:41,2026-05-18T14:09:10.071232,-15.6,9.7,115.8,5.8,1.38,28
WE01979,Heavy Rain,MEDIUM,44.1986,-123.244,140,2025-07-21T22:47:36,2025-07-24T02:24:29.265971,35.9,155.6,47.5,7.6,1.6,88
WE01980,Hurricane,LOW,29.5571,-88.5658,111,2024-08-12T02:40:37,2024-08-12T16:20:33.413355,-10.7,59.7,48.9,4.3,1.37,18
WE01981,Tornado,MEDIUM,30.6935,-103.6142,261,2024-11-05T05:24:56,2024-11-06T08:52:00.288555,38.5,55.7,89.3,0.0,1.96,59
WE01982,Extreme Heat,LOW,36.5763,-95.9891,111,2026-03-01T21:27:47,2026-03-03T19:58:00.192864,-8.5,97.3,75.8,5.6,1.39,7
WE01983,Ice,MEDIUM,39.8277,-95.0129,180,2025-09-15T12:47:42,2025-09-16T13:12:55.207829,-14.5,170.2,182.7,4.0,1.92,74
WE01984,Hurricane,MEDIUM,41.3857,-87.5089,255,2026-02-15T20:15:20,2026-02-17T03:26:45.385650,9.7,13.7,3.0,2.4,1.88,31
WE01985,Heavy Rain,HIGH,45.5848,-118.6516,278,2024-03-03T12:48:42,2024-03-04T06:11:32.468733,-2.8,49.1,166.8,1.9,2.16,151
WE01986,Extreme Wind,LOW,37.9622,-87.8006,50,2024-03-11T09:01:53,2024-03-12T17:02:56.485843,-19.3,15.4,111.4,3.1,1.05,7
WE01987,Tornado,HIGH,45.6025,-106.6281,343,2024-03-01T10:49:04,2024-03-01T18:54:50.549783,26.3,184.2,118.3,2.3,2.54,146
WE01988,Tornado,LOW,31.3431,-91.6019,122,2024-07-31T21:05:10,2024-08-03T06:31:01.001500,5.5,70.5,68.6,3.5,1.42,11
WE01989,Tornado,MEDIUM,44.2212,-71.8649,240,2025-06-01T08:39:26,2025-06-03T22:53:42.897392,33.8,32.0,68.3,2.9,1.58,61
WE01990,Thunderstorm,LOW,35.7487,-121.2178,67,2026-01-05T22:27:43,2026-01-08T20:09:56.540372,35.1,119.9,152.2,5.1,1.31,17
WE01991,Fog,LOW,34.8638,-105.3235,75,2026-03-17T18:07:36,2026-03-18T08:28:56.102142,4.6,134.5,63.4,7.4,1.16,18
WE01992,Snowstorm,LOW,42.8544,-84.2472,68,2025-12-10T21:46:06,2025-12-12T19:48:07.658324,22.6,185.1,164.9,2.5,1.41,28
WE01993,Snowstorm,HIGH,37.5954,-87.3518,265,2024-08-19T08:54:37,2024-08-21T18:17:49.604073,15.3,139.4,196.0,0.0,2.72,231
WE01994,Fog,HIGH,41.933,-69.7973,362,2026-03-11T19:26:48,2026-03-12T22:32:38.996372,16.9,29.9,185.3,3.9,2.46,162
WE01995,Tornado,MEDIUM,29.7182,-97.4294,162,2024-08-05T03:24:46,2024-08-06T04:01:04.089255,9.4,133.0,148.0,5.8,1.94,52
WE01996,Ice,MEDIUM,42.4693,-104.9399,143,2025-05-24T11:27:10,2025-05-26T05:20:28.547735,-15.9,103.4,116.3,3.6,1.64,59
WE01997,Extreme Heat,MEDIUM,30.1374,-107.9057,167,2025-05-09T19:39:37,2025-05-11T11:49:35.085441,19.0,68.4,142.7,6.0,1.65,60
WE01998,Extreme Heat,MEDIUM,32.7276,-113.0993,136,2024-09-09T10:30:55,2024-09-11T06:45:00.497081,-7.5,29.5,30.4,0.0,1.59,77
WE01999,Hurricane,LOW,50.066,-117.6224,92,2025-09-02T10:24:31,2025-09-04T22:03:17.605312,10.5,184.8,170.6,2.3,1.32,19
WE02000,Thunderstorm,MEDIUM,31.8752,-93.7563,160,2025-04-09T20:15:53,2025-04-10T04:06:36.048445,27.5,26.0,21.2,7.9,1.95,88
WE02001,Fog,LOW,34.9489,-88.5901,64,2025-06-06T12:54:40,2025-06-08T20:43:59.548907,1.2,135.4,159.3,4.5,1.48,6
WE02002,Fog,CRITICAL,37.8934,-74.4496,433,2026-02-27T02:04:24,2026-02-28T10:17:06.066594,-8.5,49.5,124.6,0.0,3.51,312
WE02003,Thunderstorm,HIGH,34.6901,-96.5804,348,2026-03-02T19:31:08,2026-03-04T16:51:11.774848,5.3,188.4,17.1,5.0,2.76,214
WE02004,Tornado,HIGH,39.9686,-76.8826,413,2026-04-06T23:04:02,2026-04-07T07:01:30.441835,36.9,139.2,151.9,0.3,2.88,90
WE02005,Ice,MEDIUM,34.2991,-116.4407,225,2026-01-30T22:48:24,2026-02-01T12:31:59.674749,10.1,70.6,2.9,0.1,1.7,81
WE02006,Heavy Rain,MEDIUM,33.6341,-107.8755,147,2026-05-24T11:20:15,2026-05-25T01:01:20.826135,26.7,101.3,31.0,1.0,1.52,42
WE02007,Thunderstorm,LOW,32.2704,-112.7442,62,2025-04-10T17:00:08,2025-04-12T17:24:58.067677,41.1,164.7,186.4,6.4,1.01,29
WE02008,Ice,CRITICAL,32.2967,-96.2631,517,2026-01-07T17:16:45,2026-01-10T12:20:55.228091,-15.4,110.3,79.8,0.0,4.15,493
WE02009,Fog,LOW,42.1117,-83.5049,80,2024-01-26T20:16:14,2024-01-28T07:09:28.211027,27.3,31.7,164.3,5.7,1.09,18
WE02010,Tornado,MEDIUM,33.3261,-89.7742,146,2025-07-26T05:22:28,2025-07-27T17:32:57.617805,14.8,173.3,169.2,2.7,1.9,37
WE02011,Hurricane,MEDIUM,39.1698,-83.559,202,2025-05-29T13:30:25,2025-05-31T18:32:13.369861,40.4,142.6,64.8,0.0,1.92,65
WE02012,Heavy Rain,HIGH,43.8114,-71.9626,247,2024-06-19T06:21:18,2024-06-21T10:40:54.664252,28.2,106.3,179.8,0.0,2.11,93
WE02013,Heavy Rain,CRITICAL,32.3622,-111.0885,371,2025-10-09T01:44:48,2025-10-09T14:50:50.084149,26.5,127.8,160.4,1.9,4.34,536
WE02014,Thunderstorm,HIGH,36.1934,-79.8889,338,2026-06-25T17:59:35,2026-06-27T08:51:24.695488,-15.7,198.8,18.3,0.0,2.48,237
WE02015,Extreme Wind,HIGH,30.6859,-85.8848,445,2025-04-22T23:03:39,2025-04-24T07:38:07.870944,23.1,198.3,165.0,0.0,2.06,157
WE02016,Fog,MEDIUM,44.1449,-95.486,143,2024-02-11T09:28:40,2024-02-14T05:13:09.891687,-13.6,97.2,124.3,6.3,1.52,47
WE02017,Extreme Heat,HIGH,43.2725,-70.7138,480,2026-01-07T06:00:20,2026-01-09T17:15:46.139474,-10.7,152.6,45.6,3.2,2.82,137
WE02018,Fog,MEDIUM,23.0183,-82.0245,156,2025-02-16T11:41:31,2025-02-17T15:01:04.041832,-15.3,69.7,44.3,0.0,1.7,86
WE02019,Extreme Heat,HIGH,38.1021,-75.9797,418,2026-06-17T15:05:10,2026-06-19T00:23:18.834491,-13.1,4.8,105.8,0.0,2.17,198
WE02020,Hurricane,LOW,42.3383,-79.4792,66,2026-06-16T07:46:16,2026-06-18T19:03:27.989519,43.8,35.7,146.1,3.5,1.45,28
WE02021,Heavy Rain,LOW,45.6741,-92.8398,89,2024-12-19T11:25:34,2024-12-20T06:28:34.025125,30.5,67.9,136.3,5.9,1.38,6
WE02022,Thunderstorm,HIGH,37.388,-107.6192,480,2024-03-20T18:39:33,2024-03-22T13:54:59.051366,16.2,99.1,43.0,4.3,2.77,232
WE02023,Heavy Rain,HIGH,45.4088,-86.072,369,2026-06-25T11:19:28,2026-06-26T04:42:06.902794,28.2,70.9,185.7,3.1,2.06,191
WE02024,Fog,HIGH,41.2051,-85.7555,394,2026-01-16T08:25:44,2026-01-19T00:19:40.082717,18.0,99.1,1.3,2.0,2.4,209
WE02025,Ice,MEDIUM,38.6589,-78.2947,294,2024-09-21T21:09:01,2024-09-22T13:59:39.484106,44.4,170.2,161.9,1.9,1.65,51
WE02026,Hurricane,LOW,47.4578,-119.25,142,2026-03-25T08:47:52,2026-03-26T02:51:19.842698,42.0,53.5,187.5,9.7,1.49,19
WE02027,Snowstorm,MEDIUM,33.6297,-92.8391,193,2025-08-13T14:31:23,2025-08-15T02:46:31.423272,39.8,145.9,36.0,7.3,1.73,72
WE02028,Tornado,MEDIUM,42.6304,-73.9204,190,2024-08-17T13:28:39,2024-08-19T00:31:27.496219,41.6,144.5,187.0,0.4,1.84,89
WE02029,Fog,MEDIUM,49.161,-115.3203,136,2025-01-11T05:44:32,2025-01-12T03:19:37.715860,10.3,10.4,167.1,4.4,1.73,60
WE02030,Ice,HIGH,39.2171,-94.6376,407,2024-02-19T01:02:02,2024-02-20T23:04:21.019992,-13.3,85.3,83.2,4.4,2.97,144
WE02031,Hurricane,MEDIUM,40.8522,-91.6045,290,2026-06-08T10:58:00,2026-06-10T11:11:40.794741,18.0,101.4,77.8,0.0,1.62,78
WE02032,Extreme Wind,MEDIUM,45.4585,-76.6023,281,2024-06-19T17:12:07,2024-06-22T01:03:57.360246,30.5,161.9,10.8,7.6,1.62,58
WE02033,Thunderstorm,MEDIUM,41.8968,-76.4161,285,2024-10-23T08:57:19,2024-10-24T20:14:47.401254,26.4,172.4,52.1,0.0,1.61,69
WE02034,Hurricane,HIGH,43.9072,-116.2552,448,2024-01-30T10:02:10,2024-01-31T14:49:49.469410,19.1,183.6,114.4,0.0,2.16,237
WE02035,Fog,MEDIUM,32.5949,-82.2252,248,2025-11-16T03:06:34,2025-11-17T00:48:29.257708,-18.2,72.0,36.4,5.0,1.64,45
WE02036,Hurricane,MEDIUM,37.3286,-75.2277,206,2025-05-02T07:18:12,2025-05-03T00:12:02.381999,2.4,118.4,137.7,1.6,1.93,76
WE02037,Fog,LOW,35.077,-76.4079,54,2025-10-12T13:15:40,2025-10-14T04:10:16.973842,12.9,178.7,88.9,7.0,1.3,28
WE02038,Thunderstorm,HIGH,42.741,-95.6996,200,2024-08-23T05:45:59,2024-08-24T15:38:42.163480,-4.8,90.9,27.2,0.4,2.42,172
WE02039,Extreme Wind,LOW,40.0565,-74.822,91,2025-10-03T12:16:07,2025-10-04T14:42:23.796604,23.5,189.6,11.8,9.7,1.14,15
WE02040,Hurricane,MEDIUM,40.1136,-84.864,177,2024-11-12T17:37:58,2024-11-13T01:00:37.838480,-2.6,73.3,168.2,5.3,1.92,61
WE02041,Snowstorm,LOW,39.0004,-96.2015,72,2025-09-29T11:58:43,2025-10-01T20:47:44.475547,-7.6,86.5,191.1,6.3,1.45,10
WE02042,Extreme Wind,LOW,41.3807,-78.1006,134,2026-02-18T13:11:13,2026-02-19T02:15:27.423153,20.3,171.9,146.1,7.7,1.13,17
WE02043,Fog,HIGH,31.2432,-93.6561,234,2026-01-02T14:43:33,2026-01-05T06:56:18.183605,44.3,58.8,135.1,0.0,2.12,145
WE02044,Extreme Heat,CRITICAL,39.3516,-121.2376,516,2024-04-06T18:00:52,2024-04-07T15:13:41.424810,8.2,58.1,14.1,0.0,4.42,483
WE02045,Tornado,LOW,42.073,-104.852,137,2024-08-02T12:05:17,2024-08-03T13:58:24.065248,-10.5,123.6,9.6,2.1,1.22,29
WE02046,Thunderstorm,MEDIUM,39.0018,-98.5255,197,2026-03-16T17:54:42,2026-03-18T09:30:51.087917,-2.5,120.5,157.3,4.0,1.58,64
WE02047,Hurricane,LOW,34.654,-95.8555,101,2024-11-18T02:15:32,2024-11-19T10:33:36.600211,37.2,185.5,96.7,8.0,1.41,10
WE02048,Ice,LOW,39.4578,-72.2953,97,2026-05-21T07:22:28,2026-05-22T05:27:42.886149,39.8,93.9,35.4,0.2,1.09,19
WE02049,Heavy Rain,HIGH,31.9927,-87.0499,394,2025-05-19T22:43:29,2025-05-22T21:46:43.076746,29.3,166.5,177.8,0.0,2.01,107
WE02050,Fog,HIGH,47.8948,-109.9005,371,2026-01-13T02:57:46,2026-01-14T14:46:17.230197,30.1,74.9,31.4,1.8,2.95,158
WE02051,Extreme Heat,HIGH,43.9641,-84.4396,282,2026-03-27T07:12:29,2026-03-29T20:46:11.241957,42.3,152.9,23.2,0.0,2.77,238
WE02052,Hurricane,LOW,45.6324,-71.3544,58,2025-08-08T09:02:45,2025-08-10T18:47:48.584827,-1.1,142.2,172.0,2.9,1.44,10
WE02053,Snowstorm,LOW,35.2469,-82.9972,114,2025-05-02T09:32:40,2025-05-04T02:30:07.738303,16.5,27.2,88.5,5.1,1.13,26
WE02054,Heavy Rain,HIGH,31.8082,-91.756,477,2024-09-26T00:42:31,2024-09-27T05:00:52.452207,30.4,41.4,119.8,0.0,2.45,176
WE02055,Fog,LOW,42.4064,-89.9597,137,2025-12-15T01:29:54,2025-12-17T17:18:44.999125,20.5,140.1,50.2,7.0,1.13,15
WE02056,Ice,HIGH,32.3164,-88.1459,464,2026-04-08T04:25:03,2026-04-08T22:01:05.987390,23.2,99.1,106.4,0.0,2.96,157
WE02057,Ice,LOW,43.0404,-73.2026,142,2025-06-15T18:52:34,2025-06-18T08:24:41.971881,-2.0,50.4,175.4,5.9,1.11,20
WE02058,Thunderstorm,HIGH,33.7869,-116.0623,239,2026-04-28T14:32:30,2026-04-28T21:34:42.794804,-12.1,91.9,121.7,3.5,2.53,207
WE02059,Extreme Wind,LOW,28.941,-95.4721,70,2025-07-04T08:46:34,2025-07-04T22:49:51.686571,23.2,116.8,95.9,6.6,1.16,15
WE02060,Thunderstorm,CRITICAL,36.8756,-96.2442,776,2025-02-14T16:08:11,2025-02-15T18:47:50.907121,24.9,189.8,8.3,0.0,4.08,505
WE02061,Extreme Heat,HIGH,41.7778,-88.92,333,2026-01-22T03:32:33,2026-01-23T03:13:49.606685,8.7,53.2,94.6,0.0,2.62,179
WE02062,Hurricane,MEDIUM,41.7464,-85.9602,224,2024-10-25T16:07:39,2024-10-26T01:53:22.057738,0.6,113.9,36.1,0.8,1.72,35
WE02063,Extreme Heat,MEDIUM,27.7869,-79.8098,186,2025-01-17T22:53:58,2025-01-18T10:25:29.589110,11.0,38.5,12.7,0.0,1.98,74
WE02064,Heavy Rain,MEDIUM,28.2739,-91.0548,251,2025-03-09T10:06:44,2025-03-10T19:30:38.768008,26.9,77.3,174.2,0.5,1.61,48
WE02065,Snowstorm,LOW,41.2963,-79.4446,52,2026-05-16T22:58:42,2026-05-18T12:40:48.872424,-12.5,131.6,147.6,3.7,1.16,23
WE02066,Extreme Wind,MEDIUM,33.9009,-92.522,134,2025-04-08T16:51:19,2025-04-10T19:39:18.339063,-9.2,58.6,48.2,7.5,1.79,61
