event_id,location_id,location_type,timestamp,congestion_score,processing_capacity,current_load,queue_length,average_processing_time,delay_minutes
CE02114,LOC015,Last Mile Facility,2026-01-24T02:32:18,0.28,3252,1371,0,30.0,0
CE02115,LOC037,Distribution Center,2025-06-28T15:05:17,0.52,2793,2173,0,30.0,0
CE02116,LOC042,Port,2025-06-07T12:19:01,0.39,809,473,0,30.0,0
CE02117,LOC029,Port,2025-11-11T01:12:53,0.87,2831,3680,1638,99.4,26
CE02118,LOC064,Warehouse,2025-07-15T12:19:31,0.48,3291,2381,0,30.0,0
CE02119,LOC046,Last Mile Facility,2024-09-04T08:03:13,0.32,1736,835,0,30.0,0
CE02120,LOC031,Hub,2024-09-18T19:44:44,0.72,4593,4940,293,37.7,6
CE02121,LOC013,Hub,2025-05-16T09:21:24,0.66,2712,2692,0,30.0,0
CE02122,LOC063,Last Mile Facility,2024-01-25T17:48:50,1.0,3270,5132,1604,88.9,51
CE02123,LOC026,Distribution Center,2024-06-22T04:17:53,1.0,3661,5996,3159,133.5,57
CE02124,LOC012,Airport,2024-10-21T19:52:29,1.0,2463,3679,918,74.7,44
CE02125,LOC043,Distribution Center,2026-06-22T20:49:20,0.35,4879,2595,0,30.0,0
CE02126,LOC035,Airport,2025-04-27T09:18:26,0.84,1822,2286,236,45.5,22
CE02127,LOC030,Warehouse,2026-02-25T05:29:39,1.0,2790,4859,1477,93.5,66
CE02128,LOC045,Distribution Center,2026-05-20T16:24:22,0.76,4759,5395,790,49.9,12
CE02129,LOC037,Distribution Center,2025-04-05T03:16:26,0.56,2793,2332,0,30.0,0
CE02130,LOC005,Sort Facility,2026-05-19T19:22:39,0.77,1284,1489,344,62.1,14
CE02131,LOC014,Airport,2026-04-16T03:34:37,0.32,1578,751,0,30.0,0
CE02132,LOC053,Distribution Center,2024-10-03T08:53:41,0.95,1247,1780,276,56.6,38
CE02133,LOC032,Distribution Center,2025-09-10T05:26:34,0.65,1584,1534,0,30.0,0
CE02134,LOC063,Last Mile Facility,2024-04-27T23:04:30,0.53,3270,2584,0,30.0,0
CE02135,LOC026,Distribution Center,2024-11-04T13:04:33,0.28,3661,1520,0,30.0,0
CE02136,LOC027,Distribution Center,2024-05-25T00:51:00,0.68,300,304,4,31.6,1
CE02137,LOC022,Hub,2024-05-20T15:39:30,0.63,479,453,0,30.0,0
CE02138,LOC033,Last Mile Facility,2025-09-20T13:57:50,0.41,4291,2607,0,30.0,0
CE02139,LOC053,Distribution Center,2025-02-13T03:08:49,0.63,1247,1186,0,30.0,0
CE02140,LOC039,Warehouse,2024-08-14T10:31:46,1.0,1629,2454,1574,145.9,45
CE02141,LOC026,Distribution Center,2025-06-12T10:13:52,0.74,3661,4074,755,54.7,10
CE02142,LOC070,Distribution Center,2026-04-07T17:15:30,0.38,4087,2319,0,30.0,0
CE02143,LOC054,Port,2025-07-03T14:36:25,0.64,759,730,0,30.0,0
CE02144,LOC023,Port,2025-09-08T08:09:48,0.91,2668,3624,1515,98.1,32
CE02145,LOC055,Airport,2024-07-25T15:48:10,0.91,1469,2006,700,87.2,32
CE02146,LOC054,Port,2025-08-21T10:47:39,0.8,759,916,125,49.8,18
CE02147,LOC008,Airport,2024-06-09T23:27:29,0.31,1075,504,0,30.0,0
CE02148,LOC039,Warehouse,2025-04-01T13:50:35,0.63,1629,1529,0,30.0,0
CE02149,LOC044,Warehouse,2026-06-04T15:07:16,0.41,3843,2348,0,30.0,0
CE02150,LOC057,Distribution Center,2024-05-07T17:04:14,0.76,2059,2336,145,38.5,12
CE02151,LOC044,Warehouse,2025-05-18T01:29:31,0.82,3843,4735,720,52.5,20
CE02152,LOC071,Last Mile Facility,2024-12-15T06:04:41,0.74,4596,5083,552,44.4,9
CE02153,LOC014,Airport,2025-11-18T10:56:23,0.57,1578,1342,0,30.0,0
CE02154,LOC034,Port,2024-03-04T08:07:18,0.9,1778,2402,568,68.3,31
CE02155,LOC026,Distribution Center,2025-01-16T23:57:01,0.91,3661,5010,941,60.8,33
CE02156,LOC068,Hub,2026-05-01T06:26:39,0.36,2969,1620,0,30.0,0
CE02157,LOC059,Distribution Center,2024-08-28T19:15:33,0.77,4161,4832,1298,67.4,14
CE02158,LOC030,Warehouse,2025-03-01T07:34:03,0.27,2790,1142,0,30.0,0
CE02159,LOC022,Hub,2024-02-10T22:44:30,0.76,479,549,44,41.0,13
CE02160,LOC069,Port,2026-02-07T04:01:57,1.0,4167,6391,4058,146.9,48
CE02161,LOC030,Warehouse,2024-12-14T16:47:45,1.0,2790,4841,1070,76.0,66
CE02162,LOC015,Last Mile Facility,2024-12-06T03:59:08,0.54,3252,2633,0,30.0,0
CE02163,LOC062,Sort Facility,2025-01-16T03:22:32,1.0,3208,5450,2494,123.3,62
CE02164,LOC028,Hub,2024-12-16T19:39:05,0.53,4698,3719,0,30.0,0
CE02165,LOC044,Warehouse,2025-11-15T01:39:28,1.0,3843,6613,3341,134.3,64
CE02166,LOC022,Hub,2024-12-01T11:52:27,0.34,479,246,0,30.0,0
CE02167,LOC030,Warehouse,2024-08-13T20:02:10,0.94,2790,3940,1779,106.5,37
CE02168,LOC045,Distribution Center,2024-01-20T06:59:23,1.0,4759,7852,2387,90.2,58
CE02169,LOC008,Airport,2025-04-06T01:15:00,0.94,1075,1521,536,89.8,37
CE02170,LOC044,Warehouse,2025-01-13T13:03:22,0.69,3843,3988,184,35.7,3
CE02171,LOC004,Warehouse,2024-02-02T06:30:32,1.0,869,1452,812,142.1,60
CE02172,LOC032,Distribution Center,2026-01-20T17:44:02,0.95,1584,2246,1095,113.0,37
CE02173,LOC067,Warehouse,2025-11-12T21:14:17,0.97,3061,4435,2048,110.3,40
CE02174,LOC012,Airport,2025-10-05T22:38:36,0.84,2463,3094,983,77.9,23
CE02175,LOC010,Last Mile Facility,2026-05-14T05:12:01,1.0,1628,2811,1084,109.9,65
CE02176,LOC002,Port,2026-05-06T07:12:01,1.0,566,849,399,114.6,45
CE02177,LOC001,Last Mile Facility,2026-06-01T11:46:12,0.4,960,575,0,30.0,0
CE02178,LOC042,Port,2024-10-25T15:11:36,0.31,809,372,0,30.0,0
CE02179,LOC058,Hub,2025-10-02T12:32:12,1.0,4836,7510,1714,72.5,49
CE02180,LOC075,Distribution Center,2024-10-16T00:44:47,0.77,1059,1227,260,59.5,14
CE02181,LOC051,Last Mile Facility,2026-03-16T13:44:33,1.0,2427,3788,1115,85.1,50
CE02182,LOC055,Airport,2026-06-21T09:21:29,0.45,1469,1001,0,30.0,0
CE02183,LOC021,Port,2025-09-12T18:47:43,0.44,437,286,0,30.0,0
CE02184,LOC026,Distribution Center,2026-06-12T22:35:12,1.0,3661,5774,3472,143.8,51
CE02185,LOC023,Port,2025-08-24T08:16:31,0.74,2668,2954,569,55.6,9
CE02186,LOC072,Airport,2025-02-10T05:08:19,0.77,4665,5389,1361,65.0,13
CE02187,LOC041,Distribution Center,2025-07-19T09:44:41,0.96,4129,5942,3432,129.7,39
CE02188,LOC048,Sort Facility,2025-02-13T10:07:47,1.0,3574,6090,4082,167.1,63
CE02189,LOC011,Warehouse,2025-11-01T00:34:39,0.62,2988,2764,0,30.0,0
CE02190,LOC004,Warehouse,2025-07-29T03:07:08,1.0,869,1473,993,167.1,62
CE02191,LOC047,Distribution Center,2025-07-20T06:05:11,1.0,4197,6726,2172,92.1,54
CE02192,LOC002,Port,2024-12-30T14:28:00,0.54,566,462,0,30.0,0
CE02193,LOC011,Warehouse,2025-05-12T08:13:59,0.36,2988,1633,0,30.0,0
CE02194,LOC002,Port,2026-04-19T10:25:14,1.0,566,996,303,94.2,68
CE02195,LOC066,Sort Facility,2025-07-08T16:41:24,1.0,3283,5692,2427,118.7,66
CE02196,LOC049,Port,2024-04-29T16:16:33,0.27,1833,743,0,30.0,0
CE02197,LOC071,Last Mile Facility,2024-07-27T22:15:18,1.0,4596,7908,4580,149.6,64
CE02198,LOC043,Distribution Center,2025-05-14T16:26:56,0.74,4879,5394,450,41.1,9
CE02199,LOC019,Airport,2025-01-18T12:55:33,0.58,3442,3009,0,30.0,0
CE02200,LOC060,Last Mile Facility,2026-04-16T04:21:44,0.48,723,518,0,30.0,0
CE02201,LOC057,Distribution Center,2026-06-18T09:08:10,0.4,2059,1235,0,30.0,0
CE02202,LOC068,Hub,2024-07-19T00:41:42,0.34,2969,1520,0,30.0,0
CE02203,LOC012,Airport,2024-05-30T02:18:25,1.0,2463,3742,888,73.3,46
CE02204,LOC050,Airport,2026-02-27T07:15:00,0.91,3355,4556,2089,104.7,32
CE02205,LOC017,Hub,2026-01-09T00:47:14,0.76,1600,1817,154,41.5,12
CE02206,LOC009,Sort Facility,2026-04-11T15:39:51,0.98,3105,4563,742,58.7,42
CE02207,LOC072,Airport,2025-05-01T23:33:35,0.94,4665,6562,3159,111.3,36
CE02208,LOC020,Last Mile Facility,2024-06-11T19:30:40,0.64,1116,1068,0,30.0,0
CE02209,LOC035,Airport,2024-12-19T21:54:36,1.0,1822,3102,1535,131.1,63
CE02210,LOC026,Distribution Center,2025-06-25T03:09:37,1.0,3661,5747,1671,84.8,51
CE02211,LOC033,Last Mile Facility,2026-05-10T17:19:55,0.38,4291,2466,0,30.0,0
CE02212,LOC014,Airport,2024-12-13T21:58:32,1.0,1578,2452,820,92.4,49
CE02213,LOC052,Hub,2025-12-23T19:08:08,0.49,2030,1485,0,30.0,0
CE02214,LOC007,Warehouse,2025-02-22T02:01:18,0.56,2658,2221,0,30.0,0
CE02215,LOC059,Distribution Center,2026-06-11T01:55:58,0.76,4161,4718,660,49.0,12
CE02216,LOC005,Sort Facility,2024-03-23T15:29:38,1.0,1284,2156,1614,180.8,61
CE02217,LOC014,Airport,2025-12-15T22:56:55,0.72,1578,1706,235,47.9,7
CE02218,LOC046,Last Mile Facility,2025-11-11T05:00:44,0.83,1736,2171,338,53.4,22
CE02219,LOC007,Warehouse,2026-02-11T06:27:34,0.4,2658,1614,0,30.0,0
CE02220,LOC047,Distribution Center,2025-11-08T14:07:39,0.81,4197,5094,833,53.8,19
CE02221,LOC041,Distribution Center,2024-04-10T10:36:57,0.77,4129,4770,489,44.2,13
CE02222,LOC027,Distribution Center,2024-09-23T04:03:44,1.0,300,460,90,66.0,48
CE02223,LOC075,Distribution Center,2024-02-04T08:30:49,0.84,1059,1331,297,63.7,23
CE02224,LOC001,Last Mile Facility,2026-05-19T20:46:28,0.45,960,646,0,30.0,0
CE02225,LOC055,Airport,2025-11-27T16:06:32,1.0,1469,2581,868,100.9,68
CE02226,LOC055,Airport,2026-05-18T08:52:58,0.52,1469,1140,0,30.0,0
CE02227,LOC005,Sort Facility,2024-03-30T09:27:41,0.38,1284,728,0,30.0,0
CE02228,LOC058,Hub,2025-06-23T23:34:58,1.0,4836,7221,1406,64.9,44
CE02229,LOC047,Distribution Center,2026-01-10T09:55:18,0.55,4197,3492,0,30.0,0
CE02230,LOC024,Airport,2024-08-17T17:22:14,0.94,1595,2241,1115,113.9,36
CE02231,LOC055,Airport,2024-04-09T01:46:21,0.57,1469,1259,0,30.0,0
CE02232,LOC044,Warehouse,2025-07-04T13:26:50,0.62,3843,3565,0,30.0,0
CE02233,LOC054,Port,2024-04-11T14:45:51,0.6,759,684,0,30.0,0
CE02234,LOC041,Distribution Center,2025-03-04T21:23:43,0.45,4129,2783,0,30.0,0
CE02235,LOC048,Sort Facility,2026-06-04T01:57:17,1.0,3574,6179,4241,172.4,65
CE02236,LOC053,Distribution Center,2025-01-26T11:41:27,1.0,1247,2088,1422,166.8,60
CE02237,LOC037,Distribution Center,2024-02-12T20:08:38,0.93,2793,3895,1395,89.9,35
CE02238,LOC037,Distribution Center,2026-02-01T10:42:58,0.29,2793,1231,0,30.0,0
CE02239,LOC031,Hub,2025-10-31T06:30:27,0.65,4593,4449,0,30.0,0
CE02240,LOC069,Port,2024-07-26T03:54:04,0.68,4167,4241,51,31.5,1
CE02241,LOC036,Airport,2025-09-07T13:07:20,1.0,2829,4652,1681,101.3,57
CE02242,LOC040,Distribution Center,2024-11-30T07:23:30,0.62,2337,2160,0,30.0,0
CE02243,LOC045,Distribution Center,2025-12-03T07:56:48,0.51,4759,3605,0,30.0,0
CE02244,LOC074,Warehouse,2025-04-26T07:07:24,1.0,325,500,141,82.1,48
CE02245,LOC056,Warehouse,2026-04-16T08:50:47,0.61,3011,2744,0,30.0,0
CE02246,LOC016,Airport,2025-04-18T06:35:16,0.98,1121,1640,960,132.8,41
CE02247,LOC035,Airport,2025-05-28T11:10:21,0.54,1822,1472,0,30.0,0
CE02248,LOC059,Distribution Center,2024-12-27T06:37:38,1.0,4161,7050,3009,116.8,62
CE02249,LOC004,Warehouse,2026-06-04T05:49:20,0.71,869,920,61,38.4,5
CE02250,LOC028,Hub,2026-02-28T01:55:56,1.0,4698,8243,3775,126.4,67
CE02251,LOC026,Distribution Center,2025-09-24T11:21:14,0.43,3661,2378,0,30.0,0
CE02252,LOC017,Hub,2024-08-12T01:23:54,0.52,1600,1258,0,30.0,0
CE02253,LOC053,Distribution Center,2026-04-18T06:12:58,1.0,1247,2007,1289,154.0,54
CE02254,LOC004,Warehouse,2025-05-03T11:51:57,0.55,869,722,0,30.0,0
CE02255,LOC022,Hub,2024-01-11T12:36:10,0.43,479,312,0,30.0,0
CE02256,LOC042,Port,2024-03-23T06:53:56,0.46,809,556,0,30.0,0
CE02257,LOC013,Hub,2025-07-10T16:14:17,1.0,2712,4091,1201,83.1,45
CE02258,LOC069,Port,2024-07-04T22:07:11,0.77,4167,4801,1096,61.6,13
CE02259,LOC015,Last Mile Facility,2024-04-20T07:34:16,0.46,3252,2224,0,30.0,0
CE02260,LOC018,Hub,2024-04-08T20:15:04,0.29,261,113,0,30.0,0
CE02261,LOC032,Distribution Center,2026-04-02T23:19:51,0.93,1584,2216,674,81.1,35
CE02262,LOC075,Distribution Center,2025-10-04T16:16:49,0.42,1059,660,0,30.0,0
CE02263,LOC072,Airport,2024-09-07T10:14:26,0.59,4665,4095,0,30.0,0
CE02264,LOC062,Sort Facility,2024-10-29T07:55:15,0.93,3208,4456,1193,74.6,35
CE02265,LOC005,Sort Facility,2025-01-21T11:55:07,0.34,1284,650,0,30.0,0
CE02266,LOC063,Last Mile Facility,2024-10-05T14:18:36,1.0,3270,5524,3249,149.2,62
CE02267,LOC038,Airport,2024-10-08T13:02:45,0.6,1463,1323,0,30.0,0
CE02268,LOC036,Airport,2024-02-15T19:22:32,1.0,2829,5005,3569,181.4,69
CE02269,LOC050,Airport,2026-02-07T22:00:26,0.88,3355,4406,1236,74.2,28
CE02270,LOC007,Warehouse,2024-07-04T15:17:11,1.0,2658,4517,2325,135.0,62
CE02271,LOC004,Warehouse,2025-05-30T10:01:55,0.47,869,618,0,30.0,0
CE02272,LOC019,Airport,2024-05-18T10:06:08,0.27,3442,1413,0,30.0,0
CE02273,LOC011,Warehouse,2024-05-26T06:35:32,1.0,2988,4653,1179,77.3,50
CE02274,LOC006,Sort Facility,2025-09-18T21:37:53,0.4,4943,2960,0,30.0,0
CE02275,LOC007,Warehouse,2026-06-10T16:22:43,0.58,2658,2316,0,30.0,0
CE02276,LOC072,Airport,2025-08-24T21:13:31,1.0,4665,7864,2178,86.0,61
CE02277,LOC026,Distribution Center,2025-09-25T03:28:01,0.7,3661,3870,301,39.9,5
CE02278,LOC034,Port,2025-08-15T07:32:52,0.44,1778,1181,0,30.0,0
CE02279,LOC039,Warehouse,2026-01-06T23:11:45,0.39,1629,943,0,30.0,0
CE02280,LOC027,Distribution Center,2024-08-03T04:00:30,0.89,300,399,161,94.4,29
CE02281,LOC067,Warehouse,2025-06-17T06:58:40,0.57,3061,2628,0,30.0,0
CE02282,LOC037,Distribution Center,2024-10-11T06:20:48,0.95,2793,3981,1762,105.7,38
CE02283,LOC039,Warehouse,2024-05-28T22:02:34,0.72,1629,1753,70,35.2,6
CE02284,LOC003,Warehouse,2025-04-28T10:12:17,1.0,3544,5517,1864,93.1,50
CE02285,LOC072,Airport,2025-07-05T17:12:39,0.4,4665,2778,0,30.0,0
CE02286,LOC018,Hub,2024-10-02T14:21:34,0.39,261,152,0,30.0,0
CE02287,LOC065,Airport,2025-10-30T13:01:00,0.44,1748,1160,0,30.0,0
CE02288,LOC004,Warehouse,2025-01-26T11:46:04,1.0,869,1556,870,150.1,71
CE02289,LOC044,Warehouse,2026-02-15T05:29:19,0.47,3843,2734,0,30.0,0
CE02290,LOC045,Distribution Center,2024-05-20T22:49:37,0.76,4759,5422,511,42.9,12
CE02291,LOC054,Port,2024-10-13T17:08:00,1.0,759,1339,505,109.8,68
CE02292,LOC013,Hub,2025-02-08T16:21:05,0.75,2712,3067,519,53.0,11
CE02293,LOC059,Distribution Center,2025-09-15T14:18:41,0.3,4161,1864,0,30.0,0
CE02294,LOC005,Sort Facility,2024-11-07T15:10:55,0.91,1284,1755,849,109.3,33
CE02295,LOC039,Warehouse,2024-12-18T01:45:33,0.53,1629,1303,0,30.0,0
CE02296,LOC021,Port,2025-06-29T13:42:37,0.47,437,310,0,30.0,0
CE02297,LOC023,Port,2024-05-06T17:05:25,0.41,2668,1651,0,30.0,0
CE02298,LOC041,Distribution Center,2025-06-11T17:41:09,1.0,4129,6571,4275,154.2,53
CE02299,LOC061,Airport,2025-12-02T17:37:17,0.56,2149,1813,0,30.0,0
CE02300,LOC013,Hub,2024-05-26T01:36:49,0.5,2712,2042,0,30.0,0
CE02301,LOC044,Warehouse,2026-03-24T19:11:15,0.96,3843,5530,1202,67.5,39
CE02302,LOC024,Airport,2025-02-04T10:16:52,0.33,1595,792,0,30.0,0
CE02303,LOC034,Port,2024-02-01T16:35:43,0.55,1778,1461,0,30.0,0
CE02304,LOC064,Warehouse,2024-04-04T14:32:58,0.64,3291,3166,0,30.0,0
CE02305,LOC073,Sort Facility,2026-05-15T11:15:06,0.45,3536,2364,0,30.0,0
CE02306,LOC007,Warehouse,2024-04-01T21:07:48,1.0,2658,4024,2162,127.6,46
CE02307,LOC041,Distribution Center,2025-08-02T15:55:40,0.93,4129,5777,3102,120.2,35
CE02308,LOC074,Warehouse,2024-05-28T08:08:14,0.91,325,443,158,88.3,32
CE02309,LOC017,Hub,2024-09-18T18:37:27,0.74,1600,1779,187,44.0,10
CE02310,LOC010,Last Mile Facility,2024-01-03T16:27:28,1.0,1628,2756,2055,181.5,62
CE02311,LOC072,Airport,2026-04-01T23:03:34,0.77,4665,5423,505,43.0,14
CE02312,LOC003,Warehouse,2024-01-20T12:57:35,0.79,3544,4212,419,44.2,16
CE02313,LOC035,Airport,2024-01-08T05:46:32,0.76,1822,2071,291,49.2,12
CE02314,LOC007,Warehouse,2025-05-22T18:12:41,0.47,2658,1875,0,30.0,0
CE02315,LOC072,Airport,2025-08-20T16:39:03,0.55,4665,3879,0,30.0,0
CE02316,LOC066,Sort Facility,2025-04-20T18:20:43,0.55,3283,2713,0,30.0,0
CE02317,LOC001,Last Mile Facility,2024-02-12T22:59:57,0.94,960,1347,217,57.1,36
CE02318,LOC045,Distribution Center,2026-06-01T11:30:26,0.8,4759,5706,1436,66.2,17
CE02319,LOC059,Distribution Center,2026-05-25T03:45:30,0.85,4161,5299,1233,65.6,24
CE02320,LOC041,Distribution Center,2025-08-05T06:53:58,0.86,4129,5350,1447,72.1,26
CE02321,LOC046,Last Mile Facility,2024-04-17T19:01:04,0.36,1736,944,0,30.0,0
CE02322,LOC063,Last Mile Facility,2024-09-24T19:16:31,0.52,3270,2541,0,30.0,0
CE02323,LOC042,Port,2024-10-19T19:07:18,0.45,809,547,0,30.0,0
CE02324,LOC025,Warehouse,2026-02-12T22:17:34,0.91,491,671,154,67.6,32
CE02325,LOC046,Last Mile Facility,2024-10-09T09:29:58,1.0,1736,2995,707,78.9,65
CE02326,LOC022,Hub,2026-04-11T10:13:26,1.0,479,755,508,157.3,51
CE02327,LOC027,Distribution Center,2024-12-05T05:34:02,0.31,300,140,0,30.0,0
CE02328,LOC011,Warehouse,2025-06-20T07:46:37,1.0,2988,5300,1737,99.8,69
CE02329,LOC020,Last Mile Facility,2024-05-30T15:08:46,0.27,1116,447,0,30.0,0
CE02330,LOC067,Warehouse,2024-08-28T06:33:32,0.99,3061,4535,886,64.7,43
CE02331,LOC027,Distribution Center,2025-08-04T06:00:19,1.0,300,460,84,63.6,48
CE02332,LOC036,Airport,2026-06-10T15:42:44,0.29,2829,1218,0,30.0,0
CE02333,LOC019,Airport,2024-10-01T20:21:52,0.94,3442,4840,1977,98.9,36
CE02334,LOC061,Airport,2025-11-15T14:23:48,1.0,2149,3718,2895,191.7,65
CE02335,LOC060,Last Mile Facility,2024-10-02T17:22:54,1.0,723,1238,818,165.8,64
CE02336,LOC028,Hub,2026-02-27T02:35:09,0.52,4698,3641,0,30.0,0
CE02337,LOC044,Warehouse,2024-08-19T05:31:15,0.47,3843,2722,0,30.0,0
CE02338,LOC045,Distribution Center,2025-11-22T10:46:16,1.0,4759,8007,5024,156.7,61
CE02339,LOC005,Sort Facility,2024-02-17T03:13:09,0.73,1284,1411,84,37.9,8
CE02340,LOC069,Port,2024-03-01T05:36:35,0.43,4167,2707,0,30.0,0
CE02341,LOC073,Sort Facility,2026-04-15T02:48:07,0.71,3536,3776,377,42.8,6
CE02342,LOC064,Warehouse,2024-07-05T20:28:41,0.95,3291,4695,2652,126.7,38
CE02343,LOC055,Airport,2025-04-29T03:43:34,0.72,1469,1577,112,39.1,6
CE02344,LOC060,Last Mile Facility,2025-03-28T17:19:59,1.0,723,1087,322,83.4,45
CE02345,LOC029,Port,2024-06-16T10:08:25,0.27,2831,1152,0,30.0,0
CE02346,LOC046,Last Mile Facility,2025-06-26T05:40:37,0.99,1736,2565,782,84.1,42
CE02347,LOC043,Distribution Center,2024-10-07T06:25:27,0.81,4879,5905,795,49.6,18
CE02348,LOC061,Airport,2026-03-16T10:39:55,0.72,2149,2318,310,47.3,7
CE02349,LOC055,Airport,2024-09-17T00:34:35,0.28,1469,627,0,30.0,0
CE02350,LOC051,Last Mile Facility,2024-06-03T21:53:22,0.81,2427,2964,431,51.3,19
CE02351,LOC067,Warehouse,2026-02-12T01:46:33,1.0,3061,4791,1381,84.1,50
CE02352,LOC018,Hub,2024-10-27T01:30:55,0.8,261,315,104,77.8,18
CE02353,LOC052,Hub,2024-08-29T04:14:13,1.0,2030,3627,3083,212.2,70
CE02354,LOC044,Warehouse,2025-06-08T03:03:37,0.6,3843,3477,0,30.0,0
CE02355,LOC030,Warehouse,2025-12-07T07:13:03,1.0,2790,4644,1296,85.7,59
CE02356,LOC007,Warehouse,2026-05-01T06:11:28,0.82,2658,3256,867,69.1,20
CE02357,LOC060,Last Mile Facility,2025-08-27T01:13:25,0.93,723,1011,327,84.3,35
CE02358,LOC074,Warehouse,2025-11-26T20:14:55,0.84,325,411,111,71.0,23
CE02359,LOC023,Port,2024-06-29T19:01:17,0.68,2668,2738,86,33.9,2
CE02360,LOC004,Warehouse,2026-05-11T07:50:09,0.75,869,976,91,42.6,11
CE02361,LOC021,Port,2024-04-11T16:39:33,1.0,437,720,451,153.8,58
CE02362,LOC064,Warehouse,2025-06-09T14:22:35,1.0,3291,5850,3614,161.8,69
CE02363,LOC040,Distribution Center,2025-01-17T11:49:40,0.57,2337,1989,0,30.0,0
CE02364,LOC048,Sort Facility,2025-07-22T02:02:32,0.61,3574,3266,0,30.0,0
CE02365,LOC021,Port,2024-08-07T15:04:47,1.0,437,704,138,67.9,54
CE02366,LOC025,Warehouse,2025-01-06T23:23:36,0.89,491,659,295,102.1,30
CE02367,LOC059,Distribution Center,2026-02-01T09:09:46,0.67,4161,4177,20,30.6,0
CE02368,LOC021,Port,2024-10-19T13:49:51,0.92,437,605,315,116.5,34
CE02369,LOC044,Warehouse,2025-09-20T00:49:33,0.38,3843,2172,0,30.0,0
CE02370,LOC007,Warehouse,2024-03-05T14:36:07,0.58,2658,2311,0,30.0,0
CE02371,LOC044,Warehouse,2025-07-10T15:11:25,0.64,3843,3675,0,30.0,0
CE02372,LOC036,Airport,2024-04-01T01:40:04,0.78,2829,3298,366,45.5,14
CE02373,LOC041,Distribution Center,2026-01-16T07:28:56,0.99,4129,6156,1230,65.7,44
CE02374,LOC050,Airport,2024-06-02T10:47:56,1.0,3355,5632,3624,159.6,61
CE02375,LOC034,Port,2026-03-18T13:10:54,0.91,1778,2440,352,53.8,33
CE02376,LOC075,Distribution Center,2024-05-21T06:59:28,0.71,1059,1126,133,45.1,5
CE02377,LOC018,Hub,2025-05-12T23:05:03,0.81,261,319,94,73.2,20
CE02378,LOC061,Airport,2026-03-30T04:33:59,0.41,2149,1334,0,30.0,0
CE02379,LOC069,Port,2026-05-24T14:02:17,0.3,4167,1861,0,30.0,0
CE02380,LOC021,Port,2026-06-12T08:47:22,0.56,437,369,0,30.0,0
CE02381,LOC067,Warehouse,2026-04-06T07:37:36,0.36,3061,1652,0,30.0,0
CE02382,LOC034,Port,2026-03-21T09:22:20,0.69,1778,1836,78,35.3,2
CE02383,LOC072,Airport,2025-09-04T08:16:43,0.36,4665,2553,0,30.0,0
CE02384,LOC003,Warehouse,2026-04-28T18:33:52,0.74,3544,3942,324,41.0,10
CE02385,LOC028,Hub,2024-11-08T03:17:28,0.53,4698,3764,0,30.0,0
CE02386,LOC046,Last Mile Facility,2025-03-14T22:39:30,0.99,1736,2577,1215,114.0,43
CE02387,LOC047,Distribution Center,2025-05-12T14:15:42,0.36,4197,2263,0,30.0,0
CE02388,LOC060,Last Mile Facility,2024-07-29T10:53:56,0.57,723,616,0,30.0,0
CE02389,LOC055,Airport,2025-11-26T19:05:33,0.54,1469,1186,0,30.0,0
CE02390,LOC032,Distribution Center,2024-11-03T15:31:22,0.6,1584,1427,0,30.0,0
CE02391,LOC040,Distribution Center,2025-03-31T02:18:31,1.0,2337,3652,1884,126.7,50
CE02392,LOC034,Port,2025-10-24T06:19:54,0.44,1778,1173,0,30.0,0
CE02393,LOC039,Warehouse,2025-09-19T23:05:17,1.0,1629,2605,986,102.6,53
CE02394,LOC004,Warehouse,2025-11-06T23:09:04,1.0,869,1483,1068,177.5,63
CE02395,LOC062,Sort Facility,2025-08-08T18:04:29,0.46,3208,2190,0,30.0,0
CE02396,LOC042,Port,2024-05-07T23:40:49,0.97,809,1179,197,59.2,41
CE02397,LOC037,Distribution Center,2026-01-31T21:52:24,0.34,2793,1409,0,30.0,0
CE02398,LOC063,Last Mile Facility,2024-02-07T00:36:05,0.82,3270,4041,492,48.1,21
CE02399,LOC059,Distribution Center,2026-02-02T02:43:57,0.66,4161,4122,0,30.0,0
CE02400,LOC016,Airport,2024-06-11T01:16:32,1.0,1121,1768,981,135.0,51
CE02401,LOC041,Distribution Center,2025-05-14T10:55:45,0.75,4129,4663,683,49.8,11
CE02402,LOC074,Warehouse,2026-05-21T21:01:41,0.54,325,265,0,30.0,0
CE02403,LOC070,Distribution Center,2026-01-22T00:43:24,0.87,4087,5312,1471,73.2,26
CE02404,LOC033,Last Mile Facility,2025-08-26T23:50:14,0.39,4291,2486,0,30.0,0
CE02405,LOC008,Airport,2025-04-20T04:41:18,0.32,1075,512,0,30.0,0
CE02406,LOC051,Last Mile Facility,2026-02-12T00:25:01,0.67,2427,2439,11,30.5,0
CE02407,LOC019,Airport,2025-03-22T03:21:57,0.91,3442,4719,1507,82.5,33
CE02408,LOC008,Airport,2024-03-26T14:51:22,0.94,1075,1517,314,65.1,37
CE02409,LOC060,Last Mile Facility,2026-03-30T12:29:39,0.84,723,910,179,59.7,23
CE02410,LOC057,Distribution Center,2024-03-05T16:10:25,0.95,2059,2949,663,68.6,38
CE02411,LOC072,Airport,2024-10-19T04:05:22,0.53,4665,3683,0,30.0,0
CE02412,LOC005,Sort Facility,2024-05-18T13:09:03,0.39,1284,745,0,30.0,0
